           bin (m_Wbb)   qTcut           list/contribution                                                               dsigma +-            error

       100         110   independent     NLO.CS.32                                                                   2831.68297 +-          2.28788
---------------------------------------------------------------------------------------------------------------------------------------------------
       100         110   independent     VA.QCD                                                                      1428.73181 +-          0.62037
       100         110   independent     CA.QCD                                                                       132.41699 +-          0.16649
       100         110   independent     RA.QCD                                                                      1270.53417 +-          2.19586

===================================================================================================================================================

       110         120   independent     NLO.CS.32                                                                   2541.02100 +-          2.21922
---------------------------------------------------------------------------------------------------------------------------------------------------
       110         120   independent     VA.QCD                                                                      1264.32750 +-          0.58012
       110         120   independent     CA.QCD                                                                       153.53437 +-          0.15686
       110         120   independent     RA.QCD                                                                      1123.15913 +-          2.13631

===================================================================================================================================================

       120         130   independent     NLO.CS.32                                                                   2053.35075 +-          2.00331
---------------------------------------------------------------------------------------------------------------------------------------------------
       120         130   independent     VA.QCD                                                                       988.27604 +-          0.51389
       120         130   independent     CA.QCD                                                                       142.53792 +-          0.14061
       120         130   independent     RA.QCD                                                                       922.53679 +-          1.93116

===================================================================================================================================================

       130         140   independent     NLO.CS.32                                                                   1647.60212 +-          1.80805
---------------------------------------------------------------------------------------------------------------------------------------------------
       130         140   independent     VA.QCD                                                                       760.26555 +-          0.45373
       130         140   independent     CA.QCD                                                                       123.30914 +-          0.12490
       130         140   independent     RA.QCD                                                                       764.02743 +-          1.74573

===================================================================================================================================================

       140         150   independent     NLO.CS.32                                                                   1339.77995 +-          1.63494
---------------------------------------------------------------------------------------------------------------------------------------------------
       140         150   independent     VA.QCD                                                                       590.21130 +-          0.40332
       140         150   independent     CA.QCD                                                                       104.34280 +-          0.11135
       140         150   independent     RA.QCD                                                                       645.22585 +-          1.58050

===================================================================================================================================================

       150         160   independent     NLO.CS.32                                                                   1108.16551 +-          1.48611
---------------------------------------------------------------------------------------------------------------------------------------------------
       150         160   independent     VA.QCD                                                                       464.59960 +-          0.36030
       150         160   independent     CA.QCD                                                                        87.81156 +-          0.10004
       150         160   independent     RA.QCD                                                                       555.75435 +-          1.43829

===================================================================================================================================================

       160         170   independent     NLO.CS.32                                                                   942.085794 +-         1.363960
---------------------------------------------------------------------------------------------------------------------------------------------------
       160         170   independent     VA.QCD                                                                      372.405812 +-         0.325265
       160         170   independent     CA.QCD                                                                       74.033408 +-         0.090447
       160         170   independent     RA.QCD                                                                      495.646574 +-         1.321517

===================================================================================================================================================

       170         180   independent     NLO.CS.32                                                                   801.920483 +-         1.269301
---------------------------------------------------------------------------------------------------------------------------------------------------
