0.26           1              1                   NLO.QT.32                                                            24029.43419 +-         5.84218

0.26           1              2                   NLO.QCD.QT                                                           24248.71819 +-         6.11539
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.26           1              2                   ..a00                                                                         0. +-              0.
0.26           1              2                   NLO.QT.32                                                            24248.71819 +-         6.11539

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.27           1              0.5                 NLO.QCD.QT                                                           23600.25459 +-         5.50000
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.27           1              0.5                 ..a00                                                                         0. +-              0.
0.27           1              0.5                 NLO.QT.32                                                            23600.25459 +-         5.50000

0.27           1              1                   NLO.QCD.QT                                                           24033.39359 +-         5.80976
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.27           1              1                   ..a00                                                                         0. +-              0.
0.27           1              1                   NLO.QT.32                                                            24033.39359 +-         5.80976

0.27           1              2                   NLO.QCD.QT                                                           24253.07019 +-         6.08027
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.27           1              2                   ..a00                                                                         0. +-              0.
0.27           1              2                   NLO.QT.32                                                            24253.07019 +-         6.08027

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.28           1              0.5                 NLO.QCD.QT                                                           23603.49929 +-         5.47175
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.28           1              0.5                 ..a00                                                                         0. +-              0.
0.28           1              0.5                 NLO.QT.32                                                            23603.49929 +-         5.47175

0.28           1              1                   NLO.QCD.QT                                                           24037.08610 +-         5.77861
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.28           1              1                   ..a00                                                                         0. +-              0.
0.28           1              1                   NLO.QT.32                                                            24037.08610 +-         5.77861

0.28           1              2                   NLO.QCD.QT                                                           24257.16198 +-         6.04652
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.28           1              2                   ..a00                                                                         0. +-              0.
0.28           1              2                   NLO.QT.32                                                            24257.16198 +-         6.04652

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.29           1              0.5                 NLO.QCD.QT                                                           23606.69253 +-         5.44466
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.29           1              0.5                 ..a00                                                                         0. +-              0.
0.29           1              0.5                 NLO.QT.32                                                            23606.69253 +-         5.44466

0.29           1              1                   NLO.QCD.QT                                                           24040.72590 +-         5.74873
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.29           1              1                   ..a00                                                                         0. +-              0.
0.29           1              1                   NLO.QT.32                                                            24040.72590 +-         5.74873

0.29           1              2                   NLO.QCD.QT                                                           24261.19806 +-         6.01416
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.29           1              2                   ..a00                                                                         0. +-              0.
0.29           1              2                   NLO.QT.32                                                            24261.19806 +-         6.01416

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.3            1              0.5                 NLO.QCD.QT                                                           23610.12734 +-         5.41859
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.3            1              0.5                 ..a00                                                                         0. +-              0.
0.3            1              0.5                 NLO.QT.32                                                            23610.12734 +-         5.41859

0.3            1              1                   NLO.QCD.QT                                                           24044.65526 +-         5.71998
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.3            1              1                   ..a00                                                                         0. +-              0.
0.3            1              1                   NLO.QT.32                                                            24044.65526 +-         5.71998

0.3            1              2                   NLO.QCD.QT                                                           24265.56903 +-         5.98300
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.3            1              2                   ..a00                                                                         0. +-              0.
0.3            1              2                   NLO.QT.32                                                            24265.56903 +-         5.98300

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.31           1              0.5                 NLO.QCD.QT                                                           23612.74273 +-         5.39344
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.31           1              0.5                 ..a00                                                                         0. +-              0.
0.31           1              0.5                 NLO.QT.32                                                            23612.74273 +-         5.39344

0.31           1              1                   NLO.QCD.QT                                                           24047.63164 +-         5.69222
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.31           1              1                   ..a00                                                                         0. +-              0.
0.31           1              1                   NLO.QT.32                                                            24047.63164 +-         5.69222

0.31           1              2                   NLO.QCD.QT                                                           24268.86845 +-         5.95292
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.31           1              2                   ..a00                                                                         0. +-              0.
0.31           1              2                   NLO.QT.32                                                            24268.86845 +-         5.95292

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.32           1              0.5                 NLO.QCD.QT                                                           23616.47411 +-         5.36918
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.32           1              0.5                 ..a00                                                                         0. +-              0.
0.32           1              0.5                 NLO.QT.32                                                            23616.47411 +-         5.36918

0.32           1              1                   NLO.QCD.QT                                                           24051.84679 +-         5.66546
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.32           1              1                   ..a00                                                                         0. +-              0.
0.32           1              1                   NLO.QT.32                                                            24051.84679 +-         5.66546

0.32           1              2                   NLO.QCD.QT                                                           24273.51402 +-         5.92393
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.32           1              2                   ..a00                                                                         0. +-              0.
0.32           1              2                   NLO.QT.32                                                            24273.51402 +-         5.92393

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.33           1              0.5                 NLO.QCD.QT                                                           23619.70636 +-         5.34577
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.33           1              0.5                 ..a00                                                                         0. +-              0.
0.33           1              0.5                 NLO.QT.32                                                            23619.70636 +-         5.34577

0.33           1              1                   NLO.QCD.QT                                                           24055.55095 +-         5.63961
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.33           1              1                   ..a00                                                                         0. +-              0.
0.33           1              1                   NLO.QT.32                                                            24055.55095 +-         5.63961

0.33           1              2                   NLO.QCD.QT                                                           24277.64405 +-         5.89591
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.33           1              2                   ..a00                                                                         0. +-              0.
0.33           1              2                   NLO.QT.32                                                            24277.64405 +-         5.89591

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.34           1              0.5                 NLO.QCD.QT                                                           23622.57096 +-         5.32312
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.34           1              0.5                 ..a00                                                                         0. +-              0.
0.34           1              0.5                 NLO.QT.32                                                            23622.57096 +-         5.32312

0.34           1              1                   NLO.QCD.QT                                                           24058.83920 +-         5.61462
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.34           1              1                   ..a00                                                                         0. +-              0.
0.34           1              1                   NLO.QT.32                                                            24058.83920 +-         5.61462

0.34           1              2                   NLO.QCD.QT                                                           24281.30798 +-         5.86883
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.34           1              2                   ..a00                                                                         0. +-              0.
0.34           1              2                   NLO.QT.32                                                            24281.30798 +-         5.86883

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.35           1              0.5                 NLO.QCD.QT                                                           23625.31488 +-         5.30117
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.35           1              0.5                 ..a00                                                                         0. +-              0.
0.35           1              0.5                 NLO.QT.32                                                            23625.31488 +-         5.30117

0.35           1              1                   NLO.QCD.QT                                                           24061.98284 +-         5.59042
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.35           1              1                   ..a00                                                                         0. +-              0.
0.35           1              1                   NLO.QT.32                                                            24061.98284 +-         5.59042

0.35           1              2                   NLO.QCD.QT                                                           24284.80613 +-         5.84261
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.35           1              2                   ..a00                                                                         0. +-              0.
0.35           1              2                   NLO.QT.32                                                            24284.80613 +-         5.84261

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.36           1              0.5                 NLO.QCD.QT                                                           23628.19118 +-         5.27997
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.36           1              0.5                 ..a00                                                                         0. +-              0.
0.36           1              0.5                 NLO.QT.32                                                            23628.19118 +-         5.27997

0.36           1              1                   NLO.QCD.QT                                                           24065.29632 +-         5.56702
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.36           1              1                   ..a00                                                                         0. +-              0.
0.36           1              1                   NLO.QT.32                                                            24065.29632 +-         5.56702

0.36           1              2                   NLO.QCD.QT                                                           24288.50949 +-         5.81726
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.36           1              2                   ..a00                                                                         0. +-              0.
0.36           1              2                   NLO.QT.32                                                            24288.50949 +-         5.81726

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.37           1              0.5                 NLO.QCD.QT                                                           23631.47966 +-         5.25936
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.37           1              0.5                 ..a00                                                                         0. +-              0.
0.37           1              0.5                 NLO.QT.32                                                            23631.47966 +-         5.25936

0.37           1              1                   NLO.QCD.QT                                                           24069.07177 +-         5.54429
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.37           1              1                   ..a00                                                                         0. +-              0.
0.37           1              1                   NLO.QT.32                                                            24069.07177 +-         5.54429

0.37           1              2                   NLO.QCD.QT                                                           24292.72126 +-         5.79263
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.37           1              2                   ..a00                                                                         0. +-              0.
0.37           1              2                   NLO.QT.32                                                            24292.72126 +-         5.79263

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.38           1              0.5                 NLO.QCD.QT                                                           23633.95454 +-         5.23939
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.38           1              0.5                 ..a00                                                                         0. +-              0.
0.38           1              0.5                 NLO.QT.32                                                            23633.95454 +-         5.23939

0.38           1              1                   NLO.QCD.QT                                                           24071.97779 +-         5.52226
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.38           1              1                   ..a00                                                                         0. +-              0.
0.38           1              1                   NLO.QT.32                                                            24071.97779 +-         5.52226

0.38           1              2                   NLO.QCD.QT                                                           24296.01383 +-         5.76875
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.38           1              2                   ..a00                                                                         0. +-              0.
0.38           1              2                   NLO.QT.32                                                            24296.01383 +-         5.76875

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.39           1              0.5                 NLO.QCD.QT                                                           23636.26962 +-         5.22002
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.39           1              0.5                 ..a00                                                                         0. +-              0.
0.39           1              0.5                 NLO.QT.32                                                            23636.26962 +-         5.22002

0.39           1              1                   NLO.QCD.QT                                                           24074.68324 +-         5.50088
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.39           1              1                   ..a00                                                                         0. +-              0.
0.39           1              1                   NLO.QT.32                                                            24074.68324 +-         5.50088

0.39           1              2                   NLO.QCD.QT                                                           24299.06605 +-         5.74558
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.39           1              2                   ..a00                                                                         0. +-              0.
0.39           1              2                   NLO.QT.32                                                            24299.06605 +-         5.74558

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.4            1              0.5                 NLO.QCD.QT                                                           23638.57928 +-         5.20118
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.4            1              0.5                 ..a00                                                                         0. +-              0.
0.4            1              0.5                 NLO.QT.32                                                            23638.57928 +-         5.20118

0.4            1              1                   NLO.QCD.QT                                                           24077.40628 +-         5.48008
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.4            1              1                   ..a00                                                                         0. +-              0.
0.4            1              1                   NLO.QT.32                                                            24077.40628 +-         5.48008

0.4            1              2                   NLO.QCD.QT                                                           24302.15879 +-         5.72303
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.4            1              2                   ..a00                                                                         0. +-              0.
0.4            1              2                   NLO.QT.32                                                            24302.15879 +-         5.72303

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.41           1              0.5                 NLO.QCD.QT                                                           23641.28200 +-         5.18284
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.41           1              0.5                 ..a00                                                                         0. +-              0.
0.41           1              0.5                 NLO.QT.32                                                            23641.28200 +-         5.18284

0.41           1              1                   NLO.QCD.QT                                                           24080.52816 +-         5.45984
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.41           1              1                   ..a00                                                                         0. +-              0.
0.41           1              1                   NLO.QT.32                                                            24080.52816 +-         5.45984

0.41           1              2                   NLO.QCD.QT                                                           24305.65442 +-         5.70109
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.41           1              2                   ..a00                                                                         0. +-              0.
0.41           1              2                   NLO.QT.32                                                            24305.65442 +-         5.70109

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.42           1              0.5                 NLO.QCD.QT                                                           23643.65310 +-         5.16502
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.42           1              0.5                 ..a00                                                                         0. +-              0.
0.42           1              0.5                 NLO.QT.32                                                            23643.65310 +-         5.16502

0.42           1              1                   NLO.QCD.QT                                                           24083.30141 +-         5.44016
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.42           1              1                   ..a00                                                                         0. +-              0.
0.42           1              1                   NLO.QT.32                                                            24083.30141 +-         5.44016

0.42           1              2                   NLO.QCD.QT                                                           24308.78665 +-         5.67975
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.42           1              2                   ..a00                                                                         0. +-              0.
0.42           1              2                   NLO.QT.32                                                            24308.78665 +-         5.67975

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.43           1              0.5                 NLO.QCD.QT                                                           23646.30780 +-         5.14768
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.43           1              0.5                 ..a00                                                                         0. +-              0.
0.43           1              0.5                 NLO.QT.32                                                            23646.30780 +-         5.14768

0.43           1              1                   NLO.QCD.QT                                                           24086.40257 +-         5.42101
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.43           1              1                   ..a00                                                                         0. +-              0.
0.43           1              1                   NLO.QT.32                                                            24086.40257 +-         5.42101

0.43           1              2                   NLO.QCD.QT                                                           24312.28841 +-         5.65899
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.43           1              2                   ..a00                                                                         0. +-              0.
0.43           1              2                   NLO.QT.32                                                            24312.28841 +-         5.65899

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.44           1              0.5                 NLO.QCD.QT                                                           23647.88793 +-         5.13069
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.44           1              0.5                 ..a00                                                                         0. +-              0.
0.44           1              0.5                 NLO.QT.32                                                            23647.88793 +-         5.13069

0.44           1              1                   NLO.QCD.QT                                                           24088.32257 +-         5.40227
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.44           1              1                   ..a00                                                                         0. +-              0.
0.44           1              1                   NLO.QT.32                                                            24088.32257 +-         5.40227

0.44           1              2                   NLO.QCD.QT                                                           24314.51380 +-         5.63867
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.44           1              2                   ..a00                                                                         0. +-              0.
0.44           1              2                   NLO.QT.32                                                            24314.51380 +-         5.63867

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.45           1              0.5                 NLO.QCD.QT                                                           23650.59510 +-         5.11422
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.45           1              0.5                 ..a00                                                                         0. +-              0.
0.45           1              0.5                 NLO.QT.32                                                            23650.59510 +-         5.11422

0.45           1              1                   NLO.QCD.QT                                                           24091.47942 +-         5.38408
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.45           1              1                   ..a00                                                                         0. +-              0.
0.45           1              1                   NLO.QT.32                                                            24091.47942 +-         5.38408

0.45           1              2                   NLO.QCD.QT                                                           24318.07252 +-         5.61895
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.45           1              2                   ..a00                                                                         0. +-              0.
0.45           1              2                   NLO.QT.32                                                            24318.07252 +-         5.61895

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.46           1              0.5                 NLO.QCD.QT                                                           23652.41206 +-         5.09811
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.46           1              0.5                 ..a00                                                                         0. +-              0.
0.46           1              0.5                 NLO.QT.32                                                            23652.41206 +-         5.09811

0.46           1              1                   NLO.QCD.QT                                                           24093.66427 +-         5.36629
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.46           1              1                   ..a00                                                                         0. +-              0.
0.46           1              1                   NLO.QT.32                                                            24093.66427 +-         5.36629

0.46           1              2                   NLO.QCD.QT                                                           24320.58824 +-         5.59967
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.46           1              2                   ..a00                                                                         0. +-              0.
0.46           1              2                   NLO.QT.32                                                            24320.58824 +-         5.59967

=====================================================================================================================================================

qTcut          mu_R/mWbb      mu_F/mWbb      CHS  order/list                                                                  dXS +- err (order/list)

0.47           1              0.5                 NLO.QCD.QT                                                           23653.85657 +-         5.08238
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           1              0.5                 ..a00                                                                         0. +-              0.
0.47           1              0.5                 NLO.QT.32                                                            23653.85657 +-         5.08238

0.47           1              1                   NLO.QCD.QT                                                           24095.46952 +-         5.34893
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           1              1                   ..a00                                                                         0. +-              0.
0.47           1              1                   NLO.QT.32                                                            24095.46952 +-         5.34893

0.47           1              2                   NLO.QCD.QT                                                           24322.71895 +-         5.58085
-----------------------------------------------------------------------------------------------------------------------------------------------------
0.47           1              2                   ..a00                                                                         0. +-              0.
0.47           1              2                   NLO.QT.32                                                            24322.71895 +-         5.58085

=====================================================================================================================================================
