qTcut          mu_R/mWbb      mu_F/mWbb      XS +- err (dNLO.QCD)              

independent    1              0.5            23490.251       +- 1.9833471      
independent    1              1              23911.570       +- 2.0984912      
independent    1              2              24120.720       +- 2.2121292      
