qTcut          mu_R/mWbb      mu_F/mWbb      dXS +- err (NLO.QT.32.RT.QCD)     

0.01           0.5            0.5            164321.78       +- 8.4890831      
0.01           1              1              127863.07       +- 6.5871397      
0.01           2              2              101327.84       +- 5.2115548      

0.02           0.5            0.5            142010.14       +- 7.753838       
0.02           1              1              110390.57       +- 6.0105393      
0.02           2              2              87398.648       +- 4.7505346      

0.03           0.5            0.5            129746.76       +- 7.4319248      
0.03           1              1              100789.88       +- 5.7564003      
0.03           2              2              79747.124       +- 4.546226       

0.04           0.5            0.5            121399          +- 7.2249254      
0.04           1              1              94255.974       +- 5.592594       
0.04           2              2              74540.775       +- 4.4142929      

0.05           0.5            0.5            115127.28       +- 7.0714998      
0.05           1              1              89347.752       +- 5.4710663      
0.05           2              2              70630.374       +- 4.3163377      

0.06           0.5            0.5            110137.26       +- 6.9495379      
0.06           1              1              85443.167       +- 5.3743938      
0.06           2              2              67520.006       +- 4.2383731      

0.07           0.5            0.5            106009.69       +- 6.8475258      
0.07           1              1              82213.879       +- 5.2935389      
0.07           2              2              64947.924       +- 4.1731684      

0.08           0.5            0.5            102500.71       +- 6.7600182      
0.08           1              1              79468.821       +- 5.2241231      
0.08           2              2              62761.72        +- 4.1171533      

0.09           0.5            0.5            99459.977       +- 6.6831252      
0.09           1              1              77090.354       +- 5.1631196      
0.09           2              2              60867.689       +- 4.0679243      

0.1            0.5            0.5            96781.887       +- 6.6143808      
0.1            1              1              74995.708       +- 5.1085757      
0.1            2              2              59199.796       +- 4.0239048      

0.11           0.5            0.5            94395.367       +- 6.5525427      
0.11           1              1              73129.245       +- 5.059476       
0.11           2              2              57713.702       +- 3.9842574      

0.12           0.5            0.5            92245.069       +- 6.496082       
0.12           1              1              71447.645       +- 5.0146387      
0.12           2              2              56374.886       +- 3.9480471      

0.13           0.5            0.5            90289.567       +- 6.4438474      
0.13           1              1              69918.56        +- 4.9731752      
0.13           2              2              55157.628       +- 3.9145735      

0.14           0.5            0.5            88498.923       +- 6.3953161      
0.14           1              1              68518.502       +- 4.9346569      
0.14           2              2              54043.174       +- 3.8834814      

0.15           0.5            0.5            86849.719       +- 6.3503394      
0.15           1              1              67229.055       +- 4.8989249      
0.15           2              2              53016.787       +- 3.8546161      

0.16           0.5            0.5            85323.767       +- 6.3081206      
0.16           1              1              66036.082       +- 4.8653966      
0.16           2              2              52067.274       +- 3.8275394      

0.17           0.5            0.5            83903.482       +- 6.2684439      
0.17           1              1              64925.765       +- 4.8338753      
0.17           2              2              51183.587       +- 3.8020763      

0.18           0.5            0.5            82578.3         +- 6.230929       
0.18           1              1              63889.841       +- 4.8040836      
0.18           2              2              50359.143       +- 3.7780171      

0.19           0.5            0.5            81333.949       +- 6.1954202      
0.19           1              1              62917.225       +- 4.7758751      
0.19           2              2              49585.169       +- 3.7552313      

0.2            0.5            0.5            80164.053       +- 6.161634       
0.2            1              1              62002.893       +- 4.7490451      
0.2            2              2              48857.639       +- 3.7335652      

0.21           0.5            0.5            79059.644       +- 6.1294714      
0.21           1              1              61139.74        +- 4.7234899      
0.21           2              2              48170.836       +- 3.7129191      

0.22           0.5            0.5            78013.477       +- 6.0986172      
0.22           1              1              60322.136       +- 4.6989712      
0.22           2              2              47520.301       +- 3.6931092      

0.23           0.5            0.5            77022.171       +- 6.0690609      
0.23           1              1              59547.482       +- 4.6754989      
0.23           2              2              46903.992       +- 3.6741544      

0.24           0.5            0.5            76079.124       +- 6.0407353      
0.24           1              1              58810.581       +- 4.6529942      
0.24           2              2              46317.751       +- 3.6559743      

0.25           0.5            0.5            75179.963       +- 6.0132696      
0.25           1              1              58107.994       +- 4.6311879      
0.25           2              2              45758.825       +- 3.6383692      

0.26           0.5            0.5            74322.799       +- 5.9870606      
0.26           1              1              57438.262       +- 4.6103743      
0.26           2              2              45226.064       +- 3.6215597      

0.27           0.5            0.5            73503.475       +- 5.9618411      
0.27           1              1              56798.124       +- 4.5903405      
0.27           2              2              44716.868       +- 3.6053776      

0.28           0.5            0.5            72718.531       +- 5.937388       
0.28           1              1              56184.894       +- 4.570919       
0.28           2              2              44229.109       +- 3.5896926      

0.29           0.5            0.5            71965.671       +- 5.913833       
0.29           1              1              55596.748       +- 4.5522135      
0.29           2              2              43761.318       +- 3.5745873      

0.3            0.5            0.5            71242.964       +- 5.8910142      
0.3            1              1              55032.209       +- 4.5340912      
0.3            2              2              43312.338       +- 3.5599529      

0.31           0.5            0.5            70546.807       +- 5.8688145      
0.31           1              1              54488.398       +- 4.5164584      
0.31           2              2              42879.84        +- 3.5457112      

0.32           0.5            0.5            69878.069       +- 5.8472924      
0.32           1              1              53966.037       +- 4.499369       
0.32           2              2              42464.424       +- 3.5319125      

0.33           0.5            0.5            69232.776       +- 5.8263947      
0.33           1              1              53462.044       +- 4.4827641      
0.33           2              2              42063.657       +- 3.5184984      

0.34           0.5            0.5            68609.576       +- 5.8060689      
0.34           1              1              52975.31        +- 4.4666198      
0.34           2              2              41676.613       +- 3.5054598      

0.35           0.5            0.5            68007.404       +- 5.7862561      
0.35           1              1              52505.007       +- 4.4508897      
0.35           2              2              41302.645       +- 3.4927603      

0.36           0.5            0.5            67425.359       +- 5.767045       
0.36           1              1              52050.452       +- 4.4356314      
0.36           2              2              40941.219       +- 3.4804376      

0.37           0.5            0.5            66862.628       +- 5.7482349      
0.37           1              1              51611.022       +- 4.4207059      
0.37           2              2              40591.849       +- 3.4683912      

0.38           0.5            0.5            66316.467       +- 5.7299357      
0.38           1              1              51184.548       +- 4.4061742      
0.38           2              2              40252.792       +- 3.456657       

0.39           0.5            0.5            65786.784       +- 5.7121227      
0.39           1              1              50770.928       +- 4.3920272      
0.39           2              2              39923.947       +- 3.4452323      

0.4            0.5            0.5            65272.88        +- 5.6946824      
0.4            1              1              50369.673       +- 4.3781751      
0.4            2              2              39604.962       +- 3.4340456      

0.41           0.5            0.5            64774.458       +- 5.6776318      
0.41           1              1              49980.509       +- 4.364632       
0.41           2              2              39295.594       +- 3.4231081      

0.42           0.5            0.5            64289.764       +- 5.6609911      
0.42           1              1              49602.085       +- 4.3514119      
0.42           2              2              38994.779       +- 3.4124292      

0.43           0.5            0.5            63818.94        +- 5.6447414      
0.43           1              1              49234.518       +- 4.3385057      
0.43           2              2              38702.615       +- 3.4020066      

0.44           0.5            0.5            63359.425       +- 5.6287039      
0.44           1              1              48875.779       +- 4.3257698      
0.44           2              2              38417.467       +- 3.3917224      

0.45           0.5            0.5            62913.668       +- 5.61314        
0.45           1              1              48527.802       +- 4.3134124      
0.45           2              2              38140.89        +- 3.3817448      

0.46           0.5            0.5            62478.279       +- 5.5978224      
0.46           1              1              48187.93        +- 4.3012553      
0.46           2              2              37870.764       +- 3.3719322      

0.47           0.5            0.5            62053.472       +- 5.5828091      
0.47           1              1              47856.336       +- 4.2893352      
0.47           2              2              37607.229       +- 3.3623082      

0.48           0.5            0.5            61640.364       +- 5.5681433      
0.48           1              1              47533.871       +- 4.2776857      
0.48           2              2              37350.951       +- 3.3528998      

0.49           0.5            0.5            61236.829       +- 5.5538372      
0.49           1              1              47218.894       +- 4.266316       
0.49           2              2              37100.632       +- 3.3437125      

0.5            0.5            0.5            60842.845       +- 5.5396785      
0.5            1              1              46911.383       +- 4.2550719      
0.5            2              2              36856.256       +- 3.3346326      

0.51           0.5            0.5            60459.108       +- 5.5257386      
0.51           1              1              46611.917       +- 4.2440183      
0.51           2              2              36618.306       +- 3.325717       

0.52           0.5            0.5            60083.805       +- 5.5120793      
0.52           1              1              46319.029       +- 4.2331762      
0.52           2              2              36385.581       +- 3.3169657      

0.53           0.5            0.5            59716.694       +- 5.498676       
0.53           1              1              46032.531       +- 4.2225401      
0.53           2              2              36157.933       +- 3.3083815      

0.54           0.5            0.5            59357.367       +- 5.485531       
0.54           1              1              45752.126       +- 4.2120977      
