#  pt_bb-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.4391603    0.038400829      1.8537764    0.027311735      3.2979424    0.057309325
              5      5.7915329    0.041818485      4.4058426    0.031110616      7.8175998    0.061175654
             10      7.1844601    0.047303816      5.4587183    0.035146386       9.713655    0.069490669
             15      7.1406449    0.047341228      5.4295069    0.035127585      9.6455562    0.069494644
             20      6.7924852    0.046965342      5.1670143    0.034728243      9.1688647    0.068771124
             25      6.1608467    0.045241752      4.6855904    0.033326332      8.3153684    0.065976486
             30      5.6318864    0.040110397      4.2817549    0.029996925      7.6069324    0.057655478
             35      5.0926352    0.040457502      3.8698136    0.029990293      6.8801438    0.058552587
             40      4.6693962    0.043161669      3.5557343    0.032081932      6.2896557    0.063713446
             45      4.1747546    0.034262051      3.1815083    0.025796281      5.6191732    0.049439875
             50      3.8638556    0.034187625      2.9308936    0.025425532      5.2282255    0.048980493
             55      3.5117669    0.032379321       2.669127    0.024164454      4.7411397     0.04630248
             60      3.2367004     0.02996061      2.4603384    0.022481432      4.3682374    0.042669147
             65      3.0226663    0.029427586      2.3053633    0.022031383       4.062732    0.042120358
             70      2.8301335    0.029670513      2.1600353    0.022092284      3.8003581    0.042773125
             75      2.6412857    0.035899814      2.0116925    0.025809594      3.5559388     0.05304089
             80      2.4457028    0.027592646      1.8631543    0.020621013       3.290036    0.040106766
             85      2.3000346    0.025796954       1.751446     0.01932849      3.0963341    0.036701572
             90      2.1829829     0.02631085      1.6645252    0.019573657      2.9333182     0.03769544
             95      2.0131464    0.024516519      1.5446186    0.018529147      2.6829082    0.035022752
            100      1.9191445    0.024547444      1.4617143    0.018224696      2.5815042    0.035029965
            105       1.802694    0.022589099      1.3825487    0.017036578      2.4029818    0.031861908
            110      1.6960183    0.021737679      1.2960296    0.016381289      2.2717992    0.030643458
            115      1.6620744    0.021317905       1.278244    0.016193455      2.2074952    0.029983285
            120      1.5900824    0.022023541      1.2216185    0.016551498      2.1146536    0.031761541
            125      1.5457795      0.0214268      1.1834379    0.016052251      2.0649566    0.030255308
            130      1.4906162    0.021104502      1.1451692    0.015891078      1.9824828    0.029852116
            135      1.3847188    0.019931321      1.0651555    0.015056337      1.8381319    0.028107425
            140      1.3301099    0.020042379      1.0272444    0.015081891      1.7559721    0.028574722
            145       1.287871    0.018840964     0.99440027    0.014448866      1.7006696    0.026619966
            150      1.2673493    0.018973769     0.98037467    0.014430314      1.6693245    0.026942724
            155        1.21254     0.02048732     0.94691705    0.016329158      1.5768536    0.032633987
            160      1.1451969    0.017861409     0.88429124    0.013551253      1.5128709    0.025065827
            165      1.1215533    0.018352775     0.87079571     0.01397826      1.4702665    0.026250321
            170      1.1099763    0.024214916     0.86064727      0.0169848      1.4581741    0.037592774
            175      1.0580504    0.017337952      0.8238542    0.013353643      1.3810574    0.024453174
            180      1.0475121    0.017709399     0.81536707    0.013433567      1.3675879    0.024819096
            185      1.0104068    0.017438358     0.79401088    0.013470616      1.3032337    0.024921727
            190      0.9544456    0.016581865     0.74237378    0.012605252      1.2477368     0.02316637
            195     0.92721335    0.016311509     0.72317087    0.012572656       1.207568    0.023490825
            200     0.93345256    0.017066085     0.72785748    0.012911783      1.2161961    0.023923299
            205     0.90766549    0.016271073     0.70661824    0.012372712      1.1845508    0.022742943
            210     0.86285649    0.015753206     0.67122244    0.011983198      1.1271177    0.022004699
            215     0.86300247    0.015675843     0.67664389    0.012097368      1.1158176     0.02234937
            220     0.78436911    0.014984854     0.62022327    0.011609441      1.0022271    0.020966429
            225     0.76402589    0.015058132     0.59967413    0.011485861     0.98608988    0.021141497
            230     0.77183382    0.017993986     0.60142454    0.013147022      1.0065159     0.02630594
            235      0.7425124    0.014762869     0.58334945    0.011394579     0.95703546    0.020886586
            240     0.69634381    0.014112119     0.55354891    0.012044906     0.88354473    0.022344291
            245     0.70915384     0.01458319     0.55669478    0.011111099     0.91481623    0.020442495
            250     0.64297078    0.013647582     0.50420187    0.010436771     0.83056255    0.019224593
            255     0.61541725    0.013608064      0.4878427    0.010509703     0.78337093    0.019132543
            260     0.61490344    0.013791345     0.48522086    0.010549806     0.78733225    0.019384593
            265     0.58992461    0.013116362     0.47100749    0.010701013     0.74310448    0.020178882
            270     0.54791476    0.012867213     0.43338005   0.0098196219     0.69936231    0.017984704
            275     0.53453478    0.014082194     0.42273778    0.010518279     0.68255586    0.020420421
            280     0.51303443    0.012635222     0.40113132   0.0095576461     0.66521612    0.018213529
            285     0.47310168    0.012062686     0.37675248   0.0093242642     0.59811069    0.017212156
            290     0.45709202      0.0122274     0.36488043   0.0092993443     0.57580531     0.01736594
            295     0.46561306    0.011723895     0.36519461   0.0089319865     0.60103844    0.016331975
            300     0.43080326    0.011713077     0.33769649   0.0088302308     0.55641435    0.016556827
            305     0.40486028    0.010995462     0.32359501   0.0085281323     0.50939678       0.015721
            310     0.36639331    0.010894794     0.29279872   0.0083360962     0.46035908    0.015508821
            315     0.37973715     0.01181008     0.30220351   0.0088969309     0.48017729    0.016981909
            320     0.34917159    0.010207579     0.27911927   0.0078990349     0.43858512    0.014766489
            325     0.32855739    0.010189129     0.25745476   0.0076776296     0.42438943    0.014337832
            330     0.31304277    0.010180299     0.25075186   0.0080521007     0.39205835    0.015760592
            335      0.2935406   0.0096780673     0.23257405    0.007290557     0.37342106    0.013609066
            340      0.3028011    0.010052622     0.24130828   0.0076215411     0.38198934    0.014186935
            345     0.26790072   0.0092140907     0.21139812   0.0069508137      0.3425755    0.013133924
            350     0.27065306   0.0091605973     0.21307907    0.006912402     0.34745249    0.013029704
            355     0.25964409   0.0095721082     0.20687032   0.0071940404     0.32748343    0.013560291
            360     0.23769018   0.0092595175     0.18864041   0.0070098095     0.30150829     0.01317515
            365     0.21843895   0.0080816002     0.17347973   0.0062539285     0.27700458    0.011213146
            370     0.21990718   0.0088184442     0.17414881   0.0065863626     0.27977755     0.01259489
            375     0.20249354   0.0081539705     0.16306884   0.0062856713     0.25155494    0.011617476
            380     0.20369364   0.0079279888     0.16348965   0.0062206599     0.25376775    0.011367052
            385     0.19118126   0.0075236554     0.15012873   0.0057374338     0.24606184    0.010594407
            390     0.16792458   0.0070872479     0.13338864   0.0054166907     0.21258402   0.0099251245
            395      0.1710584   0.0072292962     0.13786309   0.0057053424     0.21227546    0.010467741
            400     0.17407519   0.0073782295     0.13671634    0.005605189     0.22382991    0.010475901
            405     0.15526812   0.0070795381     0.12574937    0.006194382     0.19079512    0.013050692
            410     0.14799508   0.0068648379     0.11546924   0.0051045311       0.192028   0.0097935063
            415     0.14750598   0.0070959981     0.11534285   0.0053100119      0.1908726    0.010172018
            420     0.13696683   0.0063337753     0.10801179   0.0047878858     0.17515176   0.0090899295
            425     0.12537457   0.0064106589    0.098210614   0.0047620376     0.16174941   0.0091415281
            430     0.11501097   0.0062411732    0.092687939   0.0047816584      0.1425048   0.0090769683
            435      0.1273208    0.012744801     0.09830807   0.0086762108     0.16757199    0.019661496
            440    0.099874713   0.0055984072    0.079306795   0.0042599394     0.12650262   0.0078402986
            445     0.10905953   0.0067445885    0.085435468   0.0049213902     0.14063718   0.0099793414
            450      0.1016809   0.0062389602    0.081805122   0.0046654523     0.12629297   0.0089741063
            455     0.10362222    0.012696786    0.084022777   0.0088036628      0.1270085    0.019566117
            460    0.095958401   0.0055053322    0.074867599   0.0041421813     0.12437532   0.0077239419
            465    0.090239717   0.0054072076    0.071977272   0.0040635069     0.11354178   0.0076307131
            470    0.085900957   0.0050816186    0.068011453   0.0039576939     0.10927742   0.0071928356
            475    0.080748944   0.0049474439    0.063718328   0.0037661891     0.10309614   0.0068250867
            480    0.074844925   0.0046885362      0.0596575   0.0035618962    0.094315846   0.0068860649
            485    0.078266019   0.0080777741    0.061818759   0.0056703608    0.099691915     0.01229364
            490    0.067803545   0.0044664333    0.054327469   0.0034572223    0.084586969   0.0064004499
            495    0.067100117   0.0046168254     0.05344082   0.0034661412    0.084404752   0.0065982417
            500    0.064991659   0.0046577948     0.05056021   0.0034506985    0.084554922   0.0066843761
            505    0.058046406   0.0043294375    0.045087714   0.0032249242    0.075833285   0.0061211104
            510    0.060279131   0.0047647805    0.047004598   0.0034983803    0.078221368   0.0068338236
            515    0.050525159   0.0041816838    0.041218255   0.0031500454     0.06125572   0.0061594589
            520    0.052475302   0.0040811073     0.04237086   0.0031312564    0.064697812   0.0057201641
