#    pt_em-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      14.004822     0.14542215      11.312845     0.11680091      17.923067     0.21691352
              1      42.091098     0.25075905      33.909635      0.1978897      54.145115      0.3605244
              2      70.554637     0.32303527      56.809825     0.25242683      90.886398     0.45614066
              3      98.761807     0.38406085      79.737657     0.30157019      126.61477     0.54545403
              4      127.15848     0.43380621      102.61393      0.3402706      163.23645     0.61529711
              5      156.09268     0.48050323      125.85658     0.37658524      200.44356     0.67855771
              6      186.40794     0.52383171      150.47362     0.41143713      239.01702     0.74073781
              7      215.73201     0.56443115      174.29017     0.44357882      276.42231      0.8001555
              8      246.47789     0.60693253      199.09301     0.47777567      315.84751     0.86016677
              9      277.70312     0.63836051      224.17018     0.50156809      356.22872     0.90090502
             10      309.77099     0.67339608      250.22316     0.53126459      396.92359     0.95715139
             11      339.91277     0.70672581       274.5431     0.55517377      435.33276     0.99542513
             12      373.60721     0.73987827      301.69708     0.58131977        478.646      1.0424358
             13      405.72504     0.77037858      327.70139      0.6064388      519.54325      1.0875892
             14      441.24965     0.80110246      356.34577       0.638155      565.26779      1.1477771
             15      475.17363     0.83216288      383.53616     0.65353664      609.31525      1.1709685
             16      504.83368     0.85938469      408.07275     0.67887884      645.72441       1.221732
             17      538.05281     0.88968136      434.57232     0.69910173      689.07436      1.2544559
             18      569.58353     0.91130956      460.12678     0.71882111      729.31199      1.2946392
             19      599.79482     0.93529908      484.15392     0.73687172      768.93695      1.3244182
             20      630.98342     0.96307315      509.82793     0.76546148      807.91513      1.3782894
             21      660.38444     0.98273416      533.55897     0.77201589      845.68057      1.3858977
             22      690.06577      1.0038664      557.35388     0.78871123      884.15156      1.4187157
             23       719.4583      1.0294674      581.40113     0.81319118      921.67441      1.4731294
             24      741.07013      1.0418082      598.64373     0.82020274      950.25322      1.4790957
             25      762.86243      1.0594526      616.68526     0.83719707        977.182      1.5192477
             26      787.75872      1.0751882      636.57608      0.8454496      1010.2789      1.5293905
             27      806.97673      1.0893745      651.98155     0.85501195      1035.5154      1.5500341
             28      822.12778      1.1031191      664.67311     0.87589679      1054.4638      1.5963044
             29      838.98575      1.1147518       678.1763     0.87448839      1077.1221      1.5926008
             30      846.65036      1.1197093      684.20985     0.87671789      1087.9886       1.597349
             31       856.2585      1.1286348      691.92991     0.88448472      1100.6245      1.6172212
             32      860.38948      1.1333736      695.57027     0.89059908      1106.2997      1.6368292
             33       857.6285      1.1362175      693.72877     0.89152236      1102.5463      1.6412218
             34      856.04902      1.1393813      692.26902     0.90173644      1101.8525       1.671389
             35      842.54132       1.126247      681.34188     0.88104724      1085.1728      1.6273214
             36      825.08099      1.1154512      667.15649     0.87047857      1063.2317      1.6084078
