# total-CMS-1bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
              0      2702.4618      1.8895934      2212.3913      1.5305076      3372.4399      2.5751438
              1      2702.4618      1.8895934      2212.3913      1.5305076      3372.4399      2.5751438
