# pt_bjet1-CMS-        central        num_err    min (scale)        num_err    max (scale)        num_err
# 1bjet
             30      61.430051    0.064596242       49.93902    0.051944683      77.479073    0.088757019
             50      26.009676    0.037747184      21.280021    0.030462383      32.461951     0.05065279
             75      11.308139    0.021108914      9.3136043    0.017313054      13.975876    0.028408453
            110       4.745563    0.012256649      3.9126251    0.010084902      5.8418036    0.016762555
            155       1.852519   0.0064162536      1.5170477     0.00514841      2.2913923    0.008663477
            220     0.50930335   0.0023594715     0.41467234   0.0018887453     0.63202102   0.0033141534
            360    0.079789299  0.00078527781    0.064214772  0.00060451529     0.10002256   0.0011285058
            600    0.079789299  0.00078527781    0.064214772  0.00060451529     0.10002256   0.0011285058
