# dR_bb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            0.4      197.13843     0.57602244      158.24703     0.46898646      251.59659     0.78070355
            1.2      81.829368     0.37439978       66.02305     0.29924536      104.35899     0.49461179
              2      71.314753     0.49789684      58.656819     0.40427745      89.085827     0.65407334
            2.4      86.773773     0.45948032      72.695498     0.37738221      106.29237     0.60283255
              3      67.242988     0.50521557      56.940959     0.41518042      81.471245     0.65564928
            3.4      9.6035305     0.16565783      8.1985005      0.1358203      11.527028     0.21784142
              4      1.5164743    0.065942126      1.2933396    0.055883443      1.8187519    0.083606594
            4.5     0.19963161    0.026052135     0.16928521    0.021362458     0.24035555    0.033317027
              5     0.19963161    0.026052135     0.16928521    0.021362458     0.24035555    0.033317027
