#  n_b_jets-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      7033.2487      2.9580177      5670.3828      2.3182471      9032.5139      4.2851131
            0.5      2364.8716      1.7758886      1936.9511       1.437918       2947.602      2.4252001
            1.5      337.59023      0.6837769      275.44021     0.55567217      424.83797     0.91071428
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
