#         eta_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      551.56849      3.0807997      444.60917       2.367889      718.73197      4.5391032
           -4.9      622.82408      3.1978041      503.33141      2.5948097      807.08194      4.9709207
           -4.8      698.98228      3.3817025      564.05938      2.6063803      909.66287      4.9383819
           -4.7      774.61839       3.555055       625.2083      2.7517292      1005.4256      5.2179936
           -4.6      867.43806      3.7696113      700.53702      2.9105022      1125.5031      5.4845642
           -4.5      965.29104      3.9570105      779.34419      3.0574629      1251.7298      5.7583945
           -4.4      1065.9153      4.1484268      861.76175      3.2222511      1379.4068      6.0645817
           -4.3      1179.0894      4.5535551      952.25771       3.505233      1525.5053      6.5850129
           -4.2      1293.0557      4.5553987       1044.587      3.5264433      1671.8436      6.5946497
           -4.1       1416.142       4.751212      1143.5876      3.6821439      1830.4196      6.8675685
             -4      1536.3634      4.9248463      1240.5646       3.827102      1984.1575      7.1196763
           -3.9      1660.5787       5.120669      1343.1537      3.9834355      2138.9098      7.3734954
           -3.8      1806.9638      5.3151934      1460.4799      4.1429192      2328.5191      7.6813742
           -3.7       1948.648      5.5130101      1575.5712      4.3012145      2508.2628      7.9380281
           -3.6      2093.0969      5.6835657      1690.4382      4.4249254      2696.6789       8.129525
           -3.5      2230.3394      5.8575736      1802.9522      4.5735725       2869.626      8.3859578
           -3.4      2365.5106      6.0290625      1913.4082      4.6987911      3039.7126      8.5995072
           -3.3      2519.8884      6.2032622      2037.9475      4.8389999      3235.9742      8.8231324
           -3.2      2672.8252        6.36792      2161.1239      4.9765284      3432.2161      9.0455257
           -3.1      2815.9604      6.5379386       2278.831      5.2503694      3610.7154       9.588173
             -3      2978.8141       6.690662      2407.7261      5.2522698      3822.4229      9.5263962
           -2.9      3114.5646      6.8401906      2520.3929      5.3650412      3987.9202      9.7046177
           -2.8      3274.1994      7.0942487      2647.0774       5.559863      4197.7621      10.047906
           -2.7      3418.5092      7.1248286      2765.5304      5.5946904      4375.2667      10.074519
           -2.6      3562.8152      7.2626207      2881.9409      5.7052508      4559.2404       10.23522
           -2.5      3693.5644      7.3761687      2985.9139      5.7996551      4729.7227       10.38889
           -2.4       3851.255       7.503899       3111.831      5.9033851      4932.5651      10.559829
           -2.3      3972.3706      7.6132971      3211.0248      5.9938334      5081.9325      10.708155
           -2.2      4083.5379      7.7201421      3301.6874      6.0825563      5220.8352      10.840591
           -2.1       4200.839      7.8097033      3396.6469       6.155219      5366.7562      10.952274
             -2      4303.1665      7.9350733      3482.1953      6.2557499      5492.0946      11.117268
           -1.9      4433.4321      8.0005642      3584.7652      6.3135743       5664.942      11.223636
           -1.8      4521.2881      8.0628173       3655.621      6.3690881      5773.8042      11.291431
           -1.7      4598.9798      8.1486481      3719.5823      6.4368598      5866.7572      11.375463
           -1.6      4689.7601       8.218734      3790.8819      6.4908542      5986.0379      11.471667
           -1.5      4762.9201      8.2534036      3851.6184      6.5371057      6074.7555      11.550621
           -1.4      4808.2966      8.2892461      3886.7997      6.5896579      6134.6443       11.62252
           -1.3       4862.785      8.3495119      3934.0144      6.6942907      6199.1097      11.881471
           -1.2      4910.0689      8.3495021      3974.3134      6.6555543      6252.6905      11.753781
           -1.1      4937.5064      8.3777483      3993.8625      6.6545921      6289.1089      11.668185
             -1      4979.9425       8.411134      4027.2184      6.6713745      6348.3506      11.691498
           -0.9      4967.0571      8.3717211      4016.8912       6.625929      6330.1113      11.579105
           -0.8         4993.8      8.4003963      4039.1351      6.6550877      6362.7407      11.615817
           -0.7      4991.8626      8.3942785      4039.3527      6.6669743      6354.9067       11.67993
           -0.6      4988.0847       8.392558      4036.3513      6.6795162      6349.8673      11.691118
           -0.5      4986.3843      8.3837834      4036.4201      6.6626679       6344.917      11.613927
           -0.4      5003.1118      8.4004745      4050.4223      6.6825241      6364.1397      11.680204
           -0.3      4986.0715      8.3841663      4036.5425      6.6982555      6340.8251      11.693577
           -0.2      4978.7299      8.3868788      4028.1134       6.656977      6338.7724      11.593561
           -0.1      4964.3957      8.3571923       4017.917      6.6203485      6317.2715      11.524794
              0      4959.3077       8.348585      4013.7712      6.6241576      6309.0719      11.539725
