#       pt_lep2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      128.91592     0.19462799      104.04354     0.15283163      165.56367     0.27719604
              5      374.90649     0.32603216      302.84129     0.25626814      480.06855      0.4608373
             10       610.0742     0.40897064      493.00886     0.32266969      779.66325     0.57894118
             15      834.60925     0.47142758      674.53607     0.37175351      1066.0392     0.66817669
             20      1026.4639     0.51798574      829.61567     0.40812995      1311.7788     0.73701838
             25      1148.1189      0.5473907      928.17223     0.43020325      1469.5316     0.78549829
             30      1136.9245     0.54982381      919.38222     0.43074786      1459.5214     0.79789973
             35      841.45195      0.4841811      681.03215     0.37859704      1081.7418     0.70471905
             40      271.75142     0.27591875      220.03812     0.21888863      345.05534     0.38266009
             45      111.38192     0.17615414      90.207997     0.14066505       140.6082     0.23823256
             50      63.272529     0.13235885      51.379045     0.10642267       79.49042     0.17877361
             55      40.088805     0.10529936      32.531807    0.085940881      50.343778     0.14345918
             60      26.906876    0.089323745      21.768904    0.070779085      33.871471     0.12125892
             65      18.890737    0.073078561      15.243953    0.057889392      23.827278    0.098835042
             70      13.554867    0.061244809      10.934878    0.048877471      17.085381    0.083468805
             75      10.039463    0.052915422      8.0736277     0.04194184      12.700214    0.071884899
             80      7.5367555    0.046041217      6.0478225     0.03692644       9.552266    0.063846046
             85       5.864059     0.04124906      4.7073047    0.032534243      7.4242341    0.056445063
             90      4.5367768    0.036094139      3.6351076    0.028449897      5.7524009    0.049722109
             95      3.5508593    0.031563391      2.8450498    0.025027282      4.5014951    0.043349908
            100      2.8937235    0.029025877       2.322037    0.027127402      3.6639269     0.04982441
            105      2.2587014     0.02753839       1.802123     0.02142344      2.8788533    0.037938679
            110      1.8086657    0.022899974      1.4468375    0.017947901      2.2937539    0.031508728
            115      1.5361731    0.020732155      1.2283249    0.016353506      1.9485648    0.028253614
            120      1.2741067    0.018762258      1.0152072    0.014670064      1.6239812    0.025496518
            125      1.0563859    0.017208888     0.84349343    0.013436595      1.3415672    0.023578232
            130     0.87406917    0.015748215     0.69843813    0.012291783      1.1095372    0.021572595
            135     0.71417032    0.014067038     0.56782074    0.011254509     0.91196428    0.020119615
            140     0.60311099    0.013050922     0.48488991    0.010555891     0.75744008    0.019490636
            145     0.50124354     0.01248439     0.40126181   0.0098436235     0.63377636    0.017642196
            150      0.4288799    0.011295758     0.34244284   0.0087774559     0.54452324     0.01557082
            155     0.34877265    0.009849815     0.28157172   0.0079413142     0.43511087    0.013774612
            160     0.31954987    0.010144693     0.25178091   0.0076839771     0.41279899     0.01417321
            165     0.28007874   0.0090285183      0.2229519   0.0069834327     0.35616707    0.012426837
            170     0.23940953   0.0082414586      0.1881768   0.0063682529     0.31039085    0.011271342
            175     0.22591067    0.028390505      0.1776552    0.019472851     0.29236807    0.042953303
            180      0.1705634   0.0070323133     0.13659428   0.0055078261     0.21510428   0.0096916736
            185     0.15947309   0.0066224439     0.12594692   0.0051519013     0.20529334   0.0089137959
