#   total-ptj30        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      15895.943      3.7069337      12711.361        2.92374      20263.558      5.1861404
              1      15895.943      3.7069337      12711.361        2.92374      20263.558      5.1861404
