#         pt_j1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      519.71314     0.44749734      426.12201     0.36634213       679.4609     0.72793865
              5      757.69487     0.48403182      620.57208     0.37451417      968.90111     0.71562401
             10      665.56149     0.43375974      537.39164     0.33778044      851.35798     0.61942458
             15      573.56457     0.39526405      460.99225     0.30947162      733.07278     0.55460518
             20      496.05831     0.36406951      397.89501     0.28785748      633.54143     0.50911889
             25      429.45605     0.33715488      344.06543     0.26591935      548.16874     0.46382096
             30      372.91037     0.31352898      298.54979     0.24730297      475.79763     0.42744635
             35       324.8672     0.29218437      260.07812     0.23099651       414.0904      0.3971634
             40      283.02293     0.27251105      226.50265     0.21628583      360.67572     0.37148246
             45      247.01623     0.25506581      197.65147     0.20248769      314.71131     0.34571654
             50      215.19111     0.23770592      172.14152     0.18907472      274.14271     0.32198368
             55      188.30617     0.22274228      150.64163      0.1769164      239.80289     0.30100623
             60      164.88614     0.20869458      131.84797     0.16504413      210.05679     0.27950706
             65       144.4952       0.195079       115.5642     0.15465673      184.00029     0.26165306
             70      127.15784      0.1837646      101.75369     0.14666097      161.77444     0.24889329
             75      111.67344     0.17208196      89.320082      0.1383874      142.15831      0.2363032
             80      98.371322     0.16149285       78.68291     0.12824564      125.21473     0.21694182
             85      87.318932     0.15351186      69.803192     0.12143463      111.21981     0.20590713
             90      77.192712     0.14338221      61.711764     0.11347446      98.314352     0.19149139
             95      68.601755     0.13510146      54.775369     0.10678371      87.342796      0.1810004
            100      61.038431     0.12771093      48.582913      0.1006953      78.009977      0.1728159
            105      54.336911     0.12089309      43.276548    0.095726298      69.359115     0.16501529
            110      48.673807     0.11554127      38.727169     0.09343183      62.192879     0.16407087
            115      43.503618     0.10876271      34.548133    0.087537876      55.709394     0.15356757
            120      39.168396     0.10310191      31.031262    0.081038398       50.29835     0.14134445
            125      35.102439    0.097479547      27.775118    0.076404965      45.136526     0.13338936
            130      31.614155      0.0931322      24.991907    0.072785948      40.692419     0.12808363
            135      28.349639    0.087758787      22.420887    0.069518022      36.459666     0.12302346
            140      25.693751    0.086247381      20.274466    0.067224284      33.134095     0.12014029
