# dphi_Z_bjet1-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS-1bjet
              0      292.63815     0.81445099      233.94929     0.64418596      372.09885      1.1003614
            0.6      339.40523     0.88269522      271.76019     0.69803551      431.29418      1.1871727
            1.2      469.63896      1.0327084      378.33261     0.84459264      592.76191      1.4440124
            1.8      717.09764      1.5613152      580.81412      1.2696911      901.19853      2.1433098
            2.2      1143.9548       1.977945      933.34123      1.5918555      1429.1936      2.6384588
            2.6      1870.7219      2.9423488      1539.2754      2.3789471      2324.4489      3.9328269
            2.9      3040.5573      4.2604939      2539.0329       3.495218       3740.725      5.8356542
          3.142      3040.5573      4.2604939      2539.0329       3.495218       3740.725      5.8356542
