# total-mbbZ500        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      31870.521      3.8623126      25713.795      2.8634212      40875.654      6.4993304
              1      31870.521      3.8623126      25713.795      2.8634212      40875.654      6.4993304
