#         pt_em        central        num_err    min (scale)        num_err    max (scale)        num_err
            170      2.6915744    0.035742621      2.1561055    0.026771896      3.4116084    0.050506771
            175      2.3664314    0.025565758      1.9043498    0.020289784      2.9798744    0.034766933
            180      2.0832233    0.036364083      1.6679875    0.026489867      2.6408792    0.052854675
            185      1.8555491    0.022659414      1.4930316    0.018023287       2.334685    0.031194778
            190      1.6407745    0.022239914      1.3099744    0.017364738      2.0861863    0.030582775
            195      1.4585512    0.020137931      1.1686198    0.015934483      1.8464486    0.027365701
            200      1.2923841    0.019085358      1.0359756    0.014980423      1.6334486    0.026303991
            205       1.149515     0.01781253     0.92229007    0.014130802      1.4508097    0.024949024
            210      1.0473565    0.017055596     0.84271431    0.013490469      1.3173403     0.02302987
            215     0.96134808    0.016564515       0.766002    0.012899297      1.2244455     0.02250673
            220     0.82222464    0.015261038     0.66086397    0.012028956      1.0344336    0.021196611
            225     0.74648114    0.014527486     0.59847576    0.011422831     0.94253764    0.020126234
            230     0.66354066    0.013561654     0.53095312    0.010789121     0.84024502    0.018960864
            235     0.66879924    0.016809851     0.53249049    0.012549026     0.85144414    0.024168852
            240     0.56237854    0.012719239     0.45314223   0.0099767478     0.70434776    0.017524271
            245     0.50872008    0.011868162     0.40392456   0.0092388115     0.64952592      0.0163035
            250     0.43421098    0.011038442     0.34897804   0.0087017556     0.54586685    0.015170918
            255     0.41844013    0.010893588     0.33591802   0.0085489605     0.52648631    0.014765402
            260     0.37124402    0.010216686      0.2968531   0.0079555051     0.46970061    0.013885837
            265     0.36508688    0.010007981     0.29092214   0.0078355823     0.46427764    0.013698567
            270     0.32011111   0.0094764356     0.25503867   0.0074528489       0.406628    0.012844472
            275     0.30547985   0.0091899128      0.2445047   0.0072115924     0.38596523    0.012530022
            280     0.28310641   0.0093370093     0.22354105    0.007137027     0.36435675    0.012896095
            285     0.25730289   0.0085299048     0.20382405   0.0066062499     0.32912808    0.011642557
            290     0.22390901   0.0079025757     0.17920883   0.0061914065     0.28228799    0.010835001
            295     0.21498867   0.0078391732     0.17235504   0.0062939676     0.27058478    0.011041437
            300     0.19188553   0.0073831046     0.15391114   0.0057670737     0.24111444     0.01019699
            305      0.1742233   0.0069314002     0.13950728   0.0054365806     0.22025583   0.0094215704
            310     0.17337241   0.0068810777     0.13825177   0.0053889625     0.22000822   0.0092952356
            315     0.14719034    0.006356021     0.11736854   0.0049568502     0.18688996   0.0086141542
            320     0.14969704   0.0063768336      0.1187629   0.0050130636     0.19074899   0.0086084667
            325     0.13760595   0.0064199404     0.10872555   0.0049351119     0.17657369    0.008808707
            330     0.12069414   0.0057644114    0.095762406   0.0044869965     0.15388924   0.0077898509
            335     0.11044324   0.0054837835    0.087800665   0.0042944908     0.14019538   0.0075540527
            340     0.10361996   0.0055733223    0.082523079    0.004252167     0.13147999    0.007853634
            345     0.10099871   0.0053267495    0.081920714   0.0042239935     0.12488362   0.0072983754
            350    0.081583425   0.0048598838    0.064848575   0.0037617924     0.10349019    0.006667865
            355    0.090420296   0.0061863925     0.07133524    0.004556793      0.1161429   0.0088950837
            360    0.075934591   0.0044495588    0.059280114   0.0034615299    0.099132883   0.0060292183
            365    0.064594546   0.0043865699    0.051474202   0.0033472919    0.081839526   0.0061565784
            370    0.061980874   0.0040605837    0.049592909   0.0032331274    0.078139175   0.0054158621
            375    0.055500148   0.0041193795    0.043887627   0.0031315399    0.071116369   0.0057050348
            380    0.058787932   0.0044443986    0.046739667   0.0033727962    0.074643135   0.0061940964
            385    0.052801229   0.0038357084    0.041575265   0.0029434394    0.068044731   0.0053175626
            390    0.055172276   0.0039703802    0.043553749   0.0030432029    0.070834283   0.0054532952
            395    0.046409687   0.0035575604    0.036873577   0.0027536496    0.059068445   0.0048471023
            400    0.043205611   0.0035012658    0.033830932   0.0026912079     0.05621373   0.0048934588
            405    0.042958984   0.0033877517    0.034309603   0.0026745215    0.053871582   0.0046945325
            410    0.036953763   0.0036055035    0.030075451   0.0027223566    0.045159078   0.0053869248
            415    0.036215423   0.0031492057    0.028570544   0.0024344662    0.046359473   0.0042929262
            420    0.038966889   0.0032915576       0.030692   0.0025749584    0.049852127   0.0045066706
            425    0.032807772   0.0031221568    0.025593361   0.0023830053    0.042693838    0.004319182
            430    0.025725438   0.0028585085    0.021961692   0.0022126448    0.029258616   0.0043201775
            435    0.026231708   0.0027928863    0.021364121   0.0021972397    0.031982984   0.0037297043
            440    0.032951219   0.0030496482    0.025722149   0.0023398641    0.043030576   0.0041775919
            445    0.029432084   0.0029609963    0.022787211   0.0022424126    0.038784765   0.0041422157
            450    0.027497565   0.0028497584    0.022390175   0.0022449931    0.033783359    0.003951315
            455    0.019643352   0.0023918229     0.01577635   0.0018443443    0.024497278   0.0033672399
            460    0.025423804    0.002607891    0.019511536   0.0019821528    0.033848153    0.003567315
            465    0.020487657   0.0024477748    0.016568375   0.0019281048    0.025454592   0.0032709838
            470    0.021729254   0.0025834194    0.017532716   0.0019334447    0.027030493   0.0037549986
            475    0.015235454    0.002044281    0.011858887   0.0015771889    0.019804693   0.0027498945
            480     0.01781918   0.0021745157    0.013841901   0.0016836937    0.023272382   0.0029033781
            485    0.014089807   0.0020745213    0.011330417   0.0015938097    0.017437698   0.0028727414
            490    0.019078061   0.0035197838    0.014580394   0.0024555168    0.025489661   0.0053399028
            495    0.014486169   0.0021191909    0.011477971   0.0016427844    0.018371423   0.0028600711
            500    0.014486169   0.0021191909    0.011477971   0.0016427844    0.018371423   0.0028600711
