#         pt_b2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2348.6336     0.73942569      1885.5262     0.56934021      3043.6896      1.1166862
              5      2105.8194     0.69442151       1700.164     0.54243768      2698.6686      1.0046619
             10      985.48855     0.50478306      800.37101     0.40052419       1249.818     0.70139157
             15      489.14677     0.36224693      398.79735     0.28991943      616.44253     0.49341116
             20       266.3897     0.26958106      217.90822     0.21915737      333.99028     0.36914855
             25      156.65546     0.20748604      128.40619     0.16758082      195.82144     0.27722935
             30      98.172184     0.16478176      80.624351     0.13344364       122.3555     0.21924801
             35      64.658335     0.13677605      53.234662     0.11230621      80.301233     0.18683827
             40      44.193357     0.11200886      36.406881    0.091315362      54.813895     0.14932888
             45      31.299215    0.093238895      25.744497    0.077354158      38.835214     0.12770463
             50      22.749985    0.080098912      18.671108      0.0647288      28.277398     0.10668811
             55      16.844044     0.06894226      13.806615    0.057434011      20.959069    0.095456335
             60      12.697482      0.0597523      10.385511    0.048180913      15.826996    0.079766544
             65      9.7074289    0.052834642      7.9522904    0.042836983      12.072945    0.071122483
             70       7.591095    0.049343391      6.2119689    0.038701562      9.4514092     0.06797088
             75      6.0370198    0.041361481      4.9272654    0.033347703       7.533084    0.055997025
             80      4.7829812    0.037382832      3.8983667    0.029826028      5.9775246    0.050656185
             85      3.8465441    0.033057312      3.1350342    0.026506793      4.8072333    0.044471076
             90      3.2055056    0.030241534      2.6144534     0.02420019      4.0010251    0.040485543
             95       2.525456    0.027264081      2.0583758    0.021659389      3.1521508    0.036724853
            100      2.1414683    0.025749713      1.7462131    0.020431845      2.6710613    0.035691582
            105      1.7847371    0.022860916      1.4579798    0.018246386      2.2198715    0.031144792
            110        1.51531    0.021143077      1.2343937    0.016824457      1.8923939    0.028625146
            115      1.3014233     0.01948794      1.0552406    0.015501891      1.6328048    0.026572654
            120      1.0614204    0.017683446     0.86273737    0.014184814      1.3268729    0.024254346
            125     0.90609901    0.016493847     0.73704089    0.013041493      1.1320383    0.022218003
            130     0.78731176    0.015483079     0.64284053     0.01222309     0.97993565    0.021030531
            135     0.66318297    0.014229033     0.53685463    0.011179832     0.83413643    0.019227964
            140      0.6012308      0.0136384     0.48471508    0.010685577     0.75948148    0.018448231
            145     0.50615652    0.012657239     0.41108345   0.0098746442     0.63309468    0.017384979
            150     0.44682134    0.011990589     0.36433171   0.0095417092     0.55697953     0.01692746
            155     0.37128744    0.010475869     0.30196611   0.0082630004     0.46473161    0.014280748
            160     0.32815189   0.0099886033     0.26940688    0.007963789     0.40513739     0.01348554
            165     0.29722196   0.0093999692      0.2397111   0.0074473774     0.37533624    0.013284578
            170     0.25566666   0.0086996967     0.21242393   0.0071003157     0.31033917    0.012182766
            175     0.22111046   0.0082232448     0.17929747   0.0065012374     0.27770753    0.011098263
            180     0.20934377   0.0085093104     0.16920699   0.0066590682      0.2634946    0.011573774
            185     0.17958508   0.0077748927     0.14374318   0.0059411985     0.22866369    0.010805116
            190     0.15198151   0.0067966406     0.12401282   0.0053616821     0.18930162   0.0091762705
            195     0.15921302   0.0070165403     0.13002271   0.0055181011      0.1979747   0.0095491569
            200     0.12720052   0.0064274647     0.10469941   0.0050091297     0.15679702   0.0088665033
            205     0.11563864   0.0060263456     0.09422628   0.0047064267     0.14384714   0.0082610398
            210     0.11210683   0.0058353603    0.090750197   0.0045851594     0.14154322   0.0079318813
            215    0.089897339   0.0073753189    0.072668337   0.0054823644     0.11296528    0.010363336
            220     0.10708406   0.0063053751     0.08660433   0.0047816385     0.13486254    0.008870261
            225     0.07701676   0.0049449737    0.063458956   0.0038645538    0.094319567   0.0070198755
            230      0.0697566   0.0046579368    0.057185511   0.0036833408    0.086400318   0.0065598629
            235    0.065338718   0.0045447837    0.052061895   0.0035126942    0.083830741   0.0062044949
            240     0.06520116    0.004330759    0.053345685   0.0035169888    0.080652745    0.005740567
            245    0.054254826   0.0041934174    0.044327555   0.0032583908    0.067021896   0.0058694079
            250     0.05316481   0.0040337663    0.042871421   0.0031916155    0.067124209   0.0053866051
            255    0.038133572   0.0035460789     0.03178061    0.002735494    0.045949622   0.0050358423
            260    0.039692886   0.0035381396    0.032830811   0.0028136104    0.048451186    0.004699151
            265    0.037632752   0.0035090503    0.031100083   0.0027929563    0.046173876   0.0047386201
            270    0.035011486   0.0034411254    0.028450442   0.0027290022    0.044293917   0.0046187197
            275    0.035325572   0.0032889744    0.028913702   0.0025885568    0.043340303   0.0045192377
            280    0.031969477   0.0031983425    0.026478684   0.0025458947    0.038773099   0.0042920853
            285    0.025805832   0.0028633962    0.021828363   0.0025061378    0.030237101   0.0043234076
            290    0.021801432   0.0025908223    0.017550283   0.0020189491    0.027706741   0.0035221535
            295    0.019731161   0.0025591662    0.016021851    0.001988558    0.024554181   0.0034600682
            300      0.0144945     0.00237022    0.011901603   0.0017967703     0.01794138   0.0033311682
            305    0.017982754   0.0024159315    0.014303142   0.0018276372    0.023207498   0.0033885089
            310    0.017596121   0.0026339297     0.01422372   0.0019876317    0.022165329   0.0037121427
            315    0.014486169    0.002261571    0.012302906   0.0017995711    0.016896515   0.0030929917
            320    0.015069133   0.0020708254    0.011971447   0.0016271205    0.019467542   0.0027646726
            325     0.01449642   0.0022349899     0.01184856   0.0017558656    0.017917218   0.0030298268
            330    0.010702207   0.0021545309   0.0091357011   0.0016814724    0.012535275   0.0029394076
            335   0.0072697682   0.0016795523   0.0062046169   0.0013485475   0.0084727185   0.0022721014
            340     0.01217539   0.0019354457   0.0098240763   0.0015244223    0.015295269   0.0026099266
            345   0.0092411768   0.0018182005   0.0075971574   0.0014020657     0.01149324   0.0025423083
            350   0.0082421307   0.0015596823   0.0068427408   0.0012879939   0.0099369858   0.0019736897
            355    0.006993323   0.0014562747   0.0056049666   0.0011610225   0.0089536852   0.0019176884
            360   0.0097406999    0.001637714   0.0075650429   0.0012676598      0.0128662   0.0022053906
            365   0.0067435615   0.0015991703   0.0053584675   0.0033750149   0.0072137297   0.0016464486
            370   0.0057572085    0.001392875   0.0048483822   0.0010791108   0.0068785374   0.0019406172
            375   0.0073303341   0.0015890209   0.0060468935   0.0012422981   0.0089379714   0.0021755595
            380   0.0049952307   0.0013215477   0.0040361972   0.0010179342   0.0062567059   0.0018064938
            385   0.0063645153   0.0015607939   0.0047888331   0.0011348001   0.0087720191   0.0022584068
            390   0.0075959748   0.0014337854   0.0060498633   0.0011502831   0.0097672052   0.0018834229
            395    0.008000827   0.0016198854   0.0064032242   0.0012530149    0.010272878   0.0021983439
            400   0.0057445153   0.0013905438   0.0045523815   0.0010745341   0.0074388363   0.0018726307
            405   0.0043557903   0.0012752621   0.0035620731  0.00097691336   0.0054410048   0.0017624823
            410   0.0034966615   0.0011169117   0.0029264865  0.00090180611   0.0042496471   0.0014422723
            415   0.0019980923  0.00078977583   0.0014511351  0.00058413209   0.0028405787   0.0011172848
            420  0.00074928461   0.0010297417  0.00069537046  0.00075289081  0.00077629252   0.0013581922
            425   0.0034966615   0.0012235155   0.0027593831  0.00090634602   0.0045434658   0.0017916706
            430   0.0029971384  0.00099899618   0.0024230143  0.00080886102    0.003794849   0.0012965122
            435      0.0032469   0.0010297417   0.0025184928  0.00081169183   0.0042893672   0.0013632872
            440   0.0034966615  0.00093447536    0.002787663  0.00075123569   0.0044442162   0.0012077379
            445   0.0020362608  0.00080266226    0.001533876  0.00059223502   0.0027992624   0.0011370151
            450  0.00024976154  0.00074924714 -0.00015105885   0.0010986594  0.00042638474   0.0005488917
            455   0.0024976154  0.00093447536   0.0021536344  0.00073455979   0.0028752559    0.001264922
            460   0.0027473769  0.00090048299   0.0021071606   0.0006824413   0.0037323116   0.0012576562
            465   0.0012488077  0.00074924714   0.0010947981  0.00056760754   0.0014017424   0.0010674757
            470  0.00024976154  0.00024974905   0.0001827663  0.00018275715  0.00035620986  0.00035619205
            475   0.0024976154  0.00086515607   0.0020535771   0.0006983042   0.0031290747   0.0011370618
            480   0.0014985692  0.00070639698   0.0011603243  0.00055327672   0.0019724006  0.00093357008
            485  0.00099904614  0.00061175773  0.00088546266  0.00068705239   0.0010517711   0.0006536477
            490   0.0017483308  0.00082832388   0.0014934881   0.0006392491   0.0020194531   0.0011525779
            495  0.00024976154  0.00043257804  0.00020962798  0.00033020104  0.00029278855  0.00058321916
            500  0.00024976154  0.00043257804  0.00020962798  0.00033020104  0.00029278855  0.00058321916
