# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -2bjet
              0      200.41312     0.82748847      162.96529     0.66695789      253.13249      1.0921469
            0.4      188.43102     0.81121845      153.51669      0.6770307      237.40307      1.1213385
            0.8      164.75315     0.76143495       134.1703      0.6120214      207.75797      1.0043629
            1.2      132.90883     0.68094007       108.6302      0.5487388       166.8917     0.89532364
            1.6      97.104501     0.58428682      79.583706       0.471902      121.67392     0.76676685
              2      60.364953     0.46144208       49.73433     0.37483225      75.235766     0.60366794
            2.4      60.364953     0.46144208       49.73433     0.37483225      75.235766     0.60366794
