#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1358.2408     0.60122894      1088.9095     0.46345118      1764.8093     0.89817312
              5      1700.5417     0.64755883      1367.8589     0.50388526      2194.1996     0.95025564
             10      1107.7003     0.53687656      895.09466     0.42207771      1417.4898     0.76589119
             15      701.90335     0.43415708      568.94954     0.34327429      893.39113     0.60600992
             20      461.43244     0.35522473      375.05094     0.28325071      584.68603     0.49235503
             25      315.53379     0.29544119      257.19541     0.23692792      398.02026     0.40739227
             30      224.49923      0.2503572      183.23394     0.20019334       282.5605     0.33918197
             35      163.88652      0.2139507      133.97447     0.17331704      205.74137       0.293092
             40      122.94189     0.18558255      100.62925     0.14958361      154.00657     0.25070356
             45      94.305263     0.16231221      77.321453     0.13195485      117.80585     0.22110308
             50      73.556116      0.1452249      60.324717     0.11676349       91.83679     0.19409961
             55      58.116182     0.12737802      47.749468     0.10401303       72.35551     0.17200563
             60      47.127862       0.114802      38.701573     0.09274144      58.702647     0.15223056
             65      38.254835      0.1043327      31.465756    0.084368779      47.543075     0.13808981
             70      31.359503    0.093805896      25.833151    0.076239832      38.895612      0.1246427
             75      26.092849     0.08694544      21.477444    0.070387411       32.35363     0.11507019
             80      21.720658    0.078603361      17.859998    0.063950697      26.922647     0.10556853
             85       18.27953    0.072136176      15.006993    0.058230694      22.698003    0.096252648
             90      15.754479    0.066666516      12.928262    0.053869897      19.550291    0.088838824
             95      13.271347    0.061127007      10.875597    0.049647447      16.491246    0.082007307
            100      11.484738    0.059633602      9.3858488     0.04719217      14.313386     0.08186962
            105      9.8479196      0.0532644      8.0613279    0.042912344      12.243513    0.071783772
            110      8.5559768    0.049303206       6.979232    0.040554482      10.679511    0.068314315
            115      7.4914735    0.046092643      6.1027971    0.036876516      9.3600046    0.061593919
            120       6.465664    0.043760185      5.2851414    0.035168939       8.038493    0.060128794
            125      5.6846744    0.040258869      4.6256277    0.032114709      7.1083323    0.053903355
            130      4.9869458    0.037609174      4.0579794    0.030019432      6.2298961    0.050479812
            135      4.4032633    0.035699008      3.5865837    0.028455992       5.491811     0.04802999
            140      3.9192593    0.033895164      3.1897608    0.027055562      4.8910884    0.045863636
            145      3.4959806    0.031918628      2.8427756    0.025384074      4.3663611    0.043328559
            150      3.1130738     0.02974506      2.5326779    0.023847155      3.8830377    0.040822649
            155      2.7645174    0.029936208      2.2389726     0.02354552      3.4680972    0.041435027
            160      2.5015614    0.026940199      2.0296257    0.021320025      3.1283724    0.036367868
            165      2.2414247    0.026072173      1.8218013    0.020691598       2.796857    0.035519857
            170      2.0526424    0.024937359      1.6640675    0.019739446      2.5687897     0.03445982
            175      1.7738355    0.022854196      1.4383936    0.018100342      2.2187338    0.030995289
            180      1.6455096    0.026576398      1.3326626    0.020401624      2.0614113    0.037350814
            185      1.4879254    0.021000418      1.1962691     0.01643894      1.8814936    0.028559915
            190      1.3442511     0.01997959       1.090995    0.016054073      1.6776832    0.028004739
            195      1.2108783    0.018859738     0.98078855       0.015061      1.5152488    0.026111613
            200      1.1015811    0.018027981     0.89788576    0.014304878      1.3658911    0.024807033
            205     0.99269761    0.017173793     0.80064008    0.013440037      1.2482976    0.023527382
            210     0.93206856     0.01676154     0.75319791     0.01314574      1.1683344    0.022948082
            215     0.83519167     0.01578235     0.67283438    0.012407169      1.0514156    0.021669732
            220     0.78466067    0.015284369     0.63404584    0.013022476     0.98428084    0.023375691
            225     0.71525087    0.014702324     0.57625256    0.011519153     0.90020905    0.020477155
            230     0.67900377    0.016361003     0.55691505     0.01423798     0.83478896    0.027376765
            235     0.58666824    0.013238257     0.47127736    0.010304315     0.74041937    0.018038536
            240     0.55264575    0.013139426     0.44210389    0.010166391     0.70169695    0.018101177
            245     0.53740599    0.012602138     0.42941829   0.0097868422     0.68281972    0.017207057
            250     0.47852772    0.011821805     0.38555743   0.0093545308      0.6013767    0.016249428
            255     0.41060721    0.011337368     0.33362638   0.0088759698     0.51013379    0.016125676
            260     0.41839182    0.012848864     0.33485419    0.009733592     0.52978103    0.017996256
            265     0.37117337    0.010598583     0.29872478   0.0082676603     0.46682445      0.0144572
            270     0.34829195    0.010319728     0.27903237   0.0080240552     0.44076856    0.014176143
            275     0.32027047   0.0095902023     0.25935374   0.0076620633     0.39844642    0.013611714
            280     0.31287276   0.0098571144     0.25422799   0.0077640397     0.38830374    0.013818845
            285     0.25622739   0.0090878414      0.2074911   0.0070964952     0.31853393    0.012771294
            290     0.27614229   0.0091508448     0.22028008   0.0070701287     0.35101147    0.012627475
            295     0.22931704    0.008538976     0.18155008   0.0065408803     0.29404817    0.011751999
            300     0.21123268   0.0080424302     0.16936274   0.0062246291     0.26694696    0.011227035
            305     0.20582525   0.0077457415     0.16317806   0.0059516698     0.26386213    0.010709323
            310     0.19296318   0.0075698695     0.15851965   0.0064565549     0.23561448    0.012334086
            315     0.18431166   0.0077599644     0.14831638   0.0059749693     0.23159732    0.010740428
            320     0.16512452   0.0075198281     0.13049361   0.0056556601     0.21237132    0.010559878
            325     0.15458097   0.0067584189     0.12501781   0.0052486807     0.19291478   0.0094140939
            330     0.14471746   0.0078309358     0.11622825   0.0058453745     0.18192279    0.011311578
            335     0.13334459   0.0063480905     0.10651909   0.0049165315     0.16919075   0.0087051905
            340     0.12177134   0.0059722915    0.096722436   0.0046101245     0.15581883   0.0082390753
            345     0.12924658   0.0075806512     0.10195111   0.0055654453     0.16646869    0.010969033
            350     0.11440138   0.0060297444     0.09145345   0.0046419663     0.14488275   0.0083206521
            355      0.1034947   0.0055780508    0.081743949   0.0042801353     0.13352291   0.0077382856
            360    0.092426236   0.0053778324     0.07317332   0.0041099721     0.11843053   0.0075253522
            365    0.095165276   0.0060926657     0.07604556   0.0046703269     0.12074867   0.0090304208
            370     0.08596401   0.0050863949    0.070075622   0.0040075192     0.10616867   0.0071173871
            375    0.077915685   0.0049370168    0.062783807    0.003806884    0.097494652   0.0068728116
            380    0.079570032   0.0048789377    0.063348041   0.0037438028     0.10079592   0.0068759691
            385    0.074447806   0.0069568388    0.058549692   0.0051078412    0.096018816   0.0098751477
            390    0.073415437   0.0047091096    0.064417328    0.031117018    0.075716305   0.0075326382
            395    0.072902349   0.0047427589    0.058527699   0.0037515294    0.091473552   0.0066293982
            400    0.061540212   0.0043007834    0.049089112   0.0033782309     0.07806212   0.0059886185
            405    0.063486864   0.0044002762       0.050332   0.0033881317    0.081139577   0.0060213333
            410    0.052800186   0.0047593331    0.042949126   0.0036112695    0.065190366   0.0069441989
            415    0.049106024    0.003800619    0.039749169   0.0029702849    0.060680947   0.0054394228
            420    0.044205445   0.0036576388    0.034850696   0.0027519469    0.056818505   0.0052292811
            425    0.041444644   0.0039869672    0.034448661   0.0030911212    0.049190181   0.0059870867
            430    0.043217579   0.0038192242    0.034145049   0.0029138935    0.055500631   0.0053091464
            435    0.042336224   0.0037765342    0.034938965   0.0028766353    0.051059427   0.0056447053
            440    0.034960866   0.0034359283    0.028559072   0.0026700682    0.042768913   0.0049260071
            445    0.035713101   0.0042612249    0.028813005   0.0031427182    0.044739067   0.0064640804
            450     0.03418002   0.0033208156    0.027567816   0.0025833204    0.042785415   0.0046827536
            455    0.038276517   0.0032354569    0.030093291   0.0025020887    0.049549001   0.0044063701
            460    0.036225826   0.0033621295    0.028003994   0.0025250387    0.047948971   0.0047364968
            465    0.028361337   0.0029583835    0.021913183   0.0022176485    0.037457857   0.0041872034
            470    0.022978061   0.0027585639    0.018733825   0.0020845462      0.0282673   0.0038680716
            475    0.022978061    0.002595461    0.018661126   0.0020591275    0.028329231   0.0034428495
            480    0.023945928   0.0028379117    0.019168382   0.0021318573    0.030188591   0.0040638162
            485    0.026102118   0.0067624107    0.020626283   0.0045785684    0.033578843    0.010458241
            490    0.024423174   0.0028483548    0.019198364   0.0021334848    0.031602308    0.004008893
            495    0.017679047   0.0023685438    0.014274499   0.0018180778    0.021921407   0.0032871008
            500    0.017679047   0.0023685438    0.014274499   0.0018180778    0.021921407   0.0032871008
