#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      338.57685      2.3766366      273.99904       1.844782      439.89064      3.5193434
           -4.9      398.35197      2.5820911      321.65949      2.0074358      518.67574       3.838713
           -4.8      464.93744      2.7830588      375.77815      2.1491302      604.62196      4.0685662
           -4.7      535.58618       2.983494      433.15481      2.3023478        696.205      4.3454888
           -4.6      616.14898      3.1944958      498.74976      2.4675841      798.68573      4.6493018
           -4.5      714.40003      3.4343831      577.09254      2.6512803      928.46449      4.9826689
           -4.4      809.38463      3.6249447      654.87762       2.817543      1047.8255      5.2983392
           -4.3      911.79682       3.855982      737.89232      3.0011189      1178.7699      5.6323264
           -4.2      1024.4972       4.279388      828.48375      3.3455346      1325.3608      6.2584352
           -4.1      1132.9392      4.2784882      916.49094      3.3159271      1466.0364      6.1898797
             -4      1257.2453      4.4864602      1017.9484      3.5190349      1621.7203      6.5870093
           -3.9      1391.0944      4.7307933      1125.8161      3.6772362      1794.6237      6.8385284
           -3.8       1518.409      4.9004956      1228.8741      3.8119299      1954.8443      7.0430464
           -3.7      1675.3422      5.1435985      1355.5337      4.0086519      2158.8999       7.411089
           -3.6       1806.025      5.3134227      1461.5792      4.1374065      2322.5645      7.6162777
           -3.5      1960.4605      5.5215843       1586.557      4.3162958      2519.6168      7.9360348
           -3.4      2105.5228      5.7092115      1704.4595      4.4562029      2704.2458      8.1729805
           -3.3      2262.8103      5.9051691       1831.614       4.605841      2907.2889      8.4154334
           -3.2      2415.1312      6.0834489      1954.9766      4.7511875      3100.1895      8.6480301
           -3.1      2577.5807      6.2708542      2085.8215      4.8950741      3308.9347      8.8827516
             -3      2743.2197      6.5022594      2221.2341      5.0935083      3512.7849      9.2502435
           -2.9      2901.8808      6.6197868      2350.1515      5.3150243      3716.8989       9.675371
           -2.8      3066.6623      6.8910287      2480.9048      5.3891969      3929.7995      9.7426798
           -2.7      3231.4953      6.9491097      2615.4477      5.4560978      4136.8221      9.8285437
           -2.6      3379.0365      7.1081122      2735.6723      5.5797491      4322.1908      10.040979
           -2.5       3537.437      7.2411853      2862.4001      5.6880019      4526.4837      10.203424
           -2.4      3709.3043      7.3989889      3000.5916      5.8244861      4745.5016      10.449068
           -2.3      3855.0184      7.5280018      3119.8606      5.9315873      4927.2792      10.617286
