#           y_b        central        num_err    min (scale)        num_err    max (scale)        num_err
           -2.2      4007.8013      7.6603859      3241.4405      6.0264962      5124.1881      10.759494
           -2.1      4163.6882      7.7947746      3367.1181      6.1381533      5323.5397       10.93465
             -2      4282.0182      7.9311519      3463.9921       6.239128       5469.132      11.120153
           -1.9      4439.2694      8.0248984      3591.7663      6.3455412      5669.7331      11.310944
           -1.8      4576.0068      8.1430549      3700.9365      6.4097032      5842.1118      11.373119
           -1.7      4711.6505      8.2294289      3809.9451      6.5046832      6017.7177       11.52105
           -1.6      4835.0288      8.3888338      3908.2055      6.6144942      6176.3486      11.719823
           -1.5      4941.4521      8.4245299      3995.7606      6.6511232       6306.285      11.770693
           -1.4      5053.9332      8.5187431      4084.0267      6.7734597      6453.0384      12.022081
           -1.3      5166.8852      8.5904325      4177.8093      6.8793645      6591.2646      12.232451
           -1.2      5257.8518      8.6666588      4251.8361      6.8718643      6705.5032      12.174468
           -1.1      5358.7972      8.7629388      4333.1802      6.9347491      6833.5778      12.239555
             -1      5437.1209      8.7977381      4394.9355      6.9735832      6936.4114      12.314115
           -0.9      5520.9014      8.8432988      4462.2674       7.022627       7044.927      12.372873
           -0.8       5592.157       8.900935      4517.7723      7.0341972      7138.4844      12.356365
           -0.7      5635.2625      8.9183722      4553.8419      7.0672072      7190.4861      12.437554
           -0.6      5689.2079      8.9758008      4597.6877      7.1178059      7257.2504      12.543043
           -0.5      5741.5969      9.0151645      4642.8395      7.1556473      7318.9531      12.598733
           -0.4      5788.1536      9.0416118      4678.2584      7.1624003      7382.9628      12.583989
           -0.3      5812.5769      9.0558547      4699.9629      7.2267916      7407.9008      12.731538
           -0.2      5830.1583      9.0842707      4710.2572          7.191      7440.5563      12.627347
           -0.1      5818.7846      9.0655435      4702.7829      7.1660574      7421.7594      12.586091
              0      5807.6662      9.0526583      4693.4686      7.1662261      7406.4779       12.60137
            0.1      5813.7745      9.0590398      4696.7391      7.2285082      7418.8945      12.776942
            0.2        5807.21      9.0582701      4691.2575      7.1594838      7410.9171       12.55172
            0.3      5781.1122      9.0280489       4673.284      7.2459015      7371.6464      12.830827
            0.4      5723.1006      8.9924575      4625.6074      7.1525815      7299.3332      12.612658
            0.5      5684.6783      8.9848064      4594.2174      7.1180883      7251.8858      12.528335
            0.6      5651.8282      8.9928333      4567.3197      7.1587887      7212.2143      12.648935
            0.7      5585.4826       8.898904      4515.5278      7.0479297      7122.3693      12.440779
            0.8       5518.026      8.8580815      4461.0351      7.0657658      7037.6796      12.561834
            0.9      5436.1637      8.7896443      4393.4495      6.9641944      6939.9864      12.306501
              1      5344.2048      8.7782611      4320.1876      6.9590367      6818.0988      12.375348
            1.1      5265.1002      8.6724825      4255.8014        6.86462      6720.4575      12.161786
            1.2      5160.4969      8.6116628      4171.6914      6.8105641      6590.2625      12.051373
            1.3      5079.8187      8.5203493      4106.3584      6.7376421      6485.2101       11.93518
            1.4      4940.9112      8.4267652      3998.2727      6.7247287      6300.4361      12.005638
            1.5      4817.8034      8.3324786      3897.2022       6.657958      6147.5653      11.885016
            1.6      4717.3812      8.2566355      3814.3816      6.5518148      6024.4602      11.742347
            1.7      4583.9407      8.1582532      3704.5811      6.4196445      5861.5299      11.442692
            1.8      4445.8574       8.082526       3595.816      6.3969884      5677.7846       11.44355
            1.9      4304.4558       7.916129      3482.1433      6.2466595      5497.5254       11.19592
              2       4162.941      7.8029897      3366.1386      6.1437984      5324.3818      11.023804
            2.1      4012.2258      7.7275056      3245.8384      6.0996675      5128.2946      11.018173
            2.2      3849.0788      7.5481802      3114.6353      5.9315193      4921.6695      10.680476
            2.3      3712.6566       7.439868      3003.8308      5.8390155      4750.3939      10.546722
            2.4      3543.0625       7.265273      2868.1902      5.7086219      4531.1589      10.351057
            2.5      3381.0472       7.108302       2736.658      5.5870724      4327.6216      10.157109
            2.6      3234.9064      6.9902865      2618.3062      5.4731447      4142.2027      9.9508898
            2.7      3077.0924      6.8140787      2492.0719       5.376538       3937.892      9.8834535
            2.8      2903.7374      6.6491405      2349.5077      5.2217846      3722.0318      9.5571408
            2.9       2737.806      6.4671501      2215.4611      5.0525788      3508.7316      9.2646053
              3      2576.5346      6.2845349       2087.543      4.9340802      3299.1537      9.0817636
            3.1      2418.7438      6.1242886      1958.5076      4.7887029      3104.3266       8.838655
            3.2      2271.4052      5.9445205      1837.3576      4.6453056      2919.8315       8.596532
            3.3      2107.7435      5.7342945      1705.0497      4.4585969      2710.5805      8.2608546
            3.4      1953.5282      5.5917603      1580.4141      4.3424899      2515.0698      8.0916104
            3.5      1809.6857      5.4835804      1464.2197      4.2463925      2329.6161      7.9343554
            3.6      1657.1609      5.1507634      1341.0671       3.993269      2134.3265      7.4842695
            3.7      1522.7197      4.9485868      1231.7456      3.8377342      1962.9206      7.2214774
            3.8      1389.6636      4.7262494      1124.1724      3.6577326      1793.1365      6.9070678
            3.9      1259.2091      4.5130286      1018.9361      3.4934444      1626.3045      6.5996359
              4      1134.4103      4.3139834      917.93918      3.3388643      1465.2193      6.3229652
            4.1      1014.0951      4.0809278      820.41145       3.154104      1311.8309      5.9933177
            4.2      904.51957      3.8642765      731.76573      2.9771474      1171.0451      5.6780189
            4.3       807.0329      3.6526161      653.65004      2.8207802      1043.9411       5.403937
            4.4      712.08441      3.4328737      575.47705      2.6503548      924.44678      5.0775131
            4.5      616.91824      3.2159643      498.36935      2.4802361       802.1374      4.7692688
            4.6      531.69721      2.9934956       429.9745      2.3031385      689.32498      4.4361055
            4.7       462.5543      2.7944087      373.68195      2.1467623      601.63942      4.1324722
            4.8      398.10975      2.5909258       321.6271      1.9982066      518.09584      3.8775146
            4.9      333.46988      2.3873663      270.26113      1.8468182      432.49379       3.578818
              5      333.46988      2.3873663      270.26113      1.8468182      432.49379       3.578818
