# n_light_jets-        central        num_err    min (scale)        num_err    max (scale)        num_err
# CMS
           -0.5       86.43023      0.3861152      73.290632     0.32001749      110.43416     0.59840083
            0.5       1434.921      1.4468088      1175.9841       1.157268      1823.1045      2.0982291
            1.5      8214.3593      3.1099858      6633.4994      2.4514813      10471.415      4.4267598
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
