#  total-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       662.4893      1.0263364      508.73909     0.76674128      882.05972      1.4889073
              1       662.4893      1.0263364      508.73909     0.76674128      882.05972      1.4889073
