# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 30
             -8      2.3091534     0.18590843      1.7756617     0.14026897      3.1352534     0.27508997
           -7.9      2.9492001     0.22027154      2.2874388     0.16610706      3.9555366     0.31422622
           -7.8      3.0153168     0.24648537      2.2966687     0.18041662      4.1631937     0.36202641
           -7.7      4.3115401     0.27687774      3.3446711     0.20625134       5.780024     0.40119007
           -7.6      4.5577531     0.26890423      3.5105975     0.20046006      6.2091304     0.40070467
           -7.5      5.1996676     0.31055894      3.9685859      0.2303504       7.128311     0.44928707
           -7.4      5.9165249     0.33684871      4.6131405     0.25040666      7.9057971     0.48795067
           -7.3      7.6509453     0.35609469      5.9919562     0.27115354       10.14745     0.51791368
           -7.2      8.5954891      0.3999548      6.6188305     0.29648254      11.645011      0.5766808
           -7.1      10.267521     0.41898222      7.9607505     0.31126404      13.779485     0.60566015
             -7       12.87737     0.45355968      9.9970881     0.34408645      17.244323     0.65214273
           -6.9       14.05854      0.4862938       10.92603     0.36695201      18.781301     0.70769761
           -6.8      16.749324     0.51470744      13.013172     0.38883934      22.321633      0.7444509
           -6.7      19.748529     0.58112308      15.377468     0.43590094      26.274417     0.84104586
           -6.6      21.957731     0.60684817      17.100876     0.45624393      29.200528     0.87285679
           -6.5      26.240558     0.64520998      20.352582     0.48798337      35.043069     0.90912094
           -6.4      31.478768     0.72117684      24.403333     0.54101479      42.012176      1.0254316
           -6.3      35.910836     0.77521101       28.08462     0.59330802      47.421914      1.0964808
           -6.2      39.841541     0.80292756      31.051881      0.6065994       52.79257      1.1461657
           -6.1      45.767344     0.84271621      35.729574     0.64336206      60.516398      1.1852951
             -6      51.985105     0.91704569      40.706411     0.69858101      68.448688      1.3041515
           -5.9      59.448851     0.95843611      46.512984     0.72865058      78.350688      1.3522451
           -5.8      69.468693       1.026232      54.249165     0.77998614      91.778886      1.4430437
           -5.7      78.409936      1.1044523      61.579577     0.84367949      102.79712      1.5659248
           -5.6       88.25141      1.1694825      68.942434     0.88911354      116.51531      1.6430855
           -5.5      98.686282      1.2155112      77.640629     0.93293855      128.97709      1.7105575
           -5.4      110.56641      1.2857374      86.649665     0.98070506      145.22321      1.8094956
           -5.3      125.59219      1.3645707      98.904673      1.0603966      163.92144      1.9374507
           -5.2      141.02382      1.4991478      110.94609      1.1455902      184.14311      2.1043479
           -5.1      159.37686      1.5289486      125.46165      1.1810937       207.9486      2.1620201
             -5      179.86814      1.6169404      142.08953      1.2502631      233.58316      2.2794128
           -4.9      202.22331       1.717576      159.67217       1.329645      262.75833      2.4033923
           -4.8      225.66661      1.8476097      177.76332      1.4183984      294.03819      2.5721637
           -4.7      249.41525      1.9075761      197.17924      1.4715258      323.35447      2.6466598
           -4.6       276.6289      1.9817221      218.52945      1.5410228      358.97546       2.772137
           -4.5      302.24527      2.0725732      239.45966      1.6103712      390.75116      2.8662842
           -4.4      338.19248      2.2391185      267.70728      1.7248726      437.55769      3.1151634
           -4.3      369.99471      2.2847219      293.54016       1.775428      477.30966      3.1524738
           -4.2      410.81065      2.4182063      325.94478       1.885382      529.65562      3.3528026
           -4.1      450.29657      2.5373637       358.0269       1.986624      578.98772      3.5291173
