#    y_j1-ptj60        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5    0.012488077    0.012487452   0.0093608906   0.0093604223    0.017251828    0.017250966
           -4.9    0.012488077    0.012487452   0.0077427663    0.007742379    0.021135135    0.021134079
           -4.8    0.062440385    0.027922793    0.048139269    0.021582812    0.083314149    0.038058357
           -4.7     0.22478539    0.055845585       0.176007    0.043241885     0.29390556    0.075963818
           -4.6       0.487035    0.083768192      0.3918931    0.064026552       0.612524     0.11390719
           -4.5      8.3172319     0.34562117      6.6186849      0.2677604      10.651483      0.4905455
           -4.4      14.060364     0.44174491      11.010456     0.33807706      18.357637     0.62921743
           -4.3      21.470654     0.54820938      17.118228     0.42542077      27.335819     0.77381912
           -4.2      32.262951     0.66868618       25.50916     0.52078635      41.555482     0.95145112
           -4.1      46.397698     0.80213954      36.706715      0.6206305      59.712882      1.1264117
             -4      63.043655     0.94223593      50.091532     0.73076385      80.667218      1.3205934
           -3.9        83.5133      1.0861644      66.113219     0.84523563      107.35545      1.5141717
           -3.8      109.20831      1.2352301      86.957012     0.96323465      139.26473      1.7174987
           -3.7      139.80736      1.3910451      110.62274      1.0792611      179.96453      1.9244683
           -3.6      177.62848      1.5642447      140.33308      1.2115849      229.18826      2.1523512
           -3.5      218.60615      1.7413702      173.58767      1.3549729      280.11405      2.3972546
           -3.4      261.82276      1.9353332      208.05527      1.5052921      335.15646      2.6856403
           -3.3      314.94666      2.0876906      251.21365      1.6398937      401.15349      2.8892185
           -3.2      368.48086      2.2448397      293.31654      1.7724686      470.79137      3.1232247
           -3.1      426.07941      2.4238535      339.08139      1.8995721      544.66516      3.3401165
             -3      481.97223      2.5792741       383.7212      2.0198644      615.77837      3.5289436
           -2.9      549.51843      2.7505997      437.97759      2.1607366      701.22748       3.785679
           -2.8      609.45564       2.912697      486.22114      2.2787125       776.8375      3.9941963
           -2.7      678.80039      3.0434987      541.42071      2.3961556      865.62979      4.1697279
           -2.6      737.35894      3.2193002      588.75431      2.5321352      938.99298      4.4395277
           -2.5      803.50578       3.309981      640.62681      2.6082253       1025.396      4.5285094
           -2.4       864.7612      3.4406838        689.849      2.7120036      1102.7509      4.7055601
           -2.3       930.8333      3.5595936      742.40298      2.8112351      1187.4133      4.8704126
           -2.2      983.29926      3.6708332      784.41751      2.8904243      1254.0164      5.0189666
           -2.1      1045.1043      3.7838275      832.95263      2.9689935      1334.3343      5.1298387
             -2      1096.1224      3.8612013      874.48678      3.0479332       1397.766      5.2736927
           -1.9      1151.9889      3.9587436      918.50228      3.1079025      1469.9438      5.3606376
           -1.8      1204.7707      4.2922721      961.06763      3.3550471      1536.4172      5.9798502
           -1.7      1245.7003      4.1720362      993.52695      3.2830267      1588.7969      5.7176552
           -1.6      1293.3901      4.2076931      1032.3424      3.3180761      1648.0169      5.7273694
           -1.5      1336.9095      4.2723121      1065.6659      3.3657505        1706.36      5.8033045
           -1.4       1368.013      4.3174942      1089.9507      3.4032153      1746.9411      5.8743941
           -1.3      1407.1869      4.5357393      1119.8248      3.5356908      1799.7815      6.2004515
           -1.2      1433.5544      4.4272558      1140.8973      3.4734621       1833.344      6.0076935
           -1.1      1474.6604       4.453617      1173.9304      3.5028187      1884.9173      6.0130199
             -1      1496.0675      4.5426379      1190.7561       3.568415      1912.8478      6.1654964
           -0.9      1520.8957      4.6304276      1210.1143      3.6226962      1945.3995      6.2969383
           -0.8      1540.5408      4.5684633      1227.6479      3.6101355      1966.2973      6.2104183
           -0.7      1555.8239      4.5845351      1237.8555      3.6288951      1990.1426      6.2332626
           -0.6      1573.5344      4.6275099      1252.1024      3.7097943      2012.3032      6.4528036
           -0.5      1585.6285      4.6672312      1261.3111      3.6782344      2028.5179      6.3748282
           -0.4      1600.8512      4.7088712      1273.7307      3.7192258      2047.3212      6.4492126
           -0.3      1610.2754      4.6783364      1281.3806      3.6837105       2058.982      6.3386521
