#        pt_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       530.7654     0.45065153      436.91442     0.37119439      704.07233     0.73645754
              5      783.86963     0.49179982       641.1644     0.38083998      1005.9106     0.73008221
             10      693.35357     0.44277831      559.54152      0.3441605      888.07163     0.63341214
             15      597.27408     0.40319891      479.82479     0.31717005      764.05826     0.57081824
             20      515.13706     0.37136966       412.9806     0.29162198       658.3975     0.51549208
             25      445.21189     0.34332562      356.57766      0.2705308       568.5087     0.47233892
             30      386.21033     0.31956515       309.1381     0.25191011      492.85118     0.43614871
             35      335.16647     0.29701481      268.27375     0.23480925      427.29949     0.40449003
             40       291.3418     0.27714451      233.15126     0.21937142      371.25981     0.37650673
             45      253.50314     0.25847117      203.00805     0.20558618      322.58227      0.3512285
             50      220.58346     0.24165989      176.62728     0.19174041      280.61125     0.32649301
             55      191.90764     0.22600222      153.65806     0.17948481      244.08335     0.30462422
             60      167.45793     0.21036236      134.14115     0.16676698      212.80033     0.28204884
             65       145.3493     0.19613212      116.44416     0.15746496      184.63882     0.26802419
             70      127.38738     0.18367253      102.11871     0.14664028      161.65844     0.24829223
             75       111.4272     0.17190401       89.33776     0.13732977      141.36472     0.23206389
             80      97.490125     0.16091223      78.222291     0.12816437      123.54372     0.21583353
             85       85.20135     0.15051311      68.358681     0.11967359      107.97724     0.20102258
             90      75.016871     0.14167059      60.170683      0.1123518      95.083374     0.18915337
             95      66.321966      0.1351703       53.16289     0.10685851      83.986211      0.1834327
            100      58.356144     0.12493189      46.674119    0.098983938      74.092703     0.16864918
            105      51.651915     0.11819351      41.327456    0.094821424      65.517759     0.16322032
            110      45.748413     0.11133472      36.534302     0.08996521      58.154283     0.15530421
            115      40.510092     0.10489193      32.364059     0.08299036      51.445584     0.14301621
            120      35.961088    0.098882762      28.660936    0.077962759      45.802228     0.13419199
            125      31.927176    0.094447283      25.455818    0.074679508      40.626243     0.13107307
            130      28.688202    0.088838668      22.833666     0.07011919      36.577255     0.12226697
            135         25.563    0.084611893      20.328209    0.066406866      32.624342     0.11588035
            140      23.009664    0.080585976      18.284174    0.063410661      29.381106     0.11128644
            145      20.370866    0.075570342      16.206839    0.059499723      25.960493     0.10464458
            150      18.446855    0.071505517       14.65437    0.056276944      23.552288     0.09848902
            155      16.558581    0.067477203       13.14859    0.053095806      21.146267    0.092879482
            160      14.998191    0.064141325      11.883247    0.050463829      19.207824    0.088703479
            165      13.547098    0.061395724      10.728971    0.047978321      17.356383    0.084579486
            170      12.146774    0.058261419      9.6209349    0.045257144      15.551903       0.080073
            175      11.007101    0.055151456      8.7160091    0.043172492      14.092384    0.076210236
            180      10.067458    0.055138834      7.9571616    0.042271556      12.922199    0.077387151
            185      9.0257129    0.050276753      7.1565884    0.041950148      11.534021    0.076067791
            190      8.2006743    0.047466905      6.4800737    0.037112561       10.52433     0.06580391
            195      7.5924238    0.045840831       5.993053    0.035610931       9.755326    0.063394199
            200      6.8262891    0.043970147      5.3956522    0.034079179      8.7496568    0.060997699
            205      6.2609787    0.042326581      4.9390949    0.032788394      8.0490693    0.059102885
            210       5.773373    0.040581027      4.5568845    0.031541971      7.4111563     0.05676884
