#   y_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5    0.087416539    0.033038694    0.059039747     0.02274996     0.13909857    0.054172393
           -4.9     0.13736885    0.041416194    0.093229569     0.02856982     0.21676216     0.06701946
           -4.8     0.18732115    0.064886706     0.13071002    0.041760182     0.28718124     0.11159353
           -4.7      1.0739746     0.14017131     0.78815263    0.097309412      1.5134849     0.21160255
           -4.6      3.3468046     0.23824495      2.4828836     0.16766789      4.6570216     0.37274619
           -4.5      8.0580357       0.358798      6.1101184     0.25898155      10.962957     0.52683174
           -4.4      18.437456     0.53839346      14.000128     0.39366293      25.087439      0.7805279
           -4.3      35.566043     0.74859589      27.123395     0.55294434      48.205765      1.0968926
           -4.2      63.555664       1.003647      48.830999     0.74161053      85.274843       1.451919
           -4.1      100.07402      1.2531628      77.104344     0.93025198      133.69361      1.8020089
             -4      157.84049      1.5561185      121.77383      1.1589315      210.48453       2.226753
           -3.9      227.43725      1.8638417      175.88377      1.3925054      302.39987      2.6601441
           -3.8      316.82865      2.1919762      245.64949      1.6450614      419.77305      3.1124082
           -3.7      429.84604      2.5333497      333.69683      1.9103176      568.76174      3.5872867
           -3.6      546.44053      2.8509405      425.54613      2.1570821      720.05943      4.0243293
           -3.5      685.10524      3.1803878      534.70875      2.4115218      900.32963      4.4739465
           -3.4      834.27511      3.5000382      652.99183      2.6608531      1092.2498      4.8971816
           -3.3      1005.5146      3.8185592      788.67869      2.9245525      1312.8461      5.3605465
           -3.2       1168.286      4.0991958      915.76281      3.1311388      1527.3072      5.7014487
           -3.1      1344.8896      4.3893189      1059.5946      3.4205107      1746.0549      6.2541643
             -3      1531.0709      4.7104725      1207.0624      3.6334982      1986.5266      6.5776347
           -2.9      1696.4299      4.8999359      1339.1243      3.7868258      2197.7708      6.7892798
           -2.8      1880.4495      5.1452325      1487.3008      3.9848687       2430.411      7.1012059
           -2.7       2057.809      5.3631685      1629.2257      4.1650034      2656.5587      7.3763954
           -2.6      2220.2733      5.5621811      1761.1313      4.3226442      2859.8721      7.6176025
           -2.5      2379.2689      5.7763991      1889.8814      4.4998837        3059.56      7.9165666
           -2.4      2534.3397      5.9205266      2016.1687      4.6299476       3252.677      8.0917369
           -2.3      2696.8512      6.0961086       2146.614      4.7691283      3459.7327      8.2996719
           -2.2      2811.6866       6.208963      2243.3117      4.8808919      3596.3119      8.4671746
           -2.1      2953.0542      6.3706853      2356.2378      4.9957321      3777.8329      8.6221128
             -2      3069.6788      6.6182609      2452.5983      5.1992058      3920.2551      9.0070259
