# eta_bjet1-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
# -1bjet
              0      1462.7499      2.2499112      1195.3156      1.8247022      1827.6739      3.0747956
            0.4      1397.9184      2.2014544      1143.0422      1.7823392      1745.6971       2.985161
            0.8      1267.0758        2.10216      1036.7103      1.7190326      1581.8009      2.9022642
            1.2       1081.926      1.9381796       886.4236       1.563059      1349.1084      2.6013948
            1.6      876.40275      1.7511187      719.18018      1.4158975      1091.7284       2.359767
              2      670.08158      1.5360816      550.30648      1.2375153      835.09117      2.0447362
            2.4      670.08158      1.5360816      550.30648      1.2375153      835.09117      2.0447362
