#total-mbbZ1000        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      33261.612      3.7563827      26884.825      2.7678835      42565.043      6.4145886
              1      33261.612      3.7563827      26884.825      2.7678835      42565.043      6.4145886
