# m_Zbb-CMS-2bj        central        num_err    min (scale)        num_err    max (scale)        num_err
# et
            150     0.99390669   0.0052551594     0.80417829     0.00418209      1.2622395   0.0070422625
            200      1.4118191   0.0062225377      1.1485819   0.0050029311      1.7847659   0.0082494299
            250        1.14578    0.005603068     0.93345949   0.0045153353      1.4446808   0.0074149617
            300     0.84254575   0.0048282872     0.68841675     0.00391878      1.0582527    0.006382939
            350     0.60049904   0.0040447474     0.49085086   0.0035682219     0.75302544   0.0058409332
            400      0.4335994   0.0034345192     0.35023807   0.0027579091     0.55121674   0.0045014831
            450     0.30903183   0.0029262471     0.24879516   0.0023344462     0.39386167   0.0038633951
            500     0.19789092   0.0016885553     0.15888119   0.0013401157     0.25297034   0.0022523849
            600     0.19789092   0.0016885553     0.15888119   0.0013401157     0.25297034   0.0022523849
