#         pt_b1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      364.88096     0.33538354      289.64787     0.25594913      482.53486     0.51821513
              5      1293.5992     0.58767914       1033.977     0.45252502      1688.1855     0.87902475
             10      1229.9242     0.56670826      989.73364     0.44201338      1585.4878     0.82337541
             15      914.32742     0.49272606      739.03994     0.38704507       1169.526     0.69723991
             20      656.46054     0.42126019      532.40338     0.33322443      834.92601     0.58688197
             25      475.77856     0.36098734      386.98504     0.28886653       602.1755       0.502884
             30       350.6094     0.31140541      285.67061     0.24818413      442.47237     0.42471773
             35      263.84095     0.27011473      215.33328     0.21691331      332.01089     0.36873223
             40      202.10536     0.23730031      165.19076     0.19058175      253.69969     0.32125205
             45      157.86312     0.20962827      129.24323      0.1690371      197.62028     0.28344438
             50      124.99454     0.18772157      102.37818     0.15085425      156.31258     0.25111094
             55      100.08415     0.16687782      82.106281     0.13473356      124.85955     0.22293004
             60      81.423637      0.1508227      66.860383     0.12194632       101.4185     0.20133916
             65      66.740594     0.13699952      54.855382       0.112057      83.000831     0.18629662
             70      55.422619     0.12457134      45.625599     0.10416849       68.76824     0.17338042
             75      46.404106     0.11528485      38.174377    0.093129058      57.626588      0.1522495
             80      38.652889     0.10430849      31.826239    0.084840784      47.860363     0.13848145
             85      32.961971    0.096790692      27.076467    0.078676949      40.901863     0.12997482
             90      28.205393    0.088976831      23.158187    0.071940467      34.984617     0.11814931
             95      24.009166     0.08239627      19.697847    0.066746389      29.787785     0.11029185
            100      20.844647    0.078852989      17.065871    0.062997644      25.912549     0.10722839
            105      18.045068    0.071808989      14.762863    0.058397278      22.446684    0.097689778
            110      15.664689    0.066823776      12.789086    0.054381339      19.529665    0.091177894
            115       13.70755    0.062233185      11.186437    0.050112992      17.083997    0.083729769
            120      11.927565    0.058945305      9.7498807    0.047351344      14.828919     0.08013398
            125      10.498079    0.054761593      8.5517317     0.04385769      13.105172    0.073694419
            130      9.1864935    0.051483026       7.484729    0.041422131      11.452792    0.070506898
