#         y_bbZ        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.1      5900.0241      9.1060363      4792.4404      7.2909481      7481.0242      12.658808
              0      5893.7204      9.1163822      4787.7411      7.2856589      7474.6516      12.620864
            0.1      5889.6183       9.094213      4784.5752       7.320164      7468.4077      12.767903
            0.2      5879.7855      9.0709602      4778.4005      7.3584291      7452.9797      12.821303
            0.3      5857.9364      9.0858776      4759.4211      7.2531576      7426.8888      12.605369
            0.4      5852.7719       9.063465      4754.4761      7.2494405       7421.883      12.585566
            0.5      5836.7372      9.0520565      4739.8329      7.2923314      7407.9233      12.726892
            0.6      5815.4764      9.0621984      4723.8663      7.2664407      7377.0338      12.717828
            0.7      5791.2775      9.0294439      4704.7043      7.2715328      7344.4214      12.720423
            0.8      5762.0419      9.0398836      4676.7143      7.1894789      7315.7187       12.55736
            0.9      5724.1976      9.0460837      4643.1782       7.187556      7272.9622      12.575469
              1      5677.5998      9.0050429      4609.4895      7.2218152      7208.4886      12.644248
            1.1      5627.5766      8.9486814      4564.0542      7.0963804      7156.3658      12.416841
            1.2      5581.8396      8.8900185      4524.7888      7.0470161      7105.1629      12.344699
            1.3      5504.6061       8.881865       4463.391      7.0347007      7001.0783      12.372445
            1.4      5444.8264      8.9002479      4412.9668      7.0633541      6931.9705      12.486263
            1.5      5333.9293      8.7554986      4324.6284      6.9625664      6788.8807      12.352233
            1.6      5241.4266      8.7259841      4244.6997      6.8820273      6680.2848      12.212173
            1.7      5151.9803      8.6274447      4170.1145      6.8409158      6573.3602      12.213721
            1.8      5039.6406      8.5456828      4077.5977      6.7536638      6433.8455      12.092507
            1.9      4905.7619      8.4629695       3965.849       6.662875       6270.988      11.938263
              2      4776.1322      8.3888777      3859.2425       6.585327      6111.1305      11.835557
            2.1      4638.0965      8.2726555      3746.4656      6.5067602      5937.9812      11.765638
            2.2      4467.2574      8.1435297      3606.6853      6.4209809       5725.216      11.727346
            2.3      4293.2256      8.0242787      3463.0731      6.2754208      5511.9005      11.451948
            2.4      4102.3697      7.8557205      3304.6428      6.1242706      5277.3968      11.228792
            2.5      3879.0698      7.6804523      3122.2787      5.9818241      4997.6127      11.037406
            2.6      3674.3635      7.5230111      2955.4475      5.8478193      4744.1085      10.887884
            2.7       3450.256      7.3037809       2772.248      5.6629992      4462.3153       10.57735
            2.8      3196.0418      7.0640093      2567.5564      5.4816856      4134.7068      10.335493
            2.9      2953.6694      6.8345735      2369.1654      5.2752812      3834.7568      10.008706
              3      2679.2967      6.5533258      2149.1757      5.0462256      3480.9624        9.65276
            3.1      2413.5874      6.2485838      1932.7596      4.7907879      3150.3839      9.2355824
            3.2      2145.7951       5.934019      1716.7298      4.5621406      2804.1349       8.907714
            3.3      1867.3194      5.5860622      1492.8783      4.2633483      2448.2435      8.3675161
            3.4      1608.4831      5.2079981      1283.4317      3.9574454      2116.4977      7.8469226
            3.5       1355.754      4.8175822      1079.9527      3.6409389      1792.6249      7.2811914
            3.6      1111.9981      4.3984847      885.28515      3.3408201       1473.893      6.7395355
            3.7      883.02957      3.9786898       702.3371      2.9887549       1174.459      6.1145191
            3.8      679.95688       3.511882       540.9074      2.6437067      906.00794      5.4797129
            3.9      500.56045      3.0514299       396.9153      2.2749495      673.42991      4.7720026
              4      352.79034      2.5835928      278.82584      1.9141494      477.64006      4.0692379
            4.1      235.40343      2.1427875      186.34896      1.5824268       318.5797      3.4095671
            4.2      146.06327       1.700873      115.28487      1.2525557       199.2307       2.754582
            4.3      85.920577      1.3112498      67.536441     0.96051764      118.89516      2.1389955
            4.4      42.928974     0.95827529      33.813478     0.69856999      58.886283      1.6078857
            4.5      21.143946     0.66787742      16.474789     0.48252252      29.550347      1.1213057
            4.6      7.8159651     0.41936687      6.0249757     0.29767164      11.308841     0.73581679
            4.7      2.8665318     0.26110466      2.1865235     0.18105512      4.1137844     0.48132791
            4.8      0.9001886     0.15097682     0.66595357     0.10210899      1.3247704     0.29305845
            4.9     0.62981084     0.11892456     0.44613751    0.077941502      1.1440401     0.28023736
              5     0.62981084     0.11892456     0.44613751    0.077941502      1.1440401     0.28023736
