#         pt_j2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1259.3237     0.60996944      1042.0188     0.47671002      1609.3775     0.92165656
              5      1222.6222      0.5588032      987.49416     0.43842553      1554.9262     0.79110283
             10      821.88382      0.4574104      660.47608     0.36102169      1046.1816     0.63315367
             15      557.13736     0.37886949      446.25673     0.29914013       710.8177     0.51809467
             20      388.83584     0.31795359      310.79782     0.25164128      496.93788      0.4335384
             25       279.6113     0.27065964      223.09068     0.21409402      357.96499     0.36880449
             30      206.48341      0.2329607      164.37319     0.18385586       265.0329      0.3160217
             35      156.24121     0.20292372      124.12383     0.15989443       201.0209     0.27473949
             40      120.59877     0.17893211      95.653891     0.14213608      155.45901     0.24667412
             45      94.272407      0.1585364      74.656987     0.12444578      121.75043     0.21483587
             50      74.842211     0.14191513      59.159019     0.11139226      96.800521     0.19277839
             55      60.591867      0.1286484      47.705816     0.10072167      78.670011      0.1779927
             60      49.138549     0.11556317       38.56271    0.090120756      64.040606     0.15961956
             65      40.669893     0.10619087       31.79277    0.082248056      53.247154     0.14725201
             70      33.862359    0.096938661      26.413372    0.076321645      44.441957     0.13810261
             75      28.273557    0.087292922      21.976669    0.067452561      37.265594     0.12141115
             80      23.774062    0.080678854      18.432847    0.062016647      31.426143     0.11226757
             85      20.453452    0.076391698      15.813828    0.059236909      27.130725     0.10878519
             90      17.580318    0.071201559      13.529407    0.054055719      23.446705    0.099802888
             95       15.10735    0.065259696      11.602798    0.049561803      20.199092    0.091603823
            100      13.166285    0.061344413      10.091745    0.046439336      17.643604    0.086565245
            105      11.367221    0.058018876      8.6886851    0.043539305      15.284428    0.082419008
            110      9.9375759    0.052078286      7.6017503    0.039478088      13.347568    0.073256042
            115      8.8611571    0.050651662      6.7503343    0.038076551      11.960888    0.071772552
            120      7.8485146    0.054547921      5.9600278    0.039966099      10.634516    0.078748107
            125       7.000642    0.053697734      5.3134844    0.039413775      9.4893311    0.078526424
            130      6.1203407    0.041714203      4.6365264    0.031310095       8.317215    0.059567606
            135      5.4705377    0.040219933      4.1377315    0.030050549      7.4463592    0.057783558
            140      4.9449833    0.037124822      3.7426685    0.027871261      6.7256736    0.052936777
            145      4.4319115    0.035888735       3.340442    0.026721568      6.0571414     0.05155128
            150      4.0415055    0.035283773      3.0369578    0.026046297      5.5443652    0.050745668
            155      3.5760751    0.032574692      2.6928894     0.02419922      4.8936043    0.047075184
            160      3.3198551    0.031630888      2.4849538    0.023303588       4.575417    0.045484475
            165       2.920295    0.029421959      2.1929944    0.021830408      4.0088133    0.042423183
            170      2.7085976    0.030039394        2.02253    0.021945577      3.7434289    0.043898501
            175      2.4570808    0.026340021      1.8356082    0.019486242      3.3938656    0.037906169
            180      2.1923401    0.025102368      1.6347773    0.018475818      3.0356496    0.036392185
            185      2.1187996    0.036809104      1.5772308    0.026064528      2.9382653    0.054861489
            190      1.8982903    0.023364773      1.4124102    0.017214625      2.6354716    0.033875161
            195      1.7241282    0.024893819      1.2794971    0.017969411      2.3995683     0.03666402
            200      1.5857938    0.021893664      1.1753923    0.015994245      2.2115771    0.031863549
            205      1.4340778    0.021122391      1.0705284    0.016122906      1.9830883    0.032371375
            210      1.3556844      0.0198183      1.0056838    0.014577699      1.8887438    0.029035961
            215       1.218528    0.018779824     0.90177333    0.013744791      1.7028626    0.027458119
            220      1.1773955     0.02040138     0.87023091    0.014637468      1.6467487    0.030449168
            225      1.0297651    0.019374486     0.75656356     0.01384276        1.45033    0.028795105
            230     0.97957816    0.017733536     0.72271861    0.012929665      1.3736514    0.026648431
            235     0.88370282    0.016005538     0.65255715    0.011705019      1.2369651    0.023353422
            240     0.85816603    0.016837615     0.63200527    0.012146575      1.2059461    0.024958142
            245     0.78403099    0.017634771     0.57618034     0.01255751      1.1046518    0.026387358
            250     0.75310981    0.018957554     0.55256886    0.013250091      1.0626043     0.02880942
            255     0.66926011    0.014087534     0.49340109    0.011446267     0.94010629     0.02336904
            260     0.62288333    0.018221929     0.45387669     0.01264868     0.88640311    0.027729597
            265     0.58759739    0.013035005     0.43127458   0.0094748259     0.82848963    0.019193309
            270     0.56135801    0.013833453     0.40846806   0.0097991942     0.79997079    0.020767197
            275     0.52257546    0.012477068     0.38227761   0.0090413659       0.740002    0.018604905
            280     0.49647554    0.012391334     0.36149248   0.0088787455     0.70704691    0.018366699
            285     0.45060284    0.011887835     0.32800942   0.0085253448     0.64168699    0.017769644
            290     0.41929028    0.011956208     0.30537874    0.008481381     0.59688803    0.017954495
            295      0.4158896    0.011351502     0.30172391   0.0080820491      0.5947807    0.017028279
            300     0.41280104    0.014959811     0.29810278    0.010334948     0.59327462    0.022846661
            305     0.37253439    0.011505101     0.26943623   0.0081065985     0.53435373    0.017239916
            310     0.34740936    0.013811677     0.25134804    0.009361051     0.49835001    0.021694867
            315     0.31898486   0.0099589977     0.23028209   0.0070916989     0.45888421    0.014848363
            320     0.29135531   0.0098355079     0.21029516   0.0069484615     0.41916859    0.014853437
            325     0.28619951   0.0090547767      0.2078011   0.0065037499     0.40887112    0.013371039
            330     0.27345732   0.0088675407     0.19892178   0.0064016264     0.39004244    0.013211961
            335     0.25251319   0.0084413178     0.18281948   0.0060815406     0.36195587    0.012503691
            340     0.22390351   0.0093287671     0.16163887   0.0065355997     0.32201251    0.014141563
            345     0.22262999   0.0082681147     0.16107031   0.0058857242     0.31927808    0.012342701
            350     0.21205573   0.0078854144     0.15291859   0.0056179285      0.3053405    0.011759622
            355     0.19346607   0.0081748616     0.13734519   0.0056832825     0.28378334    0.012468819
            360      0.1889548   0.0075513693      0.1356632   0.0053639355     0.27331656    0.011270208
            365     0.16470074   0.0069232381     0.11886669   0.0049264235      0.2368852    0.010370393
            370      0.1571951   0.0068320022     0.11252193   0.0048351077     0.22854359    0.010287551
            375     0.15056983   0.0063734083     0.10864657   0.0045636911      0.2169157   0.0095051006
            380      0.1397735   0.0069552068     0.10160763   0.0049098412     0.19939619    0.010577709
            385     0.14660637   0.0076043679     0.10584894   0.0052962949     0.21093502    0.011629609
            390     0.13562601   0.0065592972       0.097995   0.0046230121     0.19534796    0.010033386
            395     0.12944733   0.0067029403    0.092954372   0.0047167393      0.1872776    0.010070323
            400     0.11714156    0.006965591    0.083992397   0.0048319034     0.16996197    0.010648014
            405      0.1247693   0.0074411539     0.08925922   0.0051549621     0.18133056    0.011452185
            410     0.10697698   0.0057660818    0.076404543   0.0040446656     0.15588732   0.0087761658
            415     0.10535123   0.0059716679    0.074763536   0.0041401825     0.15451089   0.0091354737
            420    0.089864697   0.0049866571     0.06490161   0.0035326137     0.12935494    0.007579988
            425     0.10003142    0.005351058    0.071097418   0.0037930781     0.14650338   0.0079989261
            430    0.093194477   0.0051644194    0.066542429   0.0036958789     0.13628859   0.0078021622
            435    0.091923138   0.0087081548    0.065507204   0.0056827358     0.13419907    0.014178411
            440    0.076392499   0.0046205967    0.054451367   0.0032659539     0.11155975   0.0069678333
            445    0.085917211   0.0050590847    0.060454372    0.003544484     0.12724354   0.0076750416
            450    0.072959723   0.0053832448    0.052287879   0.0037415281     0.10583758   0.0082479359
            455    0.062927061   0.0041925329    0.044450086   0.0029529714    0.092846887   0.0063092142
            460    0.060491144    0.004264526    0.042786242   0.0029448456    0.089181749   0.0065941373
