#          pt_b        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      1355.2737     0.60026117      1086.2645     0.46406558      1761.4151     0.90171724
              5      1698.8769     0.64710269      1366.2821      0.5021667      2192.6544      0.9461901
             10      1107.7125     0.53728724      895.00998     0.42215645       1417.816     0.76491699
             15      701.57084     0.43403187      568.88775      0.3433081      892.57743     0.60598155
             20       461.4178     0.35548282      375.26066      0.2835661      584.23026     0.49221542
             25      316.90022     0.29613515      258.19582     0.23760359      399.97668     0.40792794
             30      224.28236     0.24992136      183.06102     0.19998382      282.26736     0.33917502
             35      164.61277     0.21569729      134.59347      0.1733288      206.57076      0.2932168
             40      123.35682     0.18658228      100.98029     0.15014849      154.50701     0.25155249
             45      94.857065     0.16293246      77.764391     0.13197124      118.53175     0.22038151
             50      74.188411     0.14398311      60.847011     0.11602802      92.593462     0.19159428
             55      58.812017     0.12839862      48.297933     0.10367334      73.273453     0.17090346
             60      46.993257     0.11494934      38.674019    0.093211904      58.356659      0.1535277
             65      38.193188     0.10357015      31.459875      0.0857657      47.359197     0.14329665
             70       31.65421    0.095862437      26.107349    0.081469746      39.172194     0.13716372
             75      26.348277     0.08641616      21.677042    0.069961416      32.674196     0.11359759
             80      21.715213     0.07821418      17.864608    0.063326426       26.89714     0.10383853
             85      18.528986    0.072602242      15.204508    0.059253508      23.011093    0.098118743
             90       15.65642    0.066309372      12.844379    0.053533335      19.435351    0.087870698
             95      13.263275    0.061670919      10.880626    0.049641578      16.448689    0.082456598
            100      11.501377    0.057708263      9.4262353    0.046505871      14.270225    0.077960176
            105      9.9818854    0.053350277       8.159515    0.043640662      12.423043    0.073259053
            110      8.6240221    0.049847903      7.0442478    0.039973032      10.742548    0.066864689
            115      7.5174995    0.046159061      6.1388804    0.037327854      9.3567968    0.062663907
            120      6.5233209    0.043291756      5.3274767    0.034752817      8.1172989    0.058285143
            125      5.7195034    0.040639407      4.6631449    0.032606612      7.1288778     0.05496555
            130      4.9868595    0.038430301      4.0695902    0.031060724      6.2028311    0.053544533
            135      4.3946267    0.035498325      3.5757011    0.028293159      5.4871841    0.047772648
            140      4.0145741    0.035986369      3.2557928    0.028116854      5.0320498    0.049325717
            145      3.4716245    0.032545175      2.8210204    0.025728249      4.3367264    0.044606807
            150      3.1395415     0.03047769      2.5479003    0.024130765      3.9290094    0.041243426
            155      2.8126739    0.028355928      2.2752047    0.022476168      3.5329154    0.038068305
            160      2.4750264    0.026549759      2.0058125    0.021114548      3.1019045    0.035726879
            165      2.2235172    0.025305369      1.8029744    0.020196928      2.7817851    0.034574354
            170       1.993206    0.024123549      1.6170479    0.019060991      2.4916758    0.032696216
            175      1.8408503    0.024068896      1.4867535    0.018818393      2.3152373    0.032787486
            180      1.6320672    0.022358956      1.3187436    0.017541229      2.0503152    0.030685338
            185      1.4783737    0.021490622      1.1980947    0.016861225      1.8489742    0.029869004
            190      1.3340854    0.019850555       1.076793    0.015605475      1.6772435    0.026855925
            195      1.2263603    0.019028515     0.98642628    0.014904572      1.5489348    0.025731947
            200      1.1080405    0.018359644      0.8934541    0.014408817      1.3951489    0.025324307
            205     0.98608904    0.017268419     0.80488966    0.013760388      1.2199858    0.023981187
            210     0.93702769    0.017505544     0.75783296    0.013696678       1.172492    0.024396319
            215     0.84350999    0.016914961     0.68403739    0.013161211      1.0521467    0.023365608
            220     0.78656221    0.016080715     0.63536487     0.01238648     0.98601269    0.022500448
            225     0.73656181    0.015000591     0.59063937    0.011652935     0.93204671     0.02054993
            230     0.65156729    0.013921784     0.52686881     0.01090344     0.81596707    0.019083369
            235     0.60470178    0.013440705     0.48654952    0.010501104     0.76074516    0.018484619
            240     0.55050184    0.012934221      0.4469324    0.010258875     0.68473855    0.017972009
            245     0.47811011    0.012185648      0.3844926   0.0094151679     0.60276048     0.01684458
            250     0.47073866    0.012567788     0.37908374   0.0095646679     0.59126799    0.017795342
            255     0.44324219    0.011701557     0.35932654   0.0091231769     0.55223141    0.016232376
            260     0.39939967    0.011554194     0.32504372   0.0092613942     0.49391191    0.017029082
            265     0.37149196    0.010548008     0.30351598   0.0083215908     0.45791908    0.014696311
            270     0.33523192    0.010109485     0.26762543   0.0079055365     0.42602529    0.014007526
            275     0.31557461   0.0099467626     0.25389869   0.0077756058       0.396317    0.013714578
            280     0.28191266   0.0093533383     0.22718084   0.0072790956     0.35294857    0.012798289
            285     0.28234789   0.0097155186     0.22586557   0.0074483223     0.35816957    0.013507072
            290      0.2617283   0.0090240111     0.20833717   0.0069687486     0.33364173    0.012376072
            295     0.22914934   0.0081553201      0.1825639   0.0063617206     0.29154243    0.010999524
            300     0.20652476   0.0088583543     0.16494219   0.0066319386     0.26178003    0.012655165
            305     0.19795523   0.0075793454     0.15665475   0.0058201388     0.25473454    0.010430497
            310     0.19519366   0.0082715126     0.15717714   0.0064019268     0.24480286    0.011775473
            315     0.16660499   0.0070879258      0.1345931   0.0055105597     0.20819256   0.0096796813
            320     0.15646649   0.0070477621     0.12852125   0.0055964556      0.1904303    0.010151748
            325     0.15939525   0.0073587068     0.12901251   0.0056015997      0.1982413     0.01043502
            330     0.13984642   0.0064669405     0.11142863   0.0049661537     0.17795653   0.0089160543
            335     0.13433889   0.0064653451     0.10735532   0.0049495786      0.1698599   0.0091352534
            340      0.1353811   0.0077113258     0.10925186   0.0057649702     0.16902014    0.011065456
            345     0.11321047   0.0060917891    0.092014006   0.0047585663     0.13961927   0.0084524924
            350     0.12008037   0.0070242507    0.096487749   0.0053726243     0.15068488    0.010078522
            355     0.11063617   0.0062496183     0.08840453   0.0047220063     0.13988163   0.0087697017
            360    0.082871367   0.0050420014    0.065490295   0.0038653175     0.10647043   0.0069308115
            365    0.092581345   0.0087675458     0.07547736   0.0073227335     0.11475581    0.011304958
            370    0.080482839   0.0048490991    0.066671473   0.0039934082    0.096615197    0.006873616
            375    0.084141294   0.0049601632    0.066114877   0.0037764438     0.10919244   0.0069045373
            380    0.082504219   0.0058628183     0.06506055   0.0043120556     0.10616882   0.0085452193
            385    0.079118273   0.0052960755    0.061997387    0.003964722     0.10272017   0.0075118843
            390    0.061209891   0.0042096568    0.049437189   0.0033352917    0.076243375   0.0059005671
            395    0.068876511   0.0045684697    0.056002349   0.0035521993    0.085159023   0.0062917712
            400    0.063189402   0.0041825535    0.053373405     0.00457362    0.073105399    0.010086534
            405    0.059559576   0.0042654622    0.047087878   0.0032475944    0.076456006   0.0060762594
            410    0.057059213   0.0044728865    0.045807007   0.0034296917    0.071684192   0.0062225556
            415    0.056781541   0.0047521006    0.044110474   0.0035043315    0.074602817   0.0067870365
            420    0.042229827   0.0035939748    0.034211791   0.0029016369    0.052225412   0.0058800676
            425    0.036128962   0.0034768282    0.029111702   0.0026206917     0.04504192   0.0051491747
            430    0.043310348   0.0037013428    0.034791593    0.002859416    0.054323962   0.0050860236
            435    0.047242793    0.011965593    0.035933157   0.0081169798    0.063600756    0.018305271
            440    0.036417954   0.0033366514     0.02893725   0.0025497815     0.04624255   0.0046334119
            445    0.029195658   0.0038705432    0.022951491   0.0027640711     0.03766449   0.0057340922
            450    0.031495041   0.0034221478    0.024926003   0.0025448846     0.04035015   0.0049396172
            455    0.033447664   0.0035329326    0.026130951   0.0026249446    0.043497749   0.0050594839
            460    0.030876523   0.0030194412    0.024586315   0.0023430223    0.039192201   0.0040831381
            465    0.040547378    0.011424975    0.030657119    0.007588647    0.055129546    0.017936902
            470    0.025481782   0.0028039721    0.020298631   0.0021125403     0.03220552   0.0039938346
            475    0.023353444   0.0028168331    0.018209107   0.0021057326       0.030424   0.0039509254
            480    0.024807867    0.002755836    0.019964846   0.0021509546     0.03089979   0.0036968442
            485    0.022685006    0.002933618    0.018370143   0.0022133661    0.027988817   0.0042270328
            490    0.019291206   0.0026611353    0.015671136   0.0019744267    0.023742435   0.0038415593
            495    0.027381813   0.0035142347    0.021920038   0.0026056162     0.03463515   0.0050484726
            500    0.027381813   0.0035142347    0.021920038   0.0026056162     0.03463515   0.0050484726
