#     total-CMS        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      9735.7105      3.3334379      7882.7741      2.6304001      12404.954      4.8017249
              1      9735.7105      3.3334379      7882.7741      2.6304001      12404.954      4.8017249
