# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      3.7698958    0.016062709      3.0587078    0.012874035      4.7798083    0.021323017
             50      4.0339964    0.016602245      3.2819414    0.013341047      5.0983817    0.021884687
             70      2.7419883    0.013673625       2.238188    0.011081561      3.4492018    0.018118063
             90      1.8030429    0.011249481      1.4782499    0.009725578      2.2539855    0.016038031
            110      1.0294896   0.0060094249     0.83707922    0.004831243      1.2986032   0.0079308394
            150     0.47670446   0.0037274662     0.38379198   0.0029578021     0.60698616   0.0049726129
            200     0.47670446   0.0037274662     0.38379198   0.0029578021     0.60698616   0.0049726129
