#   total-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      20523.515      3.8575618      16421.163      3.0284423      26172.108      5.5307459
              1      20523.515      3.8575618      16421.163      3.0284423      26172.108      5.5307459
