# pt_bbZ-ptj200        central        num_err    min (scale)        num_err    max (scale)        num_err
              0    0.068523424     0.00458534    0.050129164   0.0032969944    0.097355663   0.0068608831
              5     0.20301913   0.0075584691     0.14918633   0.0055240566     0.28656589    0.011201054
             10     0.33051514    0.010262685      0.2411323   0.0073455182     0.47040138    0.015274772
             15     0.43434184    0.011445322      0.3162401   0.0082340276     0.61980002      0.0169816
             20     0.60361895    0.015806958     0.44027987    0.011065702      0.8597333    0.023978042
             25     0.69257757    0.014114268     0.50539998    0.010212828     0.98520004     0.02082556
             30     0.83479977    0.018277435     0.61517131    0.013129143      1.1750765    0.027836414
             35     0.95147659    0.018155724     0.69479571    0.013008381      1.3529054     0.02721623
             40      1.0712501    0.018178497      0.7836397     0.01309929      1.5200473    0.026945066
             45      1.1508669    0.022219114     0.84175207    0.015688443      1.6327866    0.033817967
             50      1.2986741    0.022527065     0.95383449    0.015968441      1.8347762    0.034014936
             55      1.3355932    0.019602681     0.98167294     0.01427435      1.8834015    0.028695562
             60      1.4363544    0.022545709      1.0553192    0.016048897      2.0270479    0.033794813
             65      1.5105657     0.02222828      1.1166857     0.01614708       2.115792    0.032743286
             70      1.5858981    0.021836031      1.1720853    0.016497399      2.2225604    0.033349562
             75       1.601116    0.021707715      1.1854668    0.015883104      2.2390312    0.031752408
             80      1.6304167    0.022603469      1.2094882    0.016509065      2.2753283      0.0335933
             85      1.7087935    0.022324795      1.2634656      0.0163204      2.3925088    0.032512517
             90      1.7655689    0.024628384      1.3060351    0.017695292      2.4718093    0.036912127
             95      1.7778027    0.032730528       1.317218    0.023039923      2.4828307    0.049096618
            100      1.8287033     0.02380516      1.3574435     0.01745209      2.5483338    0.035026101
            105      1.8368623    0.023883836      1.3622833     0.01729737      2.5626149    0.035229601
            110      1.7917656    0.023468056      1.3326789     0.01715296      2.4906336    0.034317532
            115       1.879679    0.025179349      1.4030211    0.018329635      2.6013337    0.036865927
            120      1.9117638    0.024174132      1.4227021    0.017663107      2.6550087    0.035208764
            125      1.9330717    0.029422801      1.4444416    0.020908591      2.6720961    0.043959657
            130      1.9495182    0.023448384      1.4571712    0.017335607      2.6923794    0.033894244
            135      1.9290763    0.023274363      1.4427883    0.017224189       2.662544    0.033386712
            140      1.9394092    0.023341112      1.4527243    0.017272388      2.6701717     0.03361977
            145      1.9347762    0.023366519      1.4624235    0.018335498      2.6356184    0.036513193
            150       2.018436    0.024751895      1.5146667    0.018232183      2.7725019    0.035759892
            155      2.0438541    0.024047504      1.5391561    0.017935801      2.7949828    0.034298946
            160      2.0873872    0.024473471      1.5751783    0.018218352      2.8472911    0.035074947
            165      2.1194664    0.024965533      1.6042487    0.018679967      2.8806706    0.036084281
