#  pt_Z-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       145.2612     0.22757997      117.05581     0.17237153      195.27037     0.37341553
              5       358.2788     0.34690412      288.08805     0.26322164      477.43605     0.55145079
             10      435.23086     0.37177669       349.3707     0.28367653      573.41992     0.56942222
             15      424.71674     0.35963346      340.47672     0.27596029      554.84289     0.53498225
             20       377.5878     0.33378579       302.4397     0.25772355      490.14925     0.48705398
             25      320.19924     0.30423321       256.2564     0.23596814      413.77715     0.43715441
             30      264.81863     0.27399338      211.70499     0.21314009      341.26012     0.38803167
             35      214.58129     0.24511495      171.41931     0.19173053      275.69123     0.34579945
             40      172.57812     0.21804958      137.60524     0.17077548      221.57009     0.30403179
             45      136.47979     0.19258596      108.68356     0.15108463      174.93495     0.26643261
             50      107.99282     0.17065443      85.804266      0.1338599      138.41649     0.23462359
             55      86.142786      0.1512513      68.300401     0.11871056      110.51782     0.20650664
             60      68.767288     0.13505512      54.547674      0.1067407      88.087888     0.18638599
             65      56.093775     0.12173092       44.46731    0.095987323      71.879818     0.16640056
             70      45.383042     0.10936324      36.000386    0.085961619      58.079909      0.1479752
             75      37.181571    0.099480803      29.499343    0.078455554       47.56413     0.13577747
             80      30.435653    0.089600895      24.154211    0.070760216      38.912202     0.12224198
             85      25.018703    0.081234101      19.881065    0.064089103      31.925355     0.11022567
             90      20.673281    0.073797081      16.424707     0.05824628      26.385563     0.10033363
             95      17.122152    0.067334763      13.617652    0.053424812      21.819421    0.092519659
            100      14.124592    0.061219808      11.221021    0.048113804      18.027586    0.082607869
            105      11.785138    0.055820054      9.3675389    0.044039638      15.031086    0.075401524
            110      9.8662729    0.051485083      7.8483645     0.04051125      12.569166    0.069732478
            115      8.2558113    0.046806862      6.5572402    0.036850188      10.541456    0.063219055
            120      6.9666537    0.042962003      5.5448275    0.034152195      8.8683244    0.059004385
            125      5.8775652    0.039611589        4.68725    0.031377185      7.4605209    0.054270926
            130      5.0056537    0.036527066      3.9828569    0.028775113       6.374944    0.049507742
            135      4.2653163    0.033681101      3.4066751    0.027038129      5.4038533    0.048389821
            140      3.5966619     0.03129135      2.8638269    0.024737132      4.5852111    0.043588253
            145      3.0395857    0.028416686       2.415602    0.022333045      3.8825917    0.038719188
            150      2.6159996    0.026793704      2.0865981    0.021366012      3.3242525    0.038028343
            155       2.234939    0.024711222      1.7788139    0.019381054      2.8467978    0.034060033
            160      1.8944717    0.022601603       1.505055    0.017994563      2.4193237    0.031712801
            165      1.6496687     0.02124179      1.3094154    0.016550179      2.1083121    0.029245368
            170      1.4440599    0.019668308        1.14476    0.015484905      1.8488202    0.027644282
            175      1.2453773    0.018315537     0.99186322    0.014337196      1.5825182     0.02544993
            180       1.091563     0.01722236     0.86875063    0.013585055      1.3888761    0.024301855
            185      0.9523783    0.016005056     0.75617495    0.012552299      1.2142043    0.022373134
            190     0.83860623     0.01502191     0.66414688    0.011961059      1.0725287    0.021370882
            195     0.69595833    0.013701834     0.54919754    0.010644325     0.89479592    0.018982739
            200     0.60618201     0.01298069     0.48421835    0.010142936     0.76540179    0.018255631
            205     0.55320572    0.012277636     0.44039512   0.0095458539     0.70182606    0.016993741
            210     0.48516999    0.011425135     0.38505912    0.008956854     0.61794916    0.016174868
            215     0.42836665    0.010886269     0.34458815    0.008765951     0.53475894    0.016234074
            220     0.38719665    0.010382355     0.30428075   0.0080014739     0.49995206    0.014517927
            225     0.32068768   0.0093425123     0.25232113   0.0072044279     0.41313079    0.013483237
            230     0.29970749   0.0092271029     0.23755778   0.0071093928     0.38178978     0.01311438
            235     0.25891597   0.0085043894     0.20571053   0.0065909748     0.32814902    0.012259456
            240     0.23550063   0.0081005072     0.18762932   0.0062858978     0.29750551     0.01144057
            245     0.22110058   0.0078670834      0.1745537    0.006019028     0.28305808    0.011351742
            250     0.19509533   0.0073802436     0.15629743   0.0057781141     0.24416007    0.010560479
            255     0.18376885   0.0070942956      0.1463136   0.0057829827     0.23212289    0.010698797
            260     0.13771932   0.0063515073     0.11175846   0.0049787717     0.16871692   0.0094966715
            265     0.13306116   0.0060762921     0.10492236   0.0046620671     0.17042847   0.0086011757
            270     0.12523242   0.0058459584    0.098377299   0.0045148982     0.16119502   0.0082601466
            275     0.11015791   0.0056057471     0.08629488   0.0042553198     0.14208298   0.0078960784
            280    0.099859285   0.0053290991    0.077968635   0.0040578788     0.12963895   0.0076068886
            285    0.091702776   0.0055081859     0.07171668   0.0040787795     0.11855432   0.0081684097
            290    0.083056709   0.0048127243    0.065420807   0.0036488415     0.10624336   0.0069106489
            295    0.070018547   0.0043887514     0.05650702   0.0035277508    0.086442529   0.0063551583
            300     0.05288315   0.0038889899    0.041714022   0.0030032592    0.067325698   0.0055264774
            305    0.057124753   0.0040409435    0.045578676   0.0030711183    0.071551272   0.0060098471
            310    0.051815538   0.0038051307    0.040755138   0.0028922312    0.066404013   0.0054451726
            315    0.050757649   0.0037169678    0.039047691   0.0027749765    0.067209909   0.0055681027
            320    0.047153134   0.0043575332    0.036916285   0.0030970853    0.060863914   0.0067488044
            325    0.038133248   0.0033115742    0.030183105   0.0025448563    0.048304778   0.0048869409
            330    0.033663365    0.003141031    0.027136114   0.0025848162    0.040988814   0.0049468922
            335    0.035869299    0.003199372    0.027693971   0.0023967487    0.047037151   0.0045343495
            340    0.030291244   0.0029146989    0.023999892   0.0022696192    0.038300382   0.0040772488
            345    0.021479492   0.0025954658    0.018586489   0.0020618959    0.023261653   0.0035922422
            350     0.02317146   0.0027629362    0.018343046   0.0020368224    0.029309405   0.0040630414
            355      0.0254523   0.0027316635    0.020277276   0.0021263546    0.031816947   0.0040929168
            360    0.019231638   0.0022753221    0.014728566   0.0017274905    0.025491796   0.0031771763
            365    0.016484261   0.0022338206    0.012558663    0.001619333    0.022114887   0.0032918775
            370    0.018232592   0.0023025724    0.014404076    0.001737481    0.023130073   0.0033164861
            375    0.018232592   0.0022477359    0.013688591   0.0016509301    0.025004509   0.0033118238
            380    0.015119225   0.0021372267      0.0115407   0.0015628277    0.020152952   0.0032128143
            385    0.018232592   0.0022198153    0.014112248   0.0016903193    0.023807604   0.0031751878
            390    0.014236408   0.0019823185    0.011561533   0.0018625098    0.017291231    0.003664751
            395   0.0093038986   0.0018021357   0.0074177552   0.0012801709    0.011526639   0.0030166288
            400    0.012557711   0.0020859425    0.009737399   0.0015267741    0.016482529   0.0030877572
            405    0.010989508   0.0016566478   0.0085864229   0.0013325669    0.014075091   0.0022838472
            410   0.0097406999   0.0016753638   0.0076894633   0.0012588549    0.012275447    0.002390805
            415   0.0079923692   0.0015395525    0.006227415   0.0011515719    0.010341666   0.0022150179
            420   0.0072430845   0.0013449398   0.0053907091   0.0010197197    0.010009863    0.001923998
            425   0.0064937999   0.0013679319   0.0050951415   0.0010184939   0.0083577615   0.0020022984
            430    0.006993323   0.0014562704   0.0056806436   0.0010824161   0.0083735454   0.0022858817
            435   0.0071269001   0.0014424098    0.005881923   0.0011240979   0.0083204451    0.002091079
