# dy_Z_bjet1-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
              0      747.34061      1.6265321      611.96108      1.3304245      932.23177      2.2805248
            0.4      657.91138      1.2377771      538.14825     0.99491053       821.6272      1.6723143
              1      482.18609      1.0602238       394.3612     0.85330679      602.44564       1.423115
            1.6      299.52067     0.77034616      244.89433     0.62109431      374.41911      1.0227192
            2.3       123.9016     0.39470066      101.28801     0.33901852      154.48978     0.56368948
            3.4      18.293581     0.14615633      14.784119     0.11602948      23.087848     0.19606611
            4.6      18.293581     0.14615633      14.784119     0.11602948      23.087848     0.19606611
