#       pt_lep1        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      2.4111615    0.029416265      1.9338836    0.022155281       3.233728    0.047116878
              5      26.369928    0.094178189      21.247172    0.072124295      34.892752     0.14483854
             10      82.183705     0.16282687       66.34455     0.12573884      107.66094      0.2442927
             15      162.88938     0.22600516       131.5805     0.17564352      212.04908     0.33696358
             20      261.46402      0.2829188      211.23158     0.22012733      339.39572     0.41642128
             25      376.64292     0.33590655      304.40937     0.26233756      487.51617     0.49486301
             30       517.4338      0.3907519      418.15436     0.30448715      668.92287     0.57126957
             35      735.63467      0.4583501      594.65497     0.35729025      950.10475     0.67121327
             40      991.67845     0.52203861      801.85423     0.40715911      1276.7593     0.76093339
             45       797.7844     0.46476946      644.70756     0.36562143      1019.9563     0.65992037
             50      586.08769     0.39758711      473.65593     0.31604638      745.50311     0.55733416
             55      433.94936     0.34215585      350.65691     0.27173958       550.5284     0.46952434
             60      328.12803      0.2972487      265.22197     0.23702705      415.40144     0.40602118
             65      252.50985       0.261467      204.12343     0.20839133      319.20999     0.35411844
             70      197.39776     0.23140347      159.66156     0.18498889      249.14591     0.31306511
             75      155.93603     0.20512044      126.17319     0.16476365      196.60758     0.27742981
             80      125.20541     0.18409509      101.32607     0.14753512      157.76214     0.24755753
             85      101.20997     0.16583698      81.986828     0.13271418      127.32144     0.22151357
             90       82.38244     0.14952832      66.749158      0.1198476       103.5734       0.199858
             95      68.088458     0.13675073      55.225529     0.11064445      85.474401     0.18506119
            100      56.478381     0.12508484      45.798022     0.10030173      70.909951     0.16710221
            105      47.220291     0.11325559      38.274922    0.090883502      59.253291     0.15049943
            110      39.534891     0.10340914      32.033645    0.083173232      49.597506     0.13905787
            115      33.430142    0.095607751      27.066074    0.078428458      41.948437      0.1333404
            120      28.493777    0.088016563      23.019308    0.070638614       35.84885     0.11911443
            125      24.312899    0.081230128      19.627461    0.067495731       30.59669     0.11552175
            130      20.783318    0.075179299         16.756    0.060365438      26.190009     0.10239204
            135      18.153323    0.070612873      14.589282    0.056067029      22.962632    0.095104268
            140       15.64812    0.065669535      12.580305    0.052162786      19.779363    0.088525771
            145      13.648327    0.062932634      10.955142    0.049738182      17.277269     0.08648849
            150       11.78277    0.056850473      9.4613776    0.044987921      14.903402    0.076601751
            155      10.298329    0.053045234      8.2580012    0.042095243      13.044401    0.071877454
            160      9.1283349    0.049751105      7.3267387    0.039681287      11.548272    0.067647389
            165      7.9587322    0.046782532      6.3891934    0.037059481      10.059985    0.063458089
            170      7.1560286    0.050668637      5.7281333    0.038932895      9.0742273    0.070845472
            175      6.2987862    0.041404007      5.0505774    0.032916814      7.9659809    0.056719767
            180      5.5655843    0.048008145      4.4476118    0.036177733      7.0697412    0.068021227
            185      4.9823003      0.0370046      3.9862294    0.029186572      6.3164745    0.050609484
            190      4.4115056    0.035472665      3.5270537    0.027798983      5.5952471    0.048491732
            195      3.9804836     0.03411769      3.1686019    0.026628017      5.0807498    0.046770684
            200      3.5159423    0.031193704      2.8081586    0.024470844      4.4645765    0.042612677
            205      3.1755258    0.029718612       2.527511    0.023220417      4.0511012    0.040489472
            210      2.8887159    0.028411518      2.2985487    0.022236063      3.6851535    0.038592259
            215       2.591981    0.027408176      2.0588819    0.021232653      3.3139645    0.037486984
            220      2.3239157    0.025445957       1.855941    0.020021658      2.9492951    0.035188676
            225      2.0929492     0.02422836      1.6659266    0.018891307      2.6676482    0.033264634
            230      1.8670472    0.022702062      1.4869237    0.017979866      2.3758462    0.031980736
            235      1.7956062    0.024192519      1.4280841    0.018579612       2.289721    0.033785158
            240      1.6116655    0.021479801      1.2842803    0.016699413      2.0479426    0.029588927
            245      1.4458946    0.019822658       1.144234    0.015438764      1.8541638     0.02700714
            250      1.2782593     0.01899325      1.0164081    0.014801075      1.6293364    0.026012385
            255      1.2126762    0.018481213     0.96831186    0.014452088      1.5365965    0.025310367
            260      1.0712556    0.017209428     0.85029348    0.013351107      1.3681173    0.023580798
            265      1.0230971    0.017421472     0.81132309    0.013521702      1.3077248    0.024182959
            270     0.93292631    0.016207279      0.7407332    0.012646938      1.1902729    0.022162508
