qTcut          mu_R/GAo2      mu_F/GAo2      dXS +- err (NLO.CS.32.RA.QCD)     

independent    1              0.5            -nan            +- -nan           
independent    1              1              -nan            +- -nan           
independent    1              2              -nan            +- -nan           
