                0           5013.2051        41.7179
                5          -497.64141       0.608681
               10          -165.20647       0.529691
               15          -74.461026       0.496674
               20          -34.952451       0.474413
               25          -15.299989       0.441706
               30          -3.3672131       0.412702
               35           3.4213130       0.397594
               40           7.3817373       0.385754
               45           10.124675       0.353796
               50           11.182330       0.344169
               55           13.310318       0.318402
               60           12.384408       0.302448
               65           12.936139       0.308733
               70           12.338581       0.295171
               75           12.241289       0.255831
               80           11.775081       0.238928
               85           11.591457       0.226584
               90           10.857643       0.217171
               95           10.236319       0.202544
              100           9.8364181       0.197285
              105           9.0357989       0.194119
              110           8.7866995       0.183118
              115           8.1837675       0.172762
              120           7.8320621       0.158629
              125           7.2191149       0.148138
              130           7.1180524       0.142712
              135           6.4253633       0.139653
              140           5.9849094       0.128527
              145           5.5180202       0.129805
              150           5.2810271       0.115414
              155           5.0687758       0.119270
              160           4.5784184       0.105638
              165           4.2987924       0.101256
              170           4.0447546       0.102130
              175           3.9497158      0.0907173
              180           3.6009295      0.0859003
              185           3.2911826      0.0806488
              190           3.2009622      0.0797595
              195           2.8465347      0.0756116
              200           2.9143042      0.0701189
              205           2.5158210      0.0673546
              210           2.3752534      0.0650766
              215           2.4020307      0.0744212
              220           2.0722484      0.0700050
              225           2.0388459      0.0577937
              230           1.9052967      0.0600755
              235           1.9222153      0.0559108
              240           1.6953699      0.0507372
              245           1.5943803      0.0487218
              250           1.5175683      0.0461425
              255           1.4070229      0.0475007
              260           1.4436240      0.0437409
              265           1.2720901      0.0408585
              270           1.2409990      0.0421962
              275           1.1341588      0.0404346
              280           1.1157383      0.0360886
              285           1.0246669      0.0346115
              290           1.0096954      0.0371687
              295           1.0109650      0.0445935
              300          0.83541697      0.0347002
              305          0.87781349      0.0401687
              310          0.80397263      0.0310361
              315          0.74104243      0.0299311
              320          0.75228232      0.0310202
              325          0.69329695      0.0276943
              330          0.69698888      0.0260328
              335          0.61817422      0.0242621
              340          0.60486543      0.0258305
              345          0.57754075      0.0242211
              350          0.54685179      0.0231643
              355          0.54246367      0.0236738
              360          0.45003195      0.0214107
              365          0.49088336      0.0208895
              370          0.47231232      0.0206225
              375          0.37264228      0.0189882
              380          0.41504637      0.0188162
              385          0.42329332      0.0187172
              390          0.37219976      0.0187939
              395          0.35755905      0.0161883
              400          0.32599131      0.0162551
              405          0.32594608      0.0160426
              410          0.30868360      0.0161452
              415          0.30009112      0.0144723
              420          0.27746025      0.0147321
              425          0.27442388      0.0143408
              430          0.24204886      0.0162361
              435          0.26671948      0.0159396
              440          0.22911613      0.0147632
              445          0.21451194      0.0145092
              450          0.22437414      0.0133063
              455          0.20931249      0.0140111
              460          0.20435227      0.0116257
              465          0.19357603      0.0128090
              470          0.20017994      0.0119305
              475          0.17145777      0.0141106
              480          0.17545462      0.0106520
              485          0.15763477      0.0104281
              490          0.16140588     0.00991225
              495          0.14378790     0.00958347
