# pt_bbZ-ptj120        central        num_err    min (scale)        num_err    max (scale)        num_err
              0     0.38788604     0.06772026     0.38788604     0.06772026     0.38788604     0.06772026
              5      1.0517916    0.082524915      1.0517916    0.082524915      1.0517916    0.082524915
             10      1.6568072     0.11005432      1.6568072     0.11005432      1.6568072     0.11005432
             15      2.5334611     0.16920792      2.5334611     0.16920792      2.5334611     0.16920792
             20      4.0533578     0.27421631      4.0533578     0.27421631      4.0533578     0.27421631
             25      4.4762572     0.19930474      4.4762572     0.19930474      4.4762572     0.19930474
             30      5.6218231     0.26297613      5.6218231     0.26297613      5.6218231     0.26297613
             35       5.977021     0.24230442       5.977021     0.24230442       5.977021     0.24230442
             40       7.410194     0.30963852       7.410194     0.30963852       7.410194     0.30963852
             45      7.6850058     0.27419493      7.6850058     0.27419493      7.6850058     0.27419493
             50      8.5427525     0.33968032      8.5427525     0.33968032      8.5427525     0.33968032
             55      8.9555614     0.33274978      8.9555614     0.33274978      8.9555614     0.33274978
             60      9.8969354     0.42563583      9.8969354     0.42563583      9.8969354     0.42563583
             65      10.324275     0.38575763      10.324275     0.38575763      10.324275     0.38575763
             70      11.327528     0.47650824      11.327528     0.47650824      11.327528     0.47650824
             75      13.294784     0.67790045      13.294784     0.67790045      13.294784     0.67790045
             80      12.887219     0.47388059      12.887219     0.47388059      12.887219     0.47388059
             85      13.362586     0.49326667      13.362586     0.49326667      13.362586     0.49326667
             90      14.815648     0.55900327      14.815648     0.55900327      14.815648     0.55900327
             95      14.968604     0.67148482      14.968604     0.67148482      14.968604     0.67148482
            100      16.181288     0.57282498      16.181288     0.57282498      16.181288     0.57282498
            105      18.507312     0.89946935      18.507312     0.89946935      18.507312     0.89946935
            110      19.090817     0.65301833      19.090817     0.65301833      19.090817     0.65301833
            115      21.343877      1.1718339      21.343877      1.1718339      21.343877      1.1718339
            120      24.012109     0.76974558      24.012109     0.76974558      24.012109     0.76974558
            125      25.552488      1.0498602      25.552488      1.0498602      25.552488      1.0498602
            130      26.462426      1.0953976      26.462426      1.0953976      26.462426      1.0953976
            135      23.256487      0.6757984      23.256487      0.6757984      23.256487      0.6757984
            140      23.829445     0.79272149      23.829445     0.79272149      23.829445     0.79272149
            145      21.950648     0.76801889      21.950648     0.76801889      21.950648     0.76801889
            150      21.398601     0.73445643      21.398601     0.73445643      21.398601     0.73445643
