# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-2bjet
             30      6.5687834     0.15442305      6.5687834     0.15442305      6.5687834     0.15442305
             50      7.3919467     0.28014662      7.3919467     0.28014662      7.3919467     0.28014662
             70      4.7900156     0.17693843      4.7900156     0.17693843      4.7900156     0.17693843
             90      3.2479561     0.13354531      3.2479561     0.13354531      3.2479561     0.13354531
            110      1.8414668    0.096047356      1.8414668    0.096047356      1.8414668    0.096047356
            150     0.82434928    0.051242229     0.82434928    0.051242229     0.82434928    0.051242229
            200     0.82434928    0.051242229     0.82434928    0.051242229     0.82434928    0.051242229
