# m_bbZ-mbbZ150        central        num_err    min (scale)        num_err    max (scale)        num_err
              0              0              0              0              0              0              0
              1              0              0              0              0              0              0
              2              0              0              0              0              0              0
              3              0              0              0              0              0              0
              4              0              0              0              0              0              0
              5              0              0              0              0              0              0
              6              0              0              0              0              0              0
              7              0              0              0              0              0              0
              8              0              0              0              0              0              0
              9              0              0              0              0              0              0
             10              0              0              0              0              0              0
             11              0              0              0              0              0              0
             12              0              0              0              0              0              0
             13              0              0              0              0              0              0
             14              0              0              0              0              0              0
             15              0              0              0              0              0              0
             16    0.010051397    0.010050894    0.010051397    0.010050894    0.010051397    0.010050894
             17              0              0              0              0              0              0
             18    0.090518997    0.052827329    0.090518997    0.052827329    0.090518997    0.052827329
             19    0.023346927     0.02334576    0.023346927     0.02334576    0.023346927     0.02334576
             20    0.079486593    0.047542065    0.079486593    0.047542065    0.079486593    0.047542065
             21   -0.027028492     0.02702714   -0.027028492     0.02702714   -0.027028492     0.02702714
             22    0.081387148    0.048883237    0.081387148    0.048883237    0.081387148    0.048883237
             23     0.06602514    0.039945031     0.06602514    0.039945031     0.06602514    0.039945031
             24     0.24453911     0.14357446     0.24453911     0.14357446     0.24453911     0.14357446
             25    0.076501115    0.074846992    0.076501115    0.074846992    0.076501115    0.074846992
             26       0.165481    0.083720417       0.165481    0.083720417       0.165481    0.083720417
             27     0.10657877    0.081133295     0.10657877    0.081133295     0.10657877    0.081133295
             28    0.080035753    0.067520535    0.080035753    0.067520535    0.080035753    0.067520535
             29    0.016893857     0.12687142    0.016893857     0.12687142    0.016893857     0.12687142
             30     0.29139832     0.11157438     0.29139832     0.11157438     0.29139832     0.11157438
             31     0.28766313     0.10755369     0.28766313     0.10755369     0.28766313     0.10755369
             32     0.46396089     0.12992976     0.46396089     0.12992976     0.46396089     0.12992976
             33     0.31127989     0.10602916     0.31127989     0.10602916     0.31127989     0.10602916
             34     0.49142011     0.14765509     0.49142011     0.14765509     0.49142011     0.14765509
             35     0.55783464     0.16574587     0.55783464     0.16574587     0.55783464     0.16574587
             36     0.57926335     0.12760034     0.57926335     0.12760034     0.57926335     0.12760034
             37     0.68057542     0.14953353     0.68057542     0.14953353     0.68057542     0.14953353
             38      0.4354771     0.11178789      0.4354771     0.11178789      0.4354771     0.11178789
             39     0.57904469     0.15236676     0.57904469     0.15236676     0.57904469     0.15236676
             40     0.68419832     0.15165899     0.68419832     0.15165899     0.68419832     0.15165899
             41       1.069676     0.27544639       1.069676     0.27544639       1.069676     0.27544639
             42     0.89124246     0.17385707     0.89124246     0.17385707     0.89124246     0.17385707
             43     0.93716704     0.20620034     0.93716704     0.20620034     0.93716704     0.20620034
             44      1.4506899     0.24096644      1.4506899     0.24096644      1.4506899     0.24096644
             45      1.0502151     0.20623009      1.0502151     0.20623009      1.0502151     0.20623009
             46      1.1932012     0.23154948      1.1932012     0.23154948      1.1932012     0.23154948
             47      1.4705681       0.259365      1.4705681       0.259365      1.4705681       0.259365
             48      1.2991815     0.21886602      1.2991815     0.21886602      1.2991815     0.21886602
             49      1.5593724     0.23286288      1.5593724     0.23286288      1.5593724     0.23286288
             50      1.7350296     0.34751099      1.7350296     0.34751099      1.7350296     0.34751099
             51      1.8159318     0.29663325      1.8159318     0.29663325      1.8159318     0.29663325
             52       1.746831     0.24612348       1.746831     0.24612348       1.746831     0.24612348
             53      2.1828028     0.40500144      2.1828028     0.40500144      2.1828028     0.40500144
             54      1.9069464     0.28279681      1.9069464     0.28279681      1.9069464     0.28279681
             55      2.5270038     0.40030574      2.5270038     0.40030574      2.5270038     0.40030574
             56      2.4965619     0.43419735      2.4965619     0.43419735      2.4965619     0.43419735
             57      2.8687587     0.36712134      2.8687587     0.36712134      2.8687587     0.36712134
             58      3.0692598     0.34475222      3.0692598     0.34475222      3.0692598     0.34475222
             59      2.6947793     0.31909696      2.6947793     0.31909696      2.6947793     0.31909696
             60      3.1146486     0.43803858      3.1146486     0.43803858      3.1146486     0.43803858
             61       3.559169     0.58649278       3.559169     0.58649278       3.559169     0.58649278
             62      3.6547962     0.41695554      3.6547962     0.41695554      3.6547962     0.41695554
             63      3.6874253     0.45137967      3.6874253     0.45137967      3.6874253     0.45137967
             64      4.8656731     0.48007884      4.8656731     0.48007884      4.8656731     0.48007884
             65      4.8943279      0.4877524      4.8943279      0.4877524      4.8943279      0.4877524
             66      5.3785949     0.56735959      5.3785949     0.56735959      5.3785949     0.56735959
             67      5.8326445     0.81557209      5.8326445     0.81557209      5.8326445     0.81557209
             68      4.8896188      0.5262375      4.8896188      0.5262375      4.8896188      0.5262375
             69      6.9618944      1.2013035      6.9618944      1.2013035      6.9618944      1.2013035
             70      6.0918422     0.60050307      6.0918422     0.60050307      6.0918422     0.60050307
             71      6.2552666     0.56216336      6.2552666     0.56216336      6.2552666     0.56216336
             72      8.2916903      1.3902581      8.2916903      1.3902581      8.2916903      1.3902581
             73      7.9995386     0.85271455      7.9995386     0.85271455      7.9995386     0.85271455
             74        7.28676     0.61694076        7.28676     0.61694076        7.28676     0.61694076
             75      9.2725777       1.280275      9.2725777       1.280275      9.2725777       1.280275
             76      8.7068219     0.76736955      8.7068219     0.76736955      8.7068219     0.76736955
             77      11.344328     0.85411227      11.344328     0.85411227      11.344328     0.85411227
             78      11.961077     0.87674239      11.961077     0.87674239      11.961077     0.87674239
             79      11.729271     0.83299843      11.729271     0.83299843      11.729271     0.83299843
             80      13.371827     0.77434331      13.371827     0.77434331      13.371827     0.77434331
             81      15.587432      1.1575843      15.587432      1.1575843      15.587432      1.1575843
             82       15.98722      1.1560273       15.98722      1.1560273       15.98722      1.1560273
             83      18.766933     0.92174628      18.766933     0.92174628      18.766933     0.92174628
             84      22.106975      1.4078956      22.106975      1.4078956      22.106975      1.4078956
