#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
            180      2.1092197     0.22317052      2.1092197     0.22317052      2.1092197     0.22317052
            185      2.7494392      0.4384579      2.7494392      0.4384579      2.7494392      0.4384579
            190      2.2107086      0.5100537      2.2107086      0.5100537      2.2107086      0.5100537
            195      1.8905418     0.17211433      1.8905418     0.17211433      1.8905418     0.17211433
            200      1.9074165     0.24805637      1.9074165     0.24805637      1.9074165     0.24805637
            205       1.266384     0.12317267       1.266384     0.12317267       1.266384     0.12317267
            210      1.3665208     0.13818355      1.3665208     0.13818355      1.3665208     0.13818355
            215      0.9749646    0.093168918      0.9749646    0.093168918      0.9749646    0.093168918
            220      1.1513981     0.12927562      1.1513981     0.12927562      1.1513981     0.12927562
            225     0.86984525     0.10105036     0.86984525     0.10105036     0.86984525     0.10105036
            230      1.0850075     0.20874994      1.0850075     0.20874994      1.0850075     0.20874994
            235     0.76756237    0.088334837     0.76756237    0.088334837     0.76756237    0.088334837
            240      1.1450003     0.28675972      1.1450003     0.28675972      1.1450003     0.28675972
            245     0.78152391     0.13932039     0.78152391     0.13932039     0.78152391     0.13932039
            250     0.56577375      0.0983484     0.56577375      0.0983484     0.56577375      0.0983484
            255     0.52304693    0.088067972     0.52304693    0.088067972     0.52304693    0.088067972
            260     0.69671988     0.13920238     0.69671988     0.13920238     0.69671988     0.13920238
            265     0.44788011     0.07697183     0.44788011     0.07697183     0.44788011     0.07697183
            270     0.39835185      0.0520083     0.39835185      0.0520083     0.39835185      0.0520083
            275     0.78993306     0.41539162     0.78993306     0.41539162     0.78993306     0.41539162
            280     0.43584637    0.070677877     0.43584637    0.070677877     0.43584637    0.070677877
            285     0.36282168    0.062920124     0.36282168    0.062920124     0.36282168    0.062920124
            290     0.37252157     0.12092951     0.37252157     0.12092951     0.37252157     0.12092951
            295     0.27791877    0.049941831     0.27791877    0.049941831     0.27791877    0.049941831
            300     0.27021821    0.069953756     0.27021821    0.069953756     0.27021821    0.069953756
            305     0.37142413    0.070348613     0.37142413    0.070348613     0.37142413    0.070348613
            310     0.21417117    0.045468586     0.21417117    0.045468586     0.21417117    0.045468586
            315     0.72753105     0.48211642     0.72753105     0.48211642     0.72753105     0.48211642
            320     0.25575374    0.096883048     0.25575374    0.096883048     0.25575374    0.096883048
            325     0.28689058      0.1344605     0.28689058      0.1344605     0.28689058      0.1344605
            330    0.094211062    0.035851851    0.094211062    0.035851851    0.094211062    0.035851851
            335     0.14065296    0.030034771     0.14065296    0.030034771     0.14065296    0.030034771
            340     0.21185341     0.10438001     0.21185341     0.10438001     0.21185341     0.10438001
            345     0.15435832    0.046034436     0.15435832    0.046034436     0.15435832    0.046034436
            350     0.10590749    0.022167728     0.10590749    0.022167728     0.10590749    0.022167728
            355     0.21090491     0.06715154     0.21090491     0.06715154     0.21090491     0.06715154
            360     0.13262067    0.039123728     0.13262067    0.039123728     0.13262067    0.039123728
            365     0.11223006    0.034266348     0.11223006    0.034266348     0.11223006    0.034266348
            370    0.095824135    0.022574201    0.095824135    0.022574201    0.095824135    0.022574201
            375    0.090785476    0.022489601    0.090785476    0.022489601    0.090785476    0.022489601
            380     0.14000983    0.041481002     0.14000983    0.041481002     0.14000983    0.041481002
            385    0.075840447    0.027486562    0.075840447    0.027486562    0.075840447    0.027486562
            390      0.1531695    0.066816488      0.1531695    0.066816488      0.1531695    0.066816488
            395    0.083803577    0.023337602    0.083803577    0.023337602    0.083803577    0.023337602
            400     0.08794313    0.032608976     0.08794313    0.032608976     0.08794313    0.032608976
            405    0.079317207    0.024187455    0.079317207    0.024187455    0.079317207    0.024187455
            410    0.026061453    0.015190119    0.026061453    0.015190119    0.026061453    0.015190119
            415     0.14328682    0.096818442     0.14328682    0.096818442     0.14328682    0.096818442
            420    0.018798547   0.0084898149    0.018798547   0.0084898149    0.018798547   0.0084898149
            425     0.08072391    0.020955403     0.08072391    0.020955403     0.08072391    0.020955403
            430    0.020768492   0.0093228691    0.020768492   0.0093228691    0.020768492   0.0093228691
            435    0.052064692    0.019607774    0.052064692    0.019607774    0.052064692    0.019607774
            440    0.032229162     0.01529631    0.032229162     0.01529631    0.032229162     0.01529631
            445    0.036985252    0.014273884    0.036985252    0.014273884    0.036985252    0.014273884
            450    0.021997319    0.012050195    0.021997319    0.012050195    0.021997319    0.012050195
            455     0.17766916     0.12421535     0.17766916     0.12421535     0.17766916     0.12421535
            460    0.094777206    0.067537077    0.094777206    0.067537077    0.094777206    0.067537077
            465    0.056893966    0.018880862    0.056893966    0.018880862    0.056893966    0.018880862
            470   0.0088520666   0.0079563421   0.0088520666   0.0079563421   0.0088520666   0.0079563421
            475    0.020844246     0.00958567    0.020844246     0.00958567    0.020844246     0.00958567
            480    0.048580448     0.02713252    0.048580448     0.02713252    0.048580448     0.02713252
            485    0.004832067    0.005196209    0.004832067    0.005196209    0.004832067    0.005196209
            490    0.016442681   0.0082698005    0.016442681   0.0082698005    0.016442681   0.0082698005
            495   0.0078497206   0.0075816162   0.0078497206   0.0075816162   0.0078497206   0.0075816162
            500   0.0078497206   0.0075816162   0.0078497206   0.0075816162   0.0078497206   0.0075816162
