#         pt_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
              0       2310.144      7.2298507       2310.144      7.2298507       2310.144      7.2298507
              5        2992.51      8.1017089        2992.51      8.1017089        2992.51      8.1017089
             10      1967.9285      7.0346664      1967.9285      7.0346664      1967.9285      7.0346664
             15      1231.2317      5.2378266      1231.2317      5.2378266      1231.2317      5.2378266
             20      802.16015      4.4005582      802.16015      4.4005582      802.16015      4.4005582
             25      548.40899      3.7819808      548.40899      3.7819808      548.40899      3.7819808
             30      379.21372      3.0318828      379.21372      3.0318828      379.21372      3.0318828
             35      280.53128      3.0083415      280.53128      3.0083415      280.53128      3.0083415
             40      203.66521      2.2361087      203.66521      2.2361087      203.66521      2.2361087
             45      157.25584      2.3525775      157.25584      2.3525775      157.25584      2.3525775
             50      121.24748      1.9210685      121.24748      1.9210685      121.24748      1.9210685
             55      93.032425      1.4689687      93.032425      1.4689687      93.032425      1.4689687
             60      74.412352      1.2772741      74.412352      1.2772741      74.412352      1.2772741
             65      60.644031      1.4856823      60.644031      1.4856823      60.644031      1.4856823
             70      51.331055       1.219835      51.331055       1.219835      51.331055       1.219835
             75      40.882763      1.1680829      40.882763      1.1680829      40.882763      1.1680829
             80       34.21045     0.94817646       34.21045     0.94817646       34.21045     0.94817646
             85      29.932346     0.91882242      29.932346     0.91882242      29.932346     0.91882242
             90      22.724934     0.67809298      22.724934     0.67809298      22.724934     0.67809298
             95      21.687258      1.1323259      21.687258      1.1323259      21.687258      1.1323259
            100      18.275609     0.64788919      18.275609     0.64788919      18.275609     0.64788919
            105      14.521444     0.49934249      14.521444     0.49934249      14.521444     0.49934249
            110      12.238397     0.52021995      12.238397     0.52021995      12.238397     0.52021995
            115      12.275229     0.80527655      12.275229     0.80527655      12.275229     0.80527655
            120      10.718359     0.66089785      10.718359     0.66089785      10.718359     0.66089785
            125      8.7651724     0.48842132      8.7651724     0.48842132      8.7651724     0.48842132
            130       7.432631     0.50371654       7.432631     0.50371654       7.432631     0.50371654
            135      5.9713058     0.27726418      5.9713058     0.27726418      5.9713058     0.27726418
            140      5.3779938     0.32132718      5.3779938     0.32132718      5.3779938     0.32132718
            145      5.3581885     0.33436293      5.3581885     0.33436293      5.3581885     0.33436293
            150      4.4152951     0.23919962      4.4152951     0.23919962      4.4152951     0.23919962
            155      4.0614767     0.24450877      4.0614767     0.24450877      4.0614767     0.24450877
            160      3.3965903     0.29559731      3.3965903     0.29559731      3.3965903     0.29559731
            165      2.8747656     0.18324133      2.8747656     0.18324133      2.8747656     0.18324133
            170      2.5134184     0.18965914      2.5134184     0.18965914      2.5134184     0.18965914
            175      2.5803213     0.19773881      2.5803213     0.19773881      2.5803213     0.19773881
