#         pt_ep        central        num_err    min (scale)        num_err    max (scale)        num_err
            165       5.822999      0.2213611       5.822999      0.2213611       5.822999      0.2213611
            170      5.7549796     0.25169409      5.7549796     0.25169409      5.7549796     0.25169409
            175      4.6799996     0.19077294      4.6799996     0.19077294      4.6799996     0.19077294
            180      4.3312488      0.2282881      4.3312488      0.2282881      4.3312488      0.2282881
            185       4.202783     0.23072129       4.202783     0.23072129       4.202783     0.23072129
            190      3.6007192     0.21958979      3.6007192     0.21958979      3.6007192     0.21958979
            195      2.9044978     0.14166341      2.9044978     0.14166341      2.9044978     0.14166341
            200      2.8013256     0.16946007      2.8013256     0.16946007      2.8013256     0.16946007
            205      2.3814453     0.15937494      2.3814453     0.15937494      2.3814453     0.15937494
            210      2.3523887     0.13323028      2.3523887     0.13323028      2.3523887     0.13323028
            215      2.0379999     0.13560248      2.0379999     0.13560248      2.0379999     0.13560248
            220      1.9282603     0.17471373      1.9282603     0.17471373      1.9282603     0.17471373
            225      1.7113887     0.11660219      1.7113887     0.11660219      1.7113887     0.11660219
            230       2.052808     0.22587484       2.052808     0.22587484       2.052808     0.22587484
            235      1.3319973    0.096288737      1.3319973    0.096288737      1.3319973    0.096288737
            240      1.3146693     0.15182717      1.3146693     0.15182717      1.3146693     0.15182717
            245      1.1154034     0.10326679      1.1154034     0.10326679      1.1154034     0.10326679
            250      1.1166592     0.16891875      1.1166592     0.16891875      1.1166592     0.16891875
            255     0.96920336    0.085726324     0.96920336    0.085726324     0.96920336    0.085726324
            260     0.80963863    0.076416989     0.80963863    0.076416989     0.80963863    0.076416989
            265     0.79017699    0.081103228     0.79017699    0.081103228     0.79017699    0.081103228
            270     0.94086693     0.21993231     0.94086693     0.21993231     0.94086693     0.21993231
            275     0.99545988     0.41614976     0.99545988     0.41614976     0.99545988     0.41614976
            280     0.64442782     0.07213936     0.64442782     0.07213936     0.64442782     0.07213936
            285     0.52123877    0.089432085     0.52123877    0.089432085     0.52123877    0.089432085
            290     0.53530906    0.056418333     0.53530906    0.056418333     0.53530906    0.056418333
            295     0.60942805    0.066900138     0.60942805    0.066900138     0.60942805    0.066900138
            300     0.42671777    0.057222076     0.42671777    0.057222076     0.42671777    0.057222076
            305     0.38533654    0.047249468     0.38533654    0.047249468     0.38533654    0.047249468
            310     0.42900201    0.050517509     0.42900201    0.050517509     0.42900201    0.050517509
            315     0.72995676     0.33688125     0.72995676     0.33688125     0.72995676     0.33688125
            320     0.27108548     0.03698192     0.27108548     0.03698192     0.27108548     0.03698192
            325     0.52649185     0.18729094     0.52649185     0.18729094     0.52649185     0.18729094
            330     0.23805913    0.038846892     0.23805913    0.038846892     0.23805913    0.038846892
            335     0.41474536     0.17175427     0.41474536     0.17175427     0.41474536     0.17175427
            340     0.27917922    0.061312408     0.27917922    0.061312408     0.27917922    0.061312408
            345     0.22925229    0.032224943     0.22925229    0.032224943     0.22925229    0.032224943
            350     0.30702369      0.1026087     0.30702369      0.1026087     0.30702369      0.1026087
            355     0.16843743    0.031665398     0.16843743    0.031665398     0.16843743    0.031665398
            360     0.15121955    0.029065722     0.15121955    0.029065722     0.15121955    0.029065722
            365     0.15527933     0.02955094     0.15527933     0.02955094     0.15527933     0.02955094
            370     0.15218983    0.030632401     0.15218983    0.030632401     0.15218983    0.030632401
            375     0.14746682    0.027064403     0.14746682    0.027064403     0.14746682    0.027064403
            380     0.19129766    0.039423926     0.19129766    0.039423926     0.19129766    0.039423926
            385     0.11063698    0.026611033     0.11063698    0.026611033     0.11063698    0.026611033
            390     0.16408894    0.037320866     0.16408894    0.037320866     0.16408894    0.037320866
            395     0.11217408    0.028432111     0.11217408    0.028432111     0.11217408    0.028432111
            400    0.094534527    0.022852749    0.094534527    0.022852749    0.094534527    0.022852749
            405     0.11922816    0.026863725     0.11922816    0.026863725     0.11922816    0.026863725
            410    0.095786147    0.020894968    0.095786147    0.020894968    0.095786147    0.020894968
            415    0.097199218    0.022925761    0.097199218    0.022925761    0.097199218    0.022925761
            420    0.073940336    0.021732697    0.073940336    0.021732697    0.073940336    0.021732697
            425    0.052085699      0.0168447    0.052085699      0.0168447    0.052085699      0.0168447
            430    0.098650392    0.028475775    0.098650392    0.028475775    0.098650392    0.028475775
            435    0.090268158    0.035189592    0.090268158    0.035189592    0.090268158    0.035189592
            440    0.062624135    0.017727978    0.062624135    0.017727978    0.062624135    0.017727978
            445    0.040345587    0.017627739    0.040345587    0.017627739    0.040345587    0.017627739
            450    0.053585363    0.016054089    0.053585363    0.016054089    0.053585363    0.016054089
            455    0.052723017    0.015720011    0.052723017    0.015720011    0.052723017    0.015720011
            460    0.042599978    0.013554961    0.042599978    0.013554961    0.042599978    0.013554961
            465    0.017951508    0.013181661    0.017951508    0.013181661    0.017951508    0.013181661
            470    0.037913521    0.013570054    0.037913521    0.013570054    0.037913521    0.013570054
            475    0.041015531    0.014880502    0.041015531    0.014880502    0.041015531    0.014880502
            480    0.021684023   0.0098197823    0.021684023   0.0098197823    0.021684023   0.0098197823
            485    0.070272851    0.024780998    0.070272851    0.024780998    0.070272851    0.024780998
            490    0.028184245      0.0183291    0.028184245      0.0183291    0.028184245      0.0183291
            495    0.020898771    0.010481433    0.020898771    0.010481433    0.020898771    0.010481433
            500    0.020898771    0.010481433    0.020898771    0.010481433    0.020898771    0.010481433
