# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ150
              0      243.03237      6.0465642      243.03237      6.0465642      243.03237      6.0465642
              1      972.14752      12.229789      972.14752      12.229789      972.14752      12.229789
              2       1407.986      16.153889       1407.986      16.153889       1407.986      16.153889
              3      1530.8426      16.714669      1530.8426      16.714669      1530.8426      16.714669
              4      1510.4151      16.663257      1510.4151      16.663257      1510.4151      16.663257
              5      1448.7859      17.736615      1448.7859      17.736615      1448.7859      17.736615
              6      1316.6971      12.927672      1316.6971      12.927672      1316.6971      12.927672
              7      1247.3571      15.324946      1247.3571      15.324946      1247.3571      15.324946
              8      1132.7298      11.438402      1132.7298      11.438402      1132.7298      11.438402
              9      1073.3597      11.999124      1073.3597      11.999124      1073.3597      11.999124
             10      1001.6594      11.685908      1001.6594      11.685908      1001.6594      11.685908
             11      933.75837      11.404912      933.75837      11.404912      933.75837      11.404912
             12      869.56009      10.377365      869.56009      10.377365      869.56009      10.377365
             13      816.10654      10.503748      816.10654      10.503748      816.10654      10.503748
             14      773.88661      10.752662      773.88661      10.752662      773.88661      10.752662
             15      735.21244      10.491701      735.21244      10.491701      735.21244      10.491701
             16      694.75768       8.635081      694.75768       8.635081      694.75768       8.635081
             17       613.2078      6.8188353       613.2078      6.8188353       613.2078      6.8188353
             18      608.67862      8.3238578      608.67862      8.3238578      608.67862      8.3238578
             19       559.6755      6.6344928       559.6755      6.6344928       559.6755      6.6344928
             20      545.12479      7.4590476      545.12479      7.4590476      545.12479      7.4590476
             21      525.40785      6.6657286      525.40785      6.6657286      525.40785      6.6657286
             22      498.00016      8.5449437      498.00016      8.5449437      498.00016      8.5449437
             23      465.46174      5.9915391      465.46174      5.9915391      465.46174      5.9915391
             24      436.66598      5.2032324      436.66598      5.2032324      436.66598      5.2032324
             25      419.48024      5.7924803      419.48024      5.7924803      419.48024      5.7924803
             26      410.81326      6.4752804      410.81326      6.4752804      410.81326      6.4752804
             27      391.63821      6.3176236      391.63821      6.3176236      391.63821      6.3176236
             28      373.41555      5.3722271      373.41555      5.3722271      373.41555      5.3722271
             29      349.35079      5.3773122      349.35079      5.3773122      349.35079      5.3773122
             30      344.18095      5.2138755      344.18095      5.2138755      344.18095      5.2138755
             31      319.50786       4.759251      319.50786       4.759251      319.50786       4.759251
             32      312.37413       4.577145      312.37413       4.577145      312.37413       4.577145
             33      295.21827      4.0017161      295.21827      4.0017161      295.21827      4.0017161
             34       295.7824      5.4005159       295.7824      5.4005159       295.7824      5.4005159
             35      270.73669      4.0504028      270.73669      4.0504028      270.73669      4.0504028
             36      264.82746      5.0221462      264.82746      5.0221462      264.82746      5.0221462
             37      254.97742      4.8553855      254.97742      4.8553855      254.97742      4.8553855
             38      245.89894      3.9241959      245.89894      3.9241959      245.89894      3.9241959
             39      226.25816      3.6533209      226.25816      3.6533209      226.25816      3.6533209
             40      236.58583      6.2554737      236.58583      6.2554737      236.58583      6.2554737
             41      216.40876      3.4973136      216.40876      3.4973136      216.40876      3.4973136
             42      209.62414      3.6858827      209.62414      3.6858827      209.62414      3.6858827
             43      198.31266      3.5260257      198.31266      3.5260257      198.31266      3.5260257
             44      196.29585       3.596767      196.29585       3.596767      196.29585       3.596767
             45      186.58456      3.7447799      186.58456      3.7447799      186.58456      3.7447799
             46      185.03743      3.9055307      185.03743      3.9055307      185.03743      3.9055307
             47      175.01842      3.7890708      175.01842      3.7890708      175.01842      3.7890708
             48      165.02733      3.2175513      165.02733      3.2175513      165.02733      3.2175513
             49      163.07816      3.2875959      163.07816      3.2875959      163.07816      3.2875959
             50      163.07816      3.2875959      163.07816      3.2875959      163.07816      3.2875959
