# pt_bjet1_2-CM        central        num_err    min (scale)        num_err    max (scale)        num_err
# S-1bjet
             30      101.72547     0.67296184      101.72547     0.67296184      101.72547     0.67296184
             50      44.206127     0.50546055      44.206127     0.50546055      44.206127     0.50546055
             70      23.461163     0.33235983      23.461163     0.33235983      23.461163     0.33235983
             90       14.20342     0.32261321       14.20342     0.32261321       14.20342     0.32261321
            110      7.7167293     0.18960613      7.7167293     0.18960613      7.7167293     0.18960613
            150      3.0968674    0.083422921      3.0968674    0.083422921      3.0968674    0.083422921
            200      3.0968674    0.083422921      3.0968674    0.083422921      3.0968674    0.083422921
