# dy_bbZ-j1-ptj        central        num_err    min (scale)        num_err    max (scale)        num_err
# 20
             -8      6.7186593      1.6895444      6.7186593      1.6895444      6.7186593      1.6895444
           -7.9      5.9290391       1.363741      5.9290391       1.363741      5.9290391       1.363741
           -7.8      11.039927      2.4680175      11.039927      2.4680175      11.039927      2.4680175
           -7.7      9.8920782      3.4475934      9.8920782      3.4475934      9.8920782      3.4475934
           -7.6      12.946916      2.2247772      12.946916      2.2247772      12.946916      2.2247772
           -7.5      13.465788      2.6972863      13.465788      2.6972863      13.465788      2.6972863
           -7.4      20.274324      2.9983574      20.274324      2.9983574      20.274324      2.9983574
           -7.3      23.038543      3.1740904      23.038543      3.1740904      23.038543      3.1740904
           -7.2       28.69295      6.0613029       28.69295      6.0613029       28.69295      6.0613029
           -7.1      22.315156      2.8354609      22.315156      2.8354609      22.315156      2.8354609
             -7      51.615921      11.970747      51.615921      11.970747      51.615921      11.970747
           -6.9      46.021804       19.34822      46.021804       19.34822      46.021804       19.34822
           -6.8         31.375      3.2683809         31.375      3.2683809         31.375      3.2683809
           -6.7       40.98181      4.4583534       40.98181      4.4583534       40.98181      4.4583534
           -6.6      46.684363      4.4642974      46.684363      4.4642974      46.684363      4.4642974
           -6.5      49.646146      4.7291986      49.646146      4.7291986      49.646146      4.7291986
           -6.4      66.742809       6.181917      66.742809       6.181917      66.742809       6.181917
           -6.3      78.426753      7.9477109      78.426753      7.9477109      78.426753      7.9477109
           -6.2      73.614969      5.5813836      73.614969      5.5813836      73.614969      5.5813836
           -6.1      90.307483      6.1456774      90.307483      6.1456774      90.307483      6.1456774
             -6      109.91896      15.254732      109.91896      15.254732      109.91896      15.254732
           -5.9      122.38506      7.3458969      122.38506      7.3458969      122.38506      7.3458969
           -5.8       153.4074      12.498831       153.4074      12.498831       153.4074      12.498831
           -5.7      149.06645      9.2896707      149.06645      9.2896707      149.06645      9.2896707
           -5.6      169.78703      10.542212      169.78703      10.542212      169.78703      10.542212
           -5.5      204.52475      12.763216      204.52475      12.763216      204.52475      12.763216
           -5.4      216.96248      14.982998      216.96248      14.982998      216.96248      14.982998
           -5.3      252.92363       18.68983      252.92363       18.68983      252.92363       18.68983
           -5.2      297.20456      17.696624      297.20456      17.696624      297.20456      17.696624
           -5.1      274.54957       11.35377      274.54957       11.35377      274.54957       11.35377
             -5      315.43779      12.063243      315.43779      12.063243      315.43779      12.063243
           -4.9      381.00175       19.30366      381.00175       19.30366      381.00175       19.30366
           -4.8      403.89454      16.601923      403.89454      16.601923      403.89454      16.601923
           -4.7      481.59939      22.856451      481.59939      22.856451      481.59939      22.856451
           -4.6       548.1669      28.516297       548.1669      28.516297       548.1669      28.516297
           -4.5      571.06709      27.048315      571.06709      27.048315      571.06709      27.048315
           -4.4      596.27653      18.622497      596.27653      18.622497      596.27653      18.622497
           -4.3      682.92978      22.401805      682.92978      22.401805      682.92978      22.401805
           -4.2      746.55688      27.204157      746.55688      27.204157      746.55688      27.204157
           -4.1      814.14066      33.669485      814.14066      33.669485      814.14066      33.669485
             -4      932.14359       49.56825      932.14359       49.56825      932.14359       49.56825
           -3.9      960.93377      24.344288      960.93377      24.344288      960.93377      24.344288
           -3.8      1074.1982      34.448375      1074.1982      34.448375      1074.1982      34.448375
           -3.7      1131.8883      28.115337      1131.8883      28.115337      1131.8883      28.115337
           -3.6      1257.2191      32.041537      1257.2191      32.041537      1257.2191      32.041537
           -3.5      1363.0278      32.513468      1363.0278      32.513468      1363.0278      32.513468
           -3.4      1459.4727      31.817883      1459.4727      31.817883      1459.4727      31.817883
           -3.3      1541.5132      31.199071      1541.5132      31.199071      1541.5132      31.199071
           -3.2      1759.2665      38.386493      1759.2665      38.386493      1759.2665      38.386493
           -3.1      1917.1563       48.64339      1917.1563       48.64339      1917.1563       48.64339
             -3      2007.9868      39.051905      2007.9868      39.051905      2007.9868      39.051905
           -2.9      2155.0736      44.106861      2155.0736      44.106861      2155.0736      44.106861
           -2.8      2297.8497      42.815939      2297.8497      42.815939      2297.8497      42.815939
