#          y_bx        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      731.07334      44.494086      731.07334      44.494086      731.07334      44.494086
           -4.9      846.14038      29.444009      846.14038      29.444009      846.14038      29.444009
           -4.8      978.28412      33.641484      978.28412      33.641484      978.28412      33.641484
           -4.7      1206.1588      45.089355      1206.1588      45.089355      1206.1588      45.089355
           -4.6      1302.9522      34.085967      1302.9522      34.085967      1302.9522      34.085967
           -4.5       1511.523      45.110218       1511.523      45.110218       1511.523      45.110218
           -4.4      1734.3214      62.209071      1734.3214      62.209071      1734.3214      62.209071
           -4.3      1944.1131      40.236866      1944.1131      40.236866      1944.1131      40.236866
           -4.2      2208.9403      68.291974      2208.9403      68.291974      2208.9403      68.291974
           -4.1      2389.5669      46.079182      2389.5669      46.079182      2389.5669      46.079182
             -4      2611.6077      55.129683      2611.6077      55.129683      2611.6077      55.129683
           -3.9      2845.6989      55.985723      2845.6989      55.985723      2845.6989      55.985723
           -3.8      3175.0094       66.74648      3175.0094       66.74648      3175.0094       66.74648
           -3.7      3415.0046      65.665078      3415.0046      65.665078      3415.0046      65.665078
           -3.6      3697.9648      60.115316      3697.9648      60.115316      3697.9648      60.115316
           -3.5       4069.117      96.834215       4069.117      96.834215       4069.117      96.834215
           -3.4      4261.5266      82.964049      4261.5266      82.964049      4261.5266      82.964049
           -3.3      4390.9234      67.687264      4390.9234      67.687264      4390.9234      67.687264
           -3.2       4707.843       69.38642       4707.843       69.38642       4707.843       69.38642
           -3.1      4984.0122      75.473422      4984.0122      75.473422      4984.0122      75.473422
             -3      5211.9511      86.015153      5211.9511      86.015153      5211.9511      86.015153
           -2.9      5610.3259      84.545498      5610.3259      84.545498      5610.3259      84.545498
           -2.8      5778.9337      82.770402      5778.9337      82.770402      5778.9337      82.770402
           -2.7      5974.9312      89.793991      5974.9312      89.793991      5974.9312      89.793991
           -2.6      6104.6477      79.073279      6104.6477      79.073279      6104.6477      79.073279
           -2.5      6458.7054      85.879975      6458.7054      85.879975      6458.7054      85.879975
           -2.4      6712.0388       89.06776      6712.0388       89.06776      6712.0388       89.06776
           -2.3      6789.8152      99.721132      6789.8152      99.721132      6789.8152      99.721132
           -2.2      7023.5265      101.57991      7023.5265      101.57991      7023.5265      101.57991
           -2.1      7160.9409      86.800837      7160.9409      86.800837      7160.9409      86.800837
             -2      7385.7148      93.388131      7385.7148      93.388131      7385.7148      93.388131
           -1.9      7508.4146      98.142244      7508.4146      98.142244      7508.4146      98.142244
           -1.8      7718.6571      104.43967      7718.6571      104.43967      7718.6571      104.43967
           -1.7      7891.6009      89.429238      7891.6009      89.429238      7891.6009      89.429238
           -1.6       8092.019      103.06882       8092.019      103.06882       8092.019      103.06882
           -1.5      8274.6771      104.61355      8274.6771      104.61355      8274.6771      104.61355
           -1.4       8300.848      103.48187       8300.848      103.48187       8300.848      103.48187
           -1.3      8466.3083      100.17506      8466.3083      100.17506      8466.3083      100.17506
           -1.2      8675.0373      104.07543      8675.0373      104.07543      8675.0373      104.07543
           -1.1      8624.3945      94.342856      8624.3945      94.342856      8624.3945      94.342856
             -1      8421.4405      90.620201      8421.4405      90.620201      8421.4405      90.620201
           -0.9      8827.9793      104.33964      8827.9793      104.33964      8827.9793      104.33964
           -0.8      8757.3032      88.180776      8757.3032      88.180776      8757.3032      88.180776
           -0.7      9208.6318      130.28447      9208.6318      130.28447      9208.6318      130.28447
           -0.6      9069.6857      113.66238      9069.6857      113.66238      9069.6857      113.66238
           -0.5      9169.4825      114.76392      9169.4825      114.76392      9169.4825      114.76392
           -0.4      9081.9968      104.12591      9081.9968      104.12591      9081.9968      104.12591
           -0.3       9223.852      107.06672       9223.852      107.06672       9223.852      107.06672
           -0.2      9022.8132      94.647841      9022.8132      94.647841      9022.8132      94.647841
           -0.1       9061.638      103.34125       9061.638      103.34125       9061.638      103.34125
              0      9220.8354      104.76054      9220.8354      104.76054      9220.8354      104.76054
            0.1      9109.5251      93.951804      9109.5251      93.951804      9109.5251      93.951804
            0.2      9235.7092      110.14964      9235.7092      110.14964      9235.7092      110.14964
            0.3      9039.9845      90.546869      9039.9845      90.546869      9039.9845      90.546869
            0.4      9210.8569      107.82312      9210.8569      107.82312      9210.8569      107.82312
            0.5      9239.1348      123.14196      9239.1348      123.14196      9239.1348      123.14196
            0.6      8933.9835       108.3947      8933.9835       108.3947      8933.9835       108.3947
            0.7      8828.3363      100.87247      8828.3363      100.87247      8828.3363      100.87247
            0.8       8710.361      98.615817       8710.361      98.615817       8710.361      98.615817
            0.9      8741.2201      111.46458      8741.2201      111.46458      8741.2201      111.46458
              1      8770.7163      99.487775      8770.7163      99.487775      8770.7163      99.487775
            1.1      8574.2389      110.18365      8574.2389      110.18365      8574.2389      110.18365
            1.2      8365.4602      99.792124      8365.4602      99.792124      8365.4602      99.792124
            1.3      8321.1811      105.75804      8321.1811      105.75804      8321.1811      105.75804
            1.4      8105.9688       96.96486      8105.9688       96.96486      8105.9688       96.96486
            1.5      8150.1003      120.32988      8150.1003      120.32988      8150.1003      120.32988
            1.6       7923.254      94.440728       7923.254      94.440728       7923.254      94.440728
            1.7      7566.0699      90.522059      7566.0699      90.522059      7566.0699      90.522059
            1.8      7591.7389      98.813954      7591.7389      98.813954      7591.7389      98.813954
            1.9      7493.0731      93.236294      7493.0731      93.236294      7493.0731      93.236294
              2      7142.2864      89.271331      7142.2864      89.271331      7142.2864      89.271331
            2.1      7062.0457      94.131065      7062.0457      94.131065      7062.0457      94.131065
            2.2      6734.0176      94.219884      6734.0176      94.219884      6734.0176      94.219884
            2.3      6499.4595      81.683529      6499.4595      81.683529      6499.4595      81.683529
            2.4      6305.7079      90.230396      6305.7079      90.230396      6305.7079      90.230396
            2.5       6335.721      87.221722       6335.721      87.221722       6335.721      87.221722
            2.6      6020.2817      98.678227      6020.2817      98.678227      6020.2817      98.678227
            2.7      5673.6225      81.470441      5673.6225      81.470441      5673.6225      81.470441
            2.8      5537.0445      87.633635      5537.0445      87.633635      5537.0445      87.633635
            2.9       5172.909      73.306592       5172.909      73.306592       5172.909      73.306592
              3      4938.1059      69.130637      4938.1059      69.130637      4938.1059      69.130637
            3.1      4831.7342      89.232744      4831.7342      89.232744      4831.7342      89.232744
            3.2      4415.2673      65.805597      4415.2673      65.805597      4415.2673      65.805597
            3.3      4196.6455      66.506653      4196.6455      66.506653      4196.6455      66.506653
            3.4        3879.72      63.257999        3879.72      63.257999        3879.72      63.257999
            3.5      3621.0523      61.144963      3621.0523      61.144963      3621.0523      61.144963
            3.6      3478.8467      65.072221      3478.8467      65.072221      3478.8467      65.072221
            3.7      2993.8527      49.549768      2993.8527      49.549768      2993.8527      49.549768
            3.8      2874.4783      64.504497      2874.4783      64.504497      2874.4783      64.504497
            3.9      2581.7141      52.618515      2581.7141      52.618515      2581.7141      52.618515
              4      2396.8005      69.427253      2396.8005      69.427253      2396.8005      69.427253
            4.1      2094.2625      42.989012      2094.2625      42.989012      2094.2625      42.989012
            4.2      1962.3544      45.835456      1962.3544      45.835456      1962.3544      45.835456
            4.3      1661.9918      38.875432      1661.9918      38.875432      1661.9918      38.875432
            4.4      1558.3988      55.501396      1558.3988      55.501396      1558.3988      55.501396
            4.5      1368.9698       35.74805      1368.9698       35.74805      1368.9698       35.74805
            4.6      1155.3179      50.723205      1155.3179      50.723205      1155.3179      50.723205
            4.7      976.30105      28.472853      976.30105      28.472853      976.30105      28.472853
            4.8      835.35256      26.035187      835.35256      26.035187      835.35256      26.035187
            4.9      711.25987      32.291411      711.25987      32.291411      711.25987      32.291411
              5      711.25987      32.291411      711.25987      32.291411      711.25987      32.291411
