# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj60
              0     0.23669218    0.072454375     0.23669218    0.072454375     0.23669218    0.072454375
              1      1.3539436     0.23254282      1.3539436     0.23254282      1.3539436     0.23254282
              2      1.7426274     0.24757226      1.7426274     0.24757226      1.7426274     0.24757226
              3      3.4215458      0.4059668      3.4215458      0.4059668      3.4215458      0.4059668
              4      3.6504212     0.38763375      3.6504212     0.38763375      3.6504212     0.38763375
              5      5.4715039     0.50560676      5.4715039     0.50560676      5.4715039     0.50560676
              6      5.6231453     0.71214972      5.6231453     0.71214972      5.6231453     0.71214972
              7      6.4468351     0.48836487      6.4468351     0.48836487      6.4468351     0.48836487
              8      7.5456697      0.5475395      7.5456697      0.5475395      7.5456697      0.5475395
              9      9.8143539     0.62523684      9.8143539     0.62523684      9.8143539     0.62523684
             10      10.986149     0.90732324      10.986149     0.90732324      10.986149     0.90732324
             11      10.734064     0.68052559      10.734064     0.68052559      10.734064     0.68052559
             12       12.22826     0.76609672       12.22826     0.76609672       12.22826     0.76609672
             13      14.521313     0.71229325      14.521313     0.71229325      14.521313     0.71229325
             14      15.325381     0.78418207      15.325381     0.78418207      15.325381     0.78418207
             15      17.495098     0.91960049      17.495098     0.91960049      17.495098     0.91960049
             16      16.849746     0.80299689      16.849746     0.80299689      16.849746     0.80299689
             17      19.108273      1.3634633      19.108273      1.3634633      19.108273      1.3634633
             18      17.709518     0.79133464      17.709518     0.79133464      17.709518     0.79133464
             19      22.739512      1.1531109      22.739512      1.1531109      22.739512      1.1531109
             20      23.896791      1.3753295      23.896791      1.3753295      23.896791      1.3753295
             21      23.668672      1.1091097      23.668672      1.1091097      23.668672      1.1091097
             22      29.238033      3.7897525      29.238033      3.7897525      29.238033      3.7897525
             23      29.532787      2.2582078      29.532787      2.2582078      29.532787      2.2582078
             24      29.646535      1.3885534      29.646535      1.3885534      29.646535      1.3885534
             25      29.567807      1.1839335      29.567807      1.1839335      29.567807      1.1839335
             26      30.174246      1.1810513      30.174246      1.1810513      30.174246      1.1810513
             27      32.584528      1.2191663      32.584528      1.2191663      32.584528      1.2191663
             28      33.640607      1.2868326      33.640607      1.2868326      33.640607      1.2868326
             29      34.547976       1.274998      34.547976       1.274998      34.547976       1.274998
             30      36.152047      1.4909566      36.152047      1.4909566      36.152047      1.4909566
             31      38.624708      1.6460989      38.624708      1.6460989      38.624708      1.6460989
             32      39.695694      1.4629179      39.695694      1.4629179      39.695694      1.4629179
             33      43.819037      2.5282006      43.819037      2.5282006      43.819037      2.5282006
             34       43.26701      2.0768108       43.26701      2.0768108       43.26701      2.0768108
             35      46.840269      3.2477283      46.840269      3.2477283      46.840269      3.2477283
             36      46.544367      1.6559181      46.544367      1.6559181      46.544367      1.6559181
             37      49.406843      1.8274035      49.406843      1.8274035      49.406843      1.8274035
             38      51.577726      1.5760141      51.577726      1.5760141      51.577726      1.5760141
             39      49.926427      1.4876978      49.926427      1.4876978      49.926427      1.4876978
             40      56.748239      3.3211225      56.748239      3.3211225      56.748239      3.3211225
             41      54.774797      1.9200713      54.774797      1.9200713      54.774797      1.9200713
             42      58.505464      2.1323217      58.505464      2.1323217      58.505464      2.1323217
             43      58.463763      1.9963367      58.463763      1.9963367      58.463763      1.9963367
             44      58.937503      1.8057082      58.937503      1.8057082      58.937503      1.8057082
             45      61.300852       1.705329      61.300852       1.705329      61.300852       1.705329
             46      72.548407      3.0068526      72.548407      3.0068526      72.548407      3.0068526
             47      70.326772      2.2749829      70.326772      2.2749829      70.326772      2.2749829
             48      71.512375      2.2102424      71.512375      2.2102424      71.512375      2.2102424
             49      73.443614      1.9949784      73.443614      1.9949784      73.443614      1.9949784
             50      73.443614      1.9949784      73.443614      1.9949784      73.443614      1.9949784
