#  pt_bbZ-ptj20        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      25.181085     0.62488766      25.181085     0.62488766      25.181085     0.62488766
              5      92.413969      1.1825331      92.413969      1.1825331      92.413969      1.1825331
             10      187.05477       2.092445      187.05477       2.092445      187.05477       2.092445
             15      311.56961      2.2787878      311.56961      2.2787878      311.56961      2.2787878
             20      484.17248       3.047868      484.17248       3.047868      484.17248       3.047868
             25      543.31128      3.1205009      543.31128      3.1205009      543.31128      3.1205009
             30      525.32789      2.8713224      525.32789      2.8713224      525.32789      2.8713224
             35      469.72471      2.6217446      469.72471      2.6217446      469.72471      2.6217446
             40      411.99938      2.6732024      411.99938      2.6732024      411.99938      2.6732024
             45      360.24258      2.5481416      360.24258      2.5481416      360.24258      2.5481416
             50      310.24007      2.4780441      310.24007      2.4780441      310.24007      2.4780441
             55       269.3751      2.1028944       269.3751      2.1028944       269.3751      2.1028944
             60      232.87003      1.9563382      232.87003      1.9563382      232.87003      1.9563382
             65      205.48746      2.2366607      205.48746      2.2366607      205.48746      2.2366607
             70       179.7766      1.7607466       179.7766      1.7607466       179.7766      1.7607466
             75      163.49081      2.1125791      163.49081      2.1125791      163.49081      2.1125791
             80        139.632      1.6305451        139.632      1.6305451        139.632      1.6305451
             85      122.18858      1.6661998      122.18858      1.6661998      122.18858      1.6661998
             90      109.51631      1.5823112      109.51631      1.5823112      109.51631      1.5823112
             95      95.217035      1.6221383      95.217035      1.6221383      95.217035      1.6221383
            100      83.040547      1.2025734      83.040547      1.2025734      83.040547      1.2025734
            105      76.325796      1.4282489      76.325796      1.4282489      76.325796      1.4282489
            110      66.552586      1.3330115      66.552586      1.3330115      66.552586      1.3330115
            115      60.428323      1.6734367      60.428323      1.6734367      60.428323      1.6734367
            120      50.629541      0.9810856      50.629541      0.9810856      50.629541      0.9810856
            125      47.709592      1.3787798      47.709592      1.3787798      47.709592      1.3787798
            130      44.339078      1.4808334      44.339078      1.4808334      44.339078      1.4808334
