#           y_Z        central        num_err    min (scale)        num_err    max (scale)        num_err
             -5      7.3941117      2.5447106      7.3941117      2.5447106      7.3941117      2.5447106
           -4.9      22.960615      5.8594784      22.960615      5.8594784      22.960615      5.8594784
           -4.8      55.052867       7.557479      55.052867       7.557479      55.052867       7.557479
           -4.7      125.44222      10.179009      125.44222      10.179009      125.44222      10.179009
           -4.6      226.69936      15.660929      226.69936      15.660929      226.69936      15.660929
           -4.5      379.82268       19.85751      379.82268       19.85751      379.82268       19.85751
           -4.4      655.97206      27.280922      655.97206      27.280922      655.97206      27.280922
           -4.3      955.28776      26.606145      955.28776      26.606145      955.28776      26.606145
           -4.2      1401.2698      39.896736      1401.2698      39.896736      1401.2698      39.896736
           -4.1      1834.9392      48.500825      1834.9392      48.500825      1834.9392      48.500825
             -4      2313.3603      49.480476      2313.3603      49.480476      2313.3603      49.480476
           -3.9      2840.1597      52.137511      2840.1597      52.137511      2840.1597      52.137511
           -3.8      3333.9466      53.482401      3333.9466      53.482401      3333.9466      53.482401
           -3.7      3871.0688      63.626788      3871.0688      63.626788      3871.0688      63.626788
           -3.6      4338.1744      81.731638      4338.1744      81.731638      4338.1744      81.731638
           -3.5      4741.4327      69.427502      4741.4327      69.427502      4741.4327      69.427502
           -3.4      5250.6018      66.110304      5250.6018      66.110304      5250.6018      66.110304
           -3.3      5586.9302      70.017049      5586.9302      70.017049      5586.9302      70.017049
           -3.2      6088.6917      81.256826      6088.6917      81.256826      6088.6917      81.256826
           -3.1      6194.3382      76.443771      6194.3382      76.443771      6194.3382      76.443771
             -3      6686.4555      87.479659      6686.4555      87.479659      6686.4555      87.479659
           -2.9      6990.0885      88.995099      6990.0885      88.995099      6990.0885      88.995099
           -2.8      7058.7534      86.094831      7058.7534      86.094831      7058.7534      86.094831
           -2.7      7513.6517      93.306864      7513.6517      93.306864      7513.6517      93.306864
           -2.6      7493.1899      105.91956      7493.1899      105.91956      7493.1899      105.91956
           -2.5      7524.3792      78.194323      7524.3792      78.194323      7524.3792      78.194323
           -2.4      7651.9969      95.553187      7651.9969      95.553187      7651.9969      95.553187
           -2.3      7903.2715      113.33428      7903.2715      113.33428      7903.2715      113.33428
           -2.2       7909.823      91.495084       7909.823      91.495084       7909.823      91.495084
           -2.1      8001.4363      88.397453      8001.4363      88.397453      8001.4363      88.397453
             -2      8041.4699      91.767026      8041.4699      91.767026      8041.4699      91.767026
           -1.9      8036.6171      95.295128      8036.6171      95.295128      8036.6171      95.295128
           -1.8      8190.6442      95.067261      8190.6442      95.067261      8190.6442      95.067261
           -1.7      8100.3857       96.92114      8100.3857       96.92114      8100.3857       96.92114
           -1.6       7961.174      88.929608       7961.174      88.929608       7961.174      88.929608
           -1.5      8381.0321      118.56646      8381.0321      118.56646      8381.0321      118.56646
           -1.4      8255.8958      102.68259      8255.8958      102.68259      8255.8958      102.68259
           -1.3      8301.6374       102.6741      8301.6374       102.6741      8301.6374       102.6741
           -1.2      8312.6221      106.11214      8312.6221      106.11214      8312.6221      106.11214
           -1.1      8201.8149      115.38934      8201.8149      115.38934      8201.8149      115.38934
             -1      8199.9327      112.85897      8199.9327      112.85897      8199.9327      112.85897
           -0.9      8186.9129      94.521534      8186.9129      94.521534      8186.9129      94.521534
           -0.8      8407.2299      122.75895      8407.2299      122.75895      8407.2299      122.75895
           -0.7      8222.6044      104.76642      8222.6044      104.76642      8222.6044      104.76642
           -0.6      8493.0161      119.64106      8493.0161      119.64106      8493.0161      119.64106
           -0.5       8491.559       122.8425       8491.559       122.8425       8491.559       122.8425
           -0.4      8097.5719      103.02215      8097.5719      103.02215      8097.5719      103.02215
           -0.3      8202.8294      99.549672      8202.8294      99.549672      8202.8294      99.549672
           -0.2      8415.2883      108.67168      8415.2883      108.67168      8415.2883      108.67168
           -0.1      8335.5968      117.55551      8335.5968      117.55551      8335.5968      117.55551
              0      8117.1045       92.75032      8117.1045       92.75032      8117.1045       92.75032
            0.1       8387.222      122.00574       8387.222      122.00574       8387.222      122.00574
            0.2       8206.117      105.95484       8206.117      105.95484       8206.117      105.95484
            0.3       8089.809      97.618622       8089.809      97.618622       8089.809      97.618622
            0.4      8341.6053      126.19321      8341.6053      126.19321      8341.6053      126.19321
            0.5      8314.4948      113.79516      8314.4948      113.79516      8314.4948      113.79516
            0.6      8245.8288      100.10754      8245.8288      100.10754      8245.8288      100.10754
            0.7      8301.1837      113.85874      8301.1837      113.85874      8301.1837      113.85874
            0.8      8275.0937      108.61879      8275.0937      108.61879      8275.0937      108.61879
            0.9      8260.5727      113.15694      8260.5727      113.15694      8260.5727      113.15694
              1      8381.7903      109.16956      8381.7903      109.16956      8381.7903      109.16956
            1.1      8326.7589       114.2315      8326.7589       114.2315      8326.7589       114.2315
            1.2      8026.3753      88.304277      8026.3753      88.304277      8026.3753      88.304277
            1.3      8125.1422      99.651446      8125.1422      99.651446      8125.1422      99.651446
            1.4       8256.291       115.2305       8256.291       115.2305       8256.291       115.2305
            1.5      8340.0122      104.65363      8340.0122      104.65363      8340.0122      104.65363
            1.6      8174.6879      102.59092      8174.6879      102.59092      8174.6879      102.59092
            1.7      8159.0486      103.08011      8159.0486      103.08011      8159.0486      103.08011
            1.8      8157.9031      101.84513      8157.9031      101.84513      8157.9031      101.84513
            1.9      8078.6425      103.10312      8078.6425      103.10312      8078.6425      103.10312
              2      7901.1778      91.469251      7901.1778      91.469251      7901.1778      91.469251
            2.1      7890.9558      90.050482      7890.9558      90.050482      7890.9558      90.050482
            2.2      7830.7065      88.340362      7830.7065      88.340362      7830.7065      88.340362
            2.3      7803.4685      93.848162      7803.4685      93.848162      7803.4685      93.848162
            2.4      7634.8788      95.440105      7634.8788      95.440105      7634.8788      95.440105
            2.5      7476.3622      90.141406      7476.3622      90.141406      7476.3622      90.141406
            2.6      7343.9126       97.06786      7343.9126       97.06786      7343.9126       97.06786
            2.7      7012.3673      82.217867      7012.3673      82.217867      7012.3673      82.217867
            2.8      6901.5178      80.264998      6901.5178      80.264998      6901.5178      80.264998
            2.9      6613.9586      80.148452      6613.9586      80.148452      6613.9586      80.148452
              3      6449.3006      81.266796      6449.3006      81.266796      6449.3006      81.266796
            3.1      6169.8028      81.098555      6169.8028      81.098555      6169.8028      81.098555
            3.2      5578.1736      74.640106      5578.1736      74.640106      5578.1736      74.640106
            3.3      5074.4887      59.084222      5074.4887      59.084222      5074.4887      59.084222
            3.4      4751.1758      68.700049      4751.1758      68.700049      4751.1758      68.700049
            3.5      4315.9669      66.794138      4315.9669      66.794138      4315.9669      66.794138
            3.6      3855.3189       53.98672      3855.3189       53.98672      3855.3189       53.98672
            3.7      3184.8458      51.900826      3184.8458      51.900826      3184.8458      51.900826
            3.8      2736.1196       43.58536      2736.1196       43.58536      2736.1196       43.58536
            3.9      2245.8672      46.353339      2245.8672      46.353339      2245.8672      46.353339
              4      1715.7745      32.556468      1715.7745      32.556468      1715.7745      32.556468
            4.1       1363.586       37.57816       1363.586       37.57816       1363.586       37.57816
