# pt_bbZ-zoom-p        central        num_err    min (scale)        num_err    max (scale)        num_err
# tj30
              0       1.719633     0.22822683       1.719633     0.22822683       1.719633     0.22822683
              1      5.7014229     0.49907573      5.7014229     0.49907573      5.7014229     0.49907573
              2      11.235179     0.88427962      11.235179     0.88427962      11.235179     0.88427962
              3      15.422306      1.3935034      15.422306      1.3935034      15.422306      1.3935034
              4      23.155713      1.2531211      23.155713      1.2531211      23.155713      1.2531211
              5      27.145517      1.2047617      27.145517      1.2047617      27.145517      1.2047617
              6      31.232361      1.4611043      31.232361      1.4611043      31.232361      1.4611043
              7      35.874528      1.4032283      35.874528      1.4032283      35.874528      1.4032283
              8      41.436857      1.4245513      41.436857      1.4245513      41.436857      1.4245513
              9      50.495431      1.8066912      50.495431      1.8066912      50.495431      1.8066912
             10      55.431928      1.7962161      55.431928      1.7962161      55.431928      1.7962161
             11      65.681654      2.5083507      65.681654      2.5083507      65.681654      2.5083507
             12      66.961074      1.9315035      66.961074      1.9315035      66.961074      1.9315035
             13      76.295028      2.8501725      76.295028      2.8501725      76.295028      2.8501725
             14      85.707708      2.3379481      85.707708      2.3379481      85.707708      2.3379481
             15       91.76407      2.1378652       91.76407      2.1378652       91.76407      2.1378652
             16       100.9301      2.4276709       100.9301      2.4276709       100.9301      2.4276709
             17      109.50306      2.8216707      109.50306      2.8216707      109.50306      2.8216707
             18      119.08855      4.7213635      119.08855      4.7213635      119.08855      4.7213635
             19      131.40387      2.9942794      131.40387      2.9942794      131.40387      2.9942794
             20      145.21501      3.8453846      145.21501      3.8453846      145.21501      3.8453846
             21      155.28773      3.4446468      155.28773      3.4446468      155.28773      3.4446468
             22      167.71489      5.2179013      167.71489      5.2179013      167.71489      5.2179013
             23      182.21549      4.1819956      182.21549      4.1819956      182.21549      4.1819956
             24      187.52524      3.3311484      187.52524      3.3311484      187.52524      3.3311484
             25      202.06507      3.8176233      202.06507      3.8176233      202.06507      3.8176233
             26      221.15816      4.9646197      221.15816      4.9646197      221.15816      4.9646197
             27      231.57348      4.3908806      231.57348      4.3908806      231.57348      4.3908806
             28      246.18181      3.9216009      246.18181      3.9216009      246.18181      3.9216009
             29      257.17461      3.9855947      257.17461      3.9855947      257.17461      3.9855947
             30      287.65465      4.1743384      287.65465      4.1743384      287.65465      4.1743384
             31      300.23059      4.4216812      300.23059      4.4216812      300.23059      4.4216812
             32      316.36078      4.5443123      316.36078      4.5443123      316.36078      4.5443123
             33      327.70282      4.8950269      327.70282      4.8950269      327.70282      4.8950269
             34      346.18556      5.7512151      346.18556      5.7512151      346.18556      5.7512151
             35      341.20336      6.0446767      341.20336      6.0446767      341.20336      6.0446767
             36      345.38735      4.6493764      345.38735      4.6493764      345.38735      4.6493764
             37      355.40385      4.7662145      355.40385      4.7662145      355.40385      4.7662145
             38      352.41433      4.5331059      352.41433      4.5331059      352.41433      4.5331059
             39      344.57825      4.7984542      344.57825      4.7984542      344.57825      4.7984542
             40       365.8908      7.5009562       365.8908      7.5009562       365.8908      7.5009562
             41      345.74093      4.9205653      345.74093      4.9205653      345.74093      4.9205653
             42      351.53894      5.5273481      351.53894      5.5273481      351.53894      5.5273481
             43      341.92565      4.9449275      341.92565      4.9449275      341.92565      4.9449275
             44      338.84945      4.7418617      338.84945      4.7418617      338.84945      4.7418617
             45       332.1761      4.5967733       332.1761      4.5967733       332.1761      4.5967733
             46      346.74326      6.7562737      346.74326      6.7562737      346.74326      6.7562737
             47       336.1579      6.9263331       336.1579      6.9263331       336.1579      6.9263331
             48      317.79546      4.4071848      317.79546      4.4071848      317.79546      4.4071848
             49      315.42847      4.4318088      315.42847      4.4318088      315.42847      4.4318088
             50      315.42847      4.4318088      315.42847      4.4318088      315.42847      4.4318088
