#       pt_lep2        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      215.47455      2.7079347      215.47455      2.7079347      215.47455      2.7079347
              5      623.00855      4.8365606      623.00855      4.8365606      623.00855      4.8365606
             10      1010.6974      5.8870949      1010.6974      5.8870949      1010.6974      5.8870949
             15      1395.8467      6.5505522      1395.8467      6.5505522      1395.8467      6.5505522
             20      1753.9458      6.9543006      1753.9458      6.9543006      1753.9458      6.9543006
             25       2009.067      6.3946095       2009.067      6.3946095       2009.067      6.3946095
             30      2076.0823      6.1733543      2076.0823      6.1733543      2076.0823      6.1733543
             35      1569.3639      5.1178926      1569.3639      5.1178926      1569.3639      5.1178926
             40       445.8934      2.7651984       445.8934      2.7651984       445.8934      2.7651984
             45      166.82482      1.7670867      166.82482      1.7670867      166.82482      1.7670867
             50      94.389551       1.384036      94.389551       1.384036      94.389551       1.384036
             55      57.556994     0.98431684      57.556994     0.98431684      57.556994     0.98431684
             60       39.03408      1.1495801       39.03408      1.1495801       39.03408      1.1495801
             65      27.693796     0.77552063      27.693796     0.77552063      27.693796     0.77552063
             70       18.57139     0.52547055       18.57139     0.52547055       18.57139     0.52547055
             75      13.482663     0.39772632      13.482663     0.39772632      13.482663     0.39772632
             80      10.165197     0.42506729      10.165197     0.42506729      10.165197     0.42506729
             85      8.7356222     0.57504209      8.7356222     0.57504209      8.7356222     0.57504209
             90      7.0515775     0.53223277      7.0515775     0.53223277      7.0515775     0.53223277
             95      5.2685214     0.37062765      5.2685214     0.37062765      5.2685214     0.37062765
            100      4.4889796     0.38169968      4.4889796     0.38169968      4.4889796     0.38169968
            105      3.7440289     0.52174407      3.7440289     0.52174407      3.7440289     0.52174407
            110      2.5362167     0.17198495      2.5362167     0.17198495      2.5362167     0.17198495
            115      2.1316394     0.18500365      2.1316394     0.18500365      2.1316394     0.18500365
            120      1.9858881       0.197948      1.9858881       0.197948      1.9858881       0.197948
            125      1.6772718     0.14606169      1.6772718     0.14606169      1.6772718     0.14606169
            130      1.5362808     0.22829541      1.5362808     0.22829541      1.5362808     0.22829541
            135       0.862459    0.097021782       0.862459    0.097021782       0.862459    0.097021782
            140      1.0707614     0.32373095      1.0707614     0.32373095      1.0707614     0.32373095
            145     0.57965263     0.08293205     0.57965263     0.08293205     0.57965263     0.08293205
            150     0.48062727     0.06141729     0.48062727     0.06141729     0.48062727     0.06141729
            155     0.61601554     0.15552084     0.61601554     0.15552084     0.61601554     0.15552084
            160     0.48751452     0.14426172     0.48751452     0.14426172     0.48751452     0.14426172
            165     0.41988022     0.17224861     0.41988022     0.17224861     0.41988022     0.17224861
            170     0.28863419     0.05129625     0.28863419     0.05129625     0.28863419     0.05129625
            175     0.28883475    0.066515711     0.28883475    0.066515711     0.28883475    0.066515711
            180     0.32826012    0.092608163     0.32826012    0.092608163     0.32826012    0.092608163
            185     0.35433106    0.089874722     0.35433106    0.089874722     0.35433106    0.089874722
            190     0.16215643     0.04821112     0.16215643     0.04821112     0.16215643     0.04821112
            195      0.3165219      0.1911646      0.3165219      0.1911646      0.3165219      0.1911646
            200     0.22312302    0.063876791     0.22312302    0.063876791     0.22312302    0.063876791
            205     0.11700603    0.035857123     0.11700603    0.035857123     0.11700603    0.035857123
            210     0.10937141    0.031925685     0.10937141    0.031925685     0.10937141    0.031925685
            215     0.16590302    0.047954514     0.16590302    0.047954514     0.16590302    0.047954514
            220     0.09030847    0.033707186     0.09030847    0.033707186     0.09030847    0.033707186
            225      0.1212905     0.04182473      0.1212905     0.04182473      0.1212905     0.04182473
            230      0.2028705      0.1562246      0.2028705      0.1562246      0.2028705      0.1562246
            235     0.06416972    0.024639446     0.06416972    0.024639446     0.06416972    0.024639446
            240     0.08505419    0.035220506     0.08505419    0.035220506     0.08505419    0.035220506
            245    0.053018883    0.018618407    0.053018883    0.018618407    0.053018883    0.018618407
            250    0.049910057    0.016182869    0.049910057    0.016182869    0.049910057    0.016182869
            255    0.044113632    0.014925874    0.044113632    0.014925874    0.044113632    0.014925874
            260    0.060701229    0.023329757    0.060701229    0.023329757    0.060701229    0.023329757
            265    0.086048827     0.03281221    0.086048827     0.03281221    0.086048827     0.03281221
            270     0.24448726     0.20650945     0.24448726     0.20650945     0.24448726     0.20650945
            275    0.017312403     0.01390818    0.017312403     0.01390818    0.017312403     0.01390818
            280    0.027013073    0.016009339    0.027013073    0.016009339    0.027013073    0.016009339
            285    0.014450838   0.0085435719    0.014450838   0.0085435719    0.014450838   0.0085435719
            290    0.021436648    0.011162521    0.021436648    0.011162521    0.021436648    0.011162521
            295    0.013288492   0.0076723987    0.013288492   0.0076723987    0.013288492   0.0076723987
            300              0              0              0              0              0              0
            305    0.018458659    0.014738083    0.018458659    0.014738083    0.018458659    0.014738083
