# pt_bbZ-zoom-m        central        num_err    min (scale)        num_err    max (scale)        num_err
# bbZ250
              0      283.29667      6.2935227      283.29667      6.2935227      283.29667      6.2935227
              1      1139.9627      13.677192      1139.9627      13.677192      1139.9627      13.677192
              2      1671.6279      16.979362      1671.6279      16.979362      1671.6279      16.979362
              3      1846.6958      17.913417      1846.6958      17.913417      1846.6958      17.913417
              4      1876.3686      18.092476      1876.3686      18.092476      1876.3686      18.092476
              5      1827.2968      19.281849      1827.2968      19.281849      1827.2968      19.281849
              6      1680.0034      14.249317      1680.0034      14.249317      1680.0034      14.249317
              7      1624.6228      17.734179      1624.6228      17.734179      1624.6228      17.734179
              8      1483.0347      13.267569      1483.0347      13.267569      1483.0347      13.267569
              9      1426.8963      14.116968      1426.8963      14.116968      1426.8963      14.116968
             10      1349.1861      13.840348      1349.1861      13.840348      1349.1861      13.840348
             11      1259.4794      12.651604      1259.4794      12.651604      1259.4794      12.651604
             12      1179.8175      11.666087      1179.8175      11.666087      1179.8175      11.666087
             13      1124.4667      11.678068      1124.4667      11.678068      1124.4667      11.678068
             14      1070.4901      12.890389      1070.4901      12.890389      1070.4901      12.890389
             15      1026.7367      11.470723      1026.7367      11.470723      1026.7367      11.470723
             16      965.54315      9.9114697      965.54315      9.9114697      965.54315      9.9114697
             17      884.06517      8.3927056      884.06517      8.3927056      884.06517      8.3927056
             18      865.42314      9.7540988      865.42314      9.7540988      865.42314      9.7540988
             19      813.45455      8.1132313      813.45455      8.1132313      813.45455      8.1132313
             20      798.96288       9.023426      798.96288       9.023426      798.96288       9.023426
             21      761.60907      8.1973576      761.60907      8.1973576      761.60907      8.1973576
             22      734.02402      9.6608455      734.02402      9.6608455      734.02402      9.6608455
             23      698.01147      7.7994061      698.01147      7.7994061      698.01147      7.7994061
             24      660.36731      6.6806029      660.36731      6.6806029      660.36731      6.6806029
             25       628.3994      7.1615006       628.3994      7.1615006       628.3994      7.1615006
             26       627.5299      9.2924701       627.5299      9.2924701       627.5299      9.2924701
             27      592.64354      7.6084743      592.64354      7.6084743      592.64354      7.6084743
             28      570.55088      6.4902841      570.55088      6.4902841      570.55088      6.4902841
             29      536.34907      6.3644312      536.34907      6.3644312      536.34907      6.3644312
             30      518.47579      6.3535238      518.47579      6.3535238      518.47579      6.3535238
             31      501.72128      6.2695203      501.72128      6.2695203      501.72128      6.2695203
             32      484.37058      5.5210849      484.37058      5.5210849      484.37058      5.5210849
             33      469.72397      5.9799718      469.72397      5.9799718      469.72397      5.9799718
             34      466.45581      6.5583348      466.45581      6.5583348      466.45581      6.5583348
             35      431.94288      6.1908056      431.94288      6.1908056      431.94288      6.1908056
             36      415.23819      5.7332694      415.23819      5.7332694      415.23819      5.7332694
             37      407.46415      5.7421439      407.46415      5.7421439      407.46415      5.7421439
             38       391.6463      5.1038114       391.6463      5.1038114       391.6463      5.1038114
             39      367.78995      4.9988273      367.78995      4.9988273      367.78995      4.9988273
             40      381.31911      7.6480565      381.31911      7.6480565      381.31911      7.6480565
             41      343.17844      4.5204852      343.17844      4.5204852      343.17844      4.5204852
             42      345.06541      5.4353821      345.06541      5.4353821      345.06541      5.4353821
             43      326.20918      4.5436238      326.20918      4.5436238      326.20918      4.5436238
             44      320.59201      4.6021947      320.59201      4.6021947      320.59201      4.6021947
             45       308.8069      4.6125734       308.8069      4.6125734       308.8069      4.6125734
             46      308.76815       4.830983      308.76815       4.830983      308.76815       4.830983
             47      297.70851      6.2004903      297.70851      6.2004903      297.70851      6.2004903
             48       278.3848      4.1564736       278.3848      4.1564736       278.3848      4.1564736
             49      275.87364      4.1971374      275.87364      4.1971374      275.87364      4.1971374
             50      275.87364      4.1971374      275.87364      4.1971374      275.87364      4.1971374
