# total-mbbZ250        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      49097.983      67.723334      49097.983      67.723334      49097.983      67.723334
              1      49097.983      67.723334      49097.983      67.723334      49097.983      67.723334
