#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
              0      23.532822      3.0959168      23.532822      3.0959168      23.532822      3.0959168
              1      58.956748       2.454889      58.956748       2.454889      58.956748       2.454889
              2      111.66737      6.3354506      111.66737      6.3354506      111.66737      6.3354506
              3      153.71864      4.9570793      153.71864      4.9570793      153.71864      4.9570793
              4      179.59426      4.5155678      179.59426      4.5155678      179.59426      4.5155678
              5      227.55966      4.7002281      227.55966      4.7002281      227.55966      4.7002281
              6      287.60068      9.0189843      287.60068      9.0189843      287.60068      9.0189843
              7       324.3258      8.2405656       324.3258      8.2405656       324.3258      8.2405656
              8      350.88753      6.8162785      350.88753      6.8162785      350.88753      6.8162785
              9      412.94473      9.4775288      412.94473      9.4775288      412.94473      9.4775288
             10      471.84574      10.258172      471.84574      10.258172      471.84574      10.258172
             11      521.48008      10.795202      521.48008      10.795202      521.48008      10.795202
             12      553.34973      9.6010817      553.34973      9.6010817      553.34973      9.6010817
             13      605.57071      10.477665      605.57071      10.477665      605.57071      10.477665
             14      656.57961      12.404315      656.57961      12.404315      656.57961      12.404315
             15      712.00435      12.873829      712.00435      12.873829      712.00435      12.873829
             16      780.64973      13.728094      780.64973      13.728094      780.64973      13.728094
             17       813.9266      12.323478       813.9266      12.323478       813.9266      12.323478
             18      868.96157      11.613579      868.96157      11.613579      868.96157      11.613579
             19      936.50298      14.153998      936.50298      14.153998      936.50298      14.153998
             20       975.5712       12.71914       975.5712       12.71914       975.5712       12.71914
             21      1032.9877      12.876623      1032.9877      12.876623      1032.9877      12.876623
             22      1076.9345      12.584688      1076.9345      12.584688      1076.9345      12.584688
             23       1139.618      13.675794       1139.618      13.675794       1139.618      13.675794
             24      1166.2623      11.881717      1166.2623      11.881717      1166.2623      11.881717
             25      1251.5593      14.597323      1251.5593      14.597323      1251.5593      14.597323
             26      1293.7241       14.98719      1293.7241       14.98719      1293.7241       14.98719
             27      1328.6381      12.269625      1328.6381      12.269625      1328.6381      12.269625
             28      1367.6554       13.76474      1367.6554       13.76474      1367.6554       13.76474
             29      1403.4411      12.074314      1403.4411      12.074314      1403.4411      12.074314
             30      1458.6633      13.357688      1458.6633      13.357688      1458.6633      13.357688
             31      1497.2958      13.672999      1497.2958      13.672999      1497.2958      13.672999
             32      1509.7325      12.539356      1509.7325      12.539356      1509.7325      12.539356
             33      1558.3903      13.963789      1558.3903      13.963789      1558.3903      13.963789
             34      1536.4526      12.612616      1536.4526      12.612616      1536.4526      12.612616
             35      1574.1252      14.238775      1574.1252      14.238775      1574.1252      14.238775
             36      1516.9481      11.909281      1516.9481      11.909281      1516.9481      11.909281
             37      1475.8955      13.412888      1475.8955      13.412888      1475.8955      13.412888
             38      1454.0048      11.884347      1454.0048      11.884347      1454.0048      11.884347
             39      1407.6083      12.607148      1407.6083      12.607148      1407.6083      12.607148
             40      1336.7342      12.172267      1336.7342      12.172267      1336.7342      12.172267
             41      1273.9486       11.22242      1273.9486       11.22242      1273.9486       11.22242
             42      1186.0582      10.658141      1186.0582      10.658141      1186.0582      10.658141
             43      1092.9605       9.590568      1092.9605       9.590568      1092.9605       9.590568
             44      1008.6963       9.139373      1008.6963       9.139373      1008.6963       9.139373
             45      930.90495        9.17237      930.90495        9.17237      930.90495        9.17237
             46      853.93349      7.7574179      853.93349      7.7574179      853.93349      7.7574179
             47      798.00862      7.8944888      798.00862      7.8944888      798.00862      7.8944888
             48      738.32011      7.9981891      738.32011      7.9981891      738.32011      7.9981891
             49      682.23878      6.9998556      682.23878      6.9998556      682.23878      6.9998556
             50      623.85907      6.4848165      623.85907      6.4848165      623.85907      6.4848165
             51      585.88246      6.2838189      585.88246      6.2838189      585.88246      6.2838189
             52      537.97992      7.3553052      537.97992      7.3553052      537.97992      7.3553052
             53      501.40787      6.8426185      501.40787      6.8426185      501.40787      6.8426185
             54      474.11318      6.9464925      474.11318      6.9464925      474.11318      6.9464925
             55       438.9278      5.3714113       438.9278      5.3714113       438.9278      5.3714113
             56      405.59146      4.9970165      405.59146      4.9970165      405.59146      4.9970165
             57      387.76739      5.8264336      387.76739      5.8264336      387.76739      5.8264336
             58       355.9834      4.5706263       355.9834      4.5706263       355.9834      4.5706263
             59      342.03339       5.653816      342.03339       5.653816      342.03339       5.653816
             60      318.99329      5.4798174      318.99329      5.4798174      318.99329      5.4798174
             61      304.10302      5.0509066      304.10302      5.0509066      304.10302      5.0509066
             62      286.71522      4.6071799      286.71522      4.6071799      286.71522      4.6071799
             63       276.3807      4.8394846       276.3807      4.8394846       276.3807      4.8394846
             64      251.96941       5.158961      251.96941       5.158961      251.96941       5.158961
             65      234.43535      3.9119044      234.43535      3.9119044      234.43535      3.9119044
             66      232.28174      5.0508339      232.28174      5.0508339      232.28174      5.0508339
             67      205.28534      3.7012987      205.28534      3.7012987      205.28534      3.7012987
             68      210.84208      4.9365006      210.84208      4.9365006      210.84208      4.9365006
             69      196.04096      4.4038221      196.04096      4.4038221      196.04096      4.4038221
             70      185.20563      3.7633315      185.20563      3.7633315      185.20563      3.7633315
             71      175.48728      4.4355713      175.48728      4.4355713      175.48728      4.4355713
             72      171.39169      3.9352233      171.39169      3.9352233      171.39169      3.9352233
             73      152.34943      2.8520737      152.34943      2.8520737      152.34943      2.8520737
             74      149.28367       3.337689      149.28367       3.337689      149.28367       3.337689
             75      146.34438      4.4828359      146.34438      4.4828359      146.34438      4.4828359
             76       132.7989      3.1018816       132.7989      3.1018816       132.7989      3.1018816
             77      128.24172      3.1886413      128.24172      3.1886413      128.24172      3.1886413
