#    pt_ep-zoom        central        num_err    min (scale)        num_err    max (scale)        num_err
             78      126.63101      3.3397789      126.63101      3.3397789      126.63101      3.3397789
             79      122.28641      2.9845956      122.28641      2.9845956      122.28641      2.9845956
             80      114.23338      3.1093083      114.23338      3.1093083      114.23338      3.1093083
             81      110.28257      4.5625133      110.28257      4.5625133      110.28257      4.5625133
             82      107.06141      5.0067044      107.06141      5.0067044      107.06141      5.0067044
             83      97.160406      2.2571252      97.160406      2.2571252      97.160406      2.2571252
             84      93.788785      2.1463683      93.788785      2.1463683      93.788785      2.1463683
             85      92.073668      3.8136244      92.073668      3.8136244      92.073668      3.8136244
             86      87.066689      2.3019449      87.066689      2.3019449      87.066689      2.3019449
             87      83.037999      2.5363846      83.037999      2.5363846      83.037999      2.5363846
             88      75.379545      1.8149162      75.379545      1.8149162      75.379545      1.8149162
             89      72.784389      2.0429294      72.784389      2.0429294      72.784389      2.0429294
             90      76.678138      2.8577311      76.678138      2.8577311      76.678138      2.8577311
             91      73.667206      2.9938224      73.667206      2.9938224      73.667206      2.9938224
             92      68.950129      3.2421297      68.950129      3.2421297      68.950129      3.2421297
             93      68.028076       2.222241      68.028076       2.222241      68.028076       2.222241
             94      60.458263       2.455165      60.458263       2.455165      60.458263       2.455165
             95      57.309087      1.7015655      57.309087      1.7015655      57.309087      1.7015655
             96      58.311731      1.9681161      58.311731      1.9681161      58.311731      1.9681161
             97      54.438614       1.661651      54.438614       1.661651      54.438614       1.661651
             98      52.872001        2.87803      52.872001        2.87803      52.872001        2.87803
             99       53.94472      2.7212926       53.94472      2.7212926       53.94472      2.7212926
            100       53.94472      2.7212926       53.94472      2.7212926       53.94472      2.7212926
