#      n_b_jets        central        num_err    min (scale)        num_err    max (scale)        num_err
           -0.5      1304.3109       12.83754      1304.3109       12.83754      1304.3109       12.83754
            0.5      9141.7141      34.474549      9141.7141      34.474549      9141.7141      34.474549
            1.5      47426.787      67.682072      47426.787      67.682072      47426.787      67.682072
            2.5              0              0              0              0              0              0
            3.5              0              0              0              0              0              0
            4.5              0              0              0              0              0              0
            5.5              0              0              0              0              0              0
            6.5              0              0              0              0              0              0
